pgs_id,trait_label,ancestry_display,eta,se,Q,I2,k_eval,auc_pooled,lo_pooled,hi_pooled
PGS019089,Menieres disease,East Asian,0.4760590302639639,0.06421823142670037,NA,NA,1,0.616816841322028,0.5866639670921296,0.6460969956183676
PGS019090,Menieres disease,East Asian,0.47880586643394357,0.06425879236518202,NA,NA,1,0.617465857896666,0.587310617995814,0.6467429861029046
PGS019091,Peripheral or central vertigo,East Asian,0.3804474660530378,0.04315442573359599,NA,NA,1,0.593981021770258,0.5734313209105547,0.6142067847960606
PGS019092,Peripheral or central vertigo,East Asian,0.39143408385086237,0.043253872720014776,NA,NA,1,0.596627878067973,0.5760689399897826,0.6168529186999199
PGS019093,Peripheral or central vertigo,East Asian,0.39294739725517125,0.043267651447786735,NA,NA,1,0.596992023374442,0.5764318751716383,0.617216900585609
PGS019094,Peripheral or central vertigo,East Asian,0.3866576819668847,0.04321051192980306,NA,NA,1,0.595477846015354,0.5749228261879503,0.6157033009904436
PGS019095,Peripheral or central vertigo,East Asian,0.37875078376903687,0.04313915960421865,NA,NA,1,0.593571771871777,0.5730235683698874,0.6137975736531914
PGS019096,Labyrinthitis,East Asian,0.31526040592580135,0.043775233966982435,NA,NA,1,0.578168744486188,0.5571148539813927,0.5989422772922103
PGS019097,Labyrinthitis,East Asian,0.33288938516602656,0.043930398625811405,NA,NA,1,0.582462242231755,0.5613852202127921,0.6032422504919581
PGS019098,Labyrinthitis,East Asian,0.3282919061554174,0.04388967868624576,NA,NA,1,0.581343713349999,0.5602725197800735,0.6021222442252265
PGS019099,Labyrinthitis,East Asian,0.3387121444599763,0.043982229575067464,NA,NA,1,0.583877653547638,0.5627934562620558,0.6046593191943114
PGS019100,Labyrinthitis,East Asian,0.3191708630496406,0.0438094251399558,NA,NA,1,0.579122171840873,0.5580629675741031,0.5998973303814386
PGS019101,Dizziness and giddiness Light headedness and vertigo,East Asian,0.3841520468287241,0.03464414982241341,NA,NA,1,0.594874134536898,0.5784099588351579,0.6111276176775281
PGS019102,Dizziness and giddiness Light headedness and vertigo,East Asian,0.3909757713704085,0.034692117161519744,NA,NA,1,0.5965175743041609,0.5800501392332942,0.6127703538202115
PGS019103,Dizziness and giddiness Light headedness and vertigo,East Asian,0.3765949174714688,0.03459139992506574,NA,NA,1,0.593051576628658,0.5765912959503738,0.6093055480921973
PGS019104,Dizziness and giddiness Light headedness and vertigo,East Asian,0.3891462330668826,0.03467922501495051,NA,NA,1,0.596077155404948,0.5796105702455768,0.612330148004798
PGS019105,Dizziness and giddiness Light headedness and vertigo,East Asian,0.37722667744737276,0.034595794725398255,NA,NA,1,0.593204037500613,0.5767434197101349,0.6094579798677635
PGS019106,Central origin vertigo,East Asian,0.32703799164558134,0.04470753119523135,NA,NA,1,0.581038500532569,0.559568551182937,0.602205869843828
PGS019107,Central origin vertigo,East Asian,0.33222303993623203,0.04475438490304166,NA,NA,1,0.582300178186974,0.5608233986843298,0.6034692833920444
PGS019108,Central origin vertigo,East Asian,0.3342214981499408,0.044772505863571725,NA,NA,1,0.5827861764491838,0.5613068142226695,0.6039558991170737
PGS019109,Central origin vertigo,East Asian,0.3305597897959522,0.0447393298657294,NA,NA,1,0.581895576085228,0.5604209672239008,0.6030641455116563
PGS019110,Central origin vertigo,East Asian,0.32397630332887295,0.04467997415352007,NA,NA,1,0.580293000903981,0.5588271722617704,0.6014592543913903
PGS019111,Hearing loss,East Asian,0.3776198742514892,0.035307761573438734,NA,NA,1,0.593298917525571,0.5764987392084465,0.6098836294504207
PGS019112,Hearing loss,East Asian,0.3737143752888376,0.03527984992715608,NA,NA,1,0.592356196625643,0.5755583003568634,0.6089409861891181
PGS019113,Hearing loss,East Asian,0.3592269468539576,0.03517723775661878,NA,NA,1,0.588853286818671,0.5720645726785317,0.6054376318151582
PGS019114,Hearing loss,East Asian,0.3645881957476176,0.03521504098284914,NA,NA,1,0.590150651356896,0.5733584075408676,0.6067352955243961
PGS019115,Hearing loss,East Asian,0.34684554460707145,0.03509069240215083,NA,NA,1,0.585852423271846,0.5690724527851572,0.6024354715238174
PGS019116,Sensorineural hearing loss,East Asian,0.4107968322973999,0.07702385883553244,NA,NA,1,0.601278928886104,0.5645945185355933,0.6368605039959634
PGS019117,Sensorineural hearing loss,East Asian,0.42147888046186494,0.07720737339459059,NA,NA,1,0.603837078756006,0.5671303255838394,0.6394102386290106
PGS019118,Sensorineural hearing loss,East Asian,0.4115157291878328,0.07703615462114398,NA,NA,1,0.601451266525166,0.5647653111435549,0.6370323187548439
PGS019119,Sensorineural hearing loss,East Asian,0.40456524994547,0.07691760534723999,NA,NA,1,0.599784014619907,0.5631132473470123,0.635369858880016
PGS019120,Sensorineural hearing loss,East Asian,0.3972971769984726,0.07679442344701821,NA,NA,1,0.598038104978659,0.5613838174744562,0.6336283310778692
PGS019121,Tinnitus,East Asian,0.42189575746121577,0.04556963078830662,NA,NA,1,0.603936798862065,0.582386823005449,0.6250906073483543
PGS019122,Tinnitus,East Asian,0.42290595642966267,0.04557960594083992,NA,NA,1,0.604178410179036,0.5826277411314343,0.6253319006302768
PGS019123,Tinnitus,East Asian,0.3876070145694396,0.0452365138145051,NA,NA,1,0.595706504289063,0.5741842134774319,0.6168668410646305
PGS019124,Tinnitus,East Asian,0.4383384852591607,0.04573314932261779,NA,NA,1,0.607863053908707,0.5863026637273245,0.6290107960186524
PGS019125,Tinnitus,East Asian,0.40606638602413375,0.04541453198285183,NA,NA,1,0.600144298019164,0.5786060985053,0.6213021520552874
PGS019126,Hypertension,East Asian,0.6060137934257501,0.018640193724742182,NA,NA,1,0.647030959121037,0.6386429515961687,0.6553293416044883
PGS019127,Hypertension,East Asian,0.6383496095654743,0.018741516177695382,NA,NA,1,0.654380292369631,0.6460259888669494,0.6626403877268713
PGS019128,Hypertension,East Asian,0.5961210453435197,0.018610002341269298,NA,NA,1,0.644768361960936,0.6363704981452936,0.6530780113076475
PGS019129,Hypertension,East Asian,0.6319236314486301,0.018721057972052584,NA,NA,1,0.6529255117410099,0.6445643307068575,0.6611933919657803
PGS019130,Hypertension,East Asian,0.694679719006411,0.018927767240231794,NA,NA,1,0.667007143733543,0.6587168508644138,0.6751953524288379
PGS019131,Hypertension,East Asian,0.5728015911008342,0.018540320861131086,NA,NA,1,0.639409376036259,0.6309891365302402,0.6477447409674072
PGS019132,Essential hypertension,East Asian,0.5978966553063599,0.020161532845009843,NA,NA,1,0.645174946813228,0.6360776325349993,0.6541684905815413
PGS019133,Essential hypertension,East Asian,0.637127374524662,0.020304391165931152,NA,NA,1,0.6541038113383579,0.6450453908179543,0.6630518164659877
PGS019134,Essential hypertension,East Asian,0.6042773926586802,0.020184326866458945,NA,NA,1,0.646634295449374,0.6375430538030904,0.6556206817190382
PGS019135,Essential hypertension,East Asian,0.6251560106157906,0.020260108820600073,NA,NA,1,0.651390292546154,0.6423196111281391,0.6603525797659966
PGS019136,Essential hypertension,East Asian,0.7101975029496798,0.020587956768869632,NA,NA,1,0.6704447992721589,0.6614684753542586,0.6792985074361501
PGS019137,Essential hypertension,East Asian,0.5632985185538173,0.020040899126731907,NA,NA,1,0.637215409774977,0.6280869113076821,0.6462460459299697
PGS019138,Hypertensive heart and or renal disease,East Asian,0.5688077934848327,0.028531673239189603,NA,NA,1,0.638488034232155,0.6254827091598345,0.6512935185649495
PGS019139,Hypertensive heart and or renal disease,East Asian,0.5887528461883462,0.028652662240607717,NA,NA,1,0.643078939562323,0.6300878311446411,0.6558629937737067
PGS019140,Hypertensive heart and or renal disease,East Asian,0.5493519238706033,0.028415930456672497,NA,NA,1,0.633985219328831,0.6209674783321343,0.6468101633419095
PGS019141,Hypertensive heart and or renal disease,East Asian,0.571941633573157,0.028550526378366182,NA,NA,1,0.6392110761454519,0.6262078854367318,0.6520132921578143
PGS019142,Hypertensive heart and or renal disease,East Asian,0.6917505347920052,0.029315848504630017,NA,NA,1,0.666356228728948,0.6534619025151919,0.6790064501207642
PGS019143,Hypertensive heart and or renal disease,East Asian,0.553404441912458,0.028439854189691686,NA,NA,1,0.63492508626447,0.6219098124732371,0.64774609542313355
PGS019144,Other hypertensive complications,East Asian,0.5758492028958264,0.020327784969071717,NA,NA,1,0.64011174977051,0.6308829967235542,0.6492380511767101
PGS019145,Other hypertensive complications,East Asian,0.617395805244851,0.020478777203568842,NA,NA,1,0.649626033678339,0.6404360906992265,0.6587062652840451
PGS019146,Other hypertensive complications,East Asian,0.5790325422662786,0.02033909554222164,NA,NA,1,0.6408447639548469,0.631618832337852,0.6499676854670055
PGS019147,Other hypertensive complications,East Asian,0.6018840118249917,0.02042154564677728,NA,NA,1,0.6460872200621262,0.6368822862079294,0.6551851455163104
PGS019148,Other hypertensive complications,East Asian,0.522260549857221,0.02014375786628219,NA,NA,1,0.6276762063637701,0.6184038292021684,0.6368555824943913
PGS019149,Hypertensive heart disease,East Asian,0.5762261168896823,0.029813358889288377,NA,NA,1,0.640198574370131,0.6266313017197952,0.6535454188163851
PGS019150,Hypertensive heart disease,East Asian,0.5908357412018284,0.029907600815971203,NA,NA,1,0.64355688054965,0.630000006959251,0.6568875562525835
PGS019151,Hypertensive heart disease,East Asian,0.5468961479447557,0.029628161122041967,NA,NA,1,0.6334151742527421,0.6198295820567873,0.6467919322025426
PGS019152,Hypertensive heart disease,East Asian,0.5649687909715067,0.02974164771035176,NA,NA,1,0.637601441312405,0.6240267318549095,0.6509601710696435
PGS019153,Hypertensive heart disease,East Asian,0.692140757099679,0.03059828878848946,NA,NA,1,0.666442979507043,0.6529809121234841,0.6796390246502326
PGS019154,Hypertensive heart disease,East Asian,0.5460791067810566,0.029623078068759898,NA,NA,1,0.633225436302879,0.6196393830201393,0.6466029784624543
PGS019155,Ischemic Heart Disease,East Asian,0.5374396766396851,0.025531953279296297,NA,NA,1,0.6312166205231191,0.6194930520050264,0.6427872612856843
PGS019156,Ischemic Heart Disease,East Asian,0.5498914465491356,0.02559835305820341,NA,NA,1,0.634110405413802,0.6223932164006761,0.6456709982789959
PGS019157,Ischemic Heart Disease,East Asian,0.5422407645212002,0.025557458063557085,NA,NA,1,0.632333522541184,0.6206123500889622,0.643900352667221
PGS019158,Ischemic Heart Disease,East Asian,0.5448292098227456,0.025571259270633803,NA,NA,1,0.632935098196768,0.6212152507551939,0.644499840729049
PGS019159,Ischemic Heart Disease,East Asian,0.5455636002950631,0.02557518139829313,NA,NA,1,0.633105701194116,0.6213862339134678,0.6446698472153479
PGS019160,Myocardial infarction,East Asian,1.127577042003729,0.07798815340241289,NA,NA,1,0.75539147364512,0.7260593455499588,0.7825236135911139
PGS019161,Myocardial infarction,East Asian,1.1887964237232715,0.07955536268839557,NA,NA,1,0.766525736465185,0.7374715226561832,0.7932658814161255
PGS019162,Myocardial infarction,East Asian,1.1519405718231743,0.07860369205097338,NA,NA,1,0.75986519179404,0.7306410328073284,0.7868436800851073
PGS019163,Myocardial infarction,East Asian,1.1503743753692472,0.07856379967450476,NA,NA,1,0.759579291495554,0.7303480854531613,0.7865677525029579
PGS019164,Myocardial infarction,East Asian,1.135910616808223,0.07819749401414836,NA,NA,1,0.756928032368886,0.7276324351570104,0.7840079747103729
PGS019165,Coronary atherosclerosis,East Asian,0.6447792731567481,0.03597936123069826,NA,NA,1,0.6558330213261631,0.6397455023632883,0.6715709466202587
PGS019166,Coronary atherosclerosis,East Asian,0.6587362916784866,0.036101339442544546,NA,NA,1,0.658976456800349,0.6429009940385718,0.6746944258070775
