trait_label,pgs_id,ancestry_display,I2,k_eval,Q,auc_pooled
Stroke excluding subarachnoid hemorrhage,PGS004154,European,73.83253652971378,4,11.46461904267707,0.5439222806620223
Stroke excluding subarachnoid hemorrhage,PGS003984,South Asian,0,2,0.7094995933290408,0.5319041362310171
Stroke excluding subarachnoid hemorrhage,PGS004000,South Asian,0,2,0.18835028868848416,0.5130099989925749
Stroke excluding subarachnoid hemorrhage,PGS004015,South Asian,0,2,0.7969863652101776,0.5416046070875377
Stroke excluding subarachnoid hemorrhage,PGS004026,South Asian,42.30763800080978,2,1.7333317017147545,0.5469343984789536
Stroke excluding subarachnoid hemorrhage,PGS004041,South Asian,44.03622154856708,2,1.786870057152825,0.5429242467721682
Stroke excluding subarachnoid hemorrhage,PGS004054,South Asian,69.57998577199646,2,3.287309442082498,0.5383003506201426
Stroke excluding subarachnoid hemorrhage,PGS004070,South Asian,70.44321951150746,2,3.383318424648227,0.5393056926093038
Stroke excluding subarachnoid hemorrhage,PGS004084,South Asian,45.874453891551106,2,1.8475564163294456,0.5449905812811354
Stroke excluding subarachnoid hemorrhage,PGS004098,South Asian,11.059064789998391,2,1.1243416742120649,0.5482663276699838
Stroke excluding subarachnoid hemorrhage,PGS004108,South Asian,0,2,0.19373199179743145,0.5070293294876077
Stroke excluding subarachnoid hemorrhage,PGS004124,South Asian,0,2,0.2547255783610343,0.5366013053049042
Stroke excluding subarachnoid hemorrhage,PGS004138,South Asian,0,2,0.4905257939548569,0.5342809276002034
Stroke excluding subarachnoid hemorrhage,PGS004154,South Asian,42.771159571766574,2,1.747370718185402,0.5329968883628509
Subsequent thyroid cancer in childhood cancer survivors aged 40,PGS001354,European,80.59330978822189,2,5.152862178389855,0.759584145348559
Subsequent thyroid cancer in childhood cancer survivors aged 50,PGS001354,European,80.19801987715707,2,5.050000019171982,0.7497986273632501
Suffer from 'nerves',PGS001017,European,0,2,0.8870384856788852,0.5612032991869689
Systemic lupus erythematosus,PGS000328,European,97.5182276930404,2,40.29378509848417,0.7205442698787224
Systemic lupus erythematosus,PGS000754,European,23.114250042357742,3,2.6012622639459666,0.6464065149983445
Systemic lupus erythematosus,PGS003960,European,99.30105815042911,4,429.2202565695457,0.7316196455418787
Systemic lupus erythematosus diagnosis in patient with arthritis,PGS000196,European,28.012425155085943,2,1.3891286130340454,0.7791321277650847
T2D,PGS005314,African,92.13978519947364,3,25.444597262991707,0.7247763907631293
TTE PE,PGS001280,European,57.959257692828714,2,2.378644964671379,0.656827760196395
TTE acute appendicitis,PGS001369,European,0,2,0.05728213175890553,0.5727567112024632
TTE acute myocardial infarction,PGS001314,European,65.94663117669738,2,2.9365670256849974,0.7649511600741048
TTE alzheimer's disease,PGS001349,European,0,2,0.00409355605460804,0.8669475194863308
TTE angina pectoris,PGS001261,European,0,2,0.7141127085144455,0.7435541986832742
TTE ankylosing spondylitis,PGS001268,European,0,2,0.1677409198221677,0.7450548664394233
TTE asthma,PGS001346,European,75.91350283721759,2,4.151703725293706,0.6269453463919247
TTE atrial fibrillation and flutter,PGS001339,European,63.843601710631994,2,2.765762208936767,0.7667422371160239
TTE calculus of kidney and ureter,PGS001250,European,0,2,0.1591680826431399,0.6631604431880309
TTE cholecystitis,PGS000943,European,71.40085210404962,2,3.4966076739006597,0.6058316334836921
TTE cholelithiasis,PGS001174,European,0,2,0.6172586321343865,0.6725241491217447
TTE chronic ischaemic heart disease,PGS000962,European,87.5129567504522,2,8.008300924530017,0.7656921559890568
TTE chronic renal failure,PGS001272,European,82.14615161436187,2,5.601033336904627,0.7093481163222624
TTE coxarthrosis [arthrosis of hip],PGS000967,European,81.43309820447435,2,5.3859282017691585,0.6957946209249456
TTE crohn's disease [regional enteritis],PGS001330,European,52.63262175725669,2,2.1111575879824005,0.5696411638363711
TTE dementia in alzheimer's disease,PGS000945,European,0,2,0.07489346738576928,0.8899368471956045
TTE diaphragmatic hernia,PGS001050,European,67.43680881761384,2,3.0709520894282387,0.6336702202388451
TTE disorders of lipoprotein metabolism and other lipidaemias,PGS001318,European,77.05908043788315,2,4.359023173819655,0.7368986014198635
TTE disorders of mineral metabolism,PGS001023,European,80.64027820705942,2,5.165363483501324,0.6654114710441279
TTE disorders of porphyrin and bilirubin metabolism,PGS000924,European,0,2,0.10791862387083906,0.9039325708705316
TTE diverticular disease of intestine,PGS000997,European,96.73173573470348,2,30.59728096709688,0.6895283841246267
TTE duodenal ulcer,PGS001390,European,64.21837561790792,2,2.794730583836988,0.6942580096946382
TTE essential (primary hypertension),PGS000957,European,96.73520464928993,2,30.62979122971679,0.7294398068477876
TTE fibroblastic disorders,PGS001031,European,0,2,0.5670436825566916,0.6131701781140518
TTE follicular cysts of skin and subcutaneous tissue,PGS000963,European,0,2,0.00623584567037737,0.6143315120349646
TTE glaucoma,PGS001323,European,75.01895960683129,2,4.003035839425881,0.7095342787609915
TTE gonarthrosis [arthrosis of knee],PGS001192,European,70.42152311755324,2,3.3808366941079595,0.6484362757650444
TTE gout,PGS001249,European,88.62520527369206,2,8.791367440567278,0.7986052212956726
TTE hyperplasia of prostate,PGS001338,European,95.98716879493352,2,24.920061395491224,0.8850012137018981
TTE inguinal hernia,PGS000949,European,60.73051283676419,2,2.546506390173087,0.8070009401632483
TTE insulin-dependent diabetes mellitus,PGS001296,European,71.2583489382552,2,3.4792712424617873,0.6700734376643277
TTE internal derangement of knee,PGS001027,European,0,2,0.07385226607065756,0.5704434066964325
TTE intestinal malabsorption,PGS000940,European,1.1256986302856138,2,1.0113851487665777,0.764778140490356
TTE iridocyclitis,PGS000941,European,0,2,0.15673968213705397,0.6642545649269944
TTE migraine,PGS001282,European,16.36444130348422,2,1.1956636813160424,0.6459670741287672
TTE multiple sclerosis,PGS001271,European,24.919021308516772,2,1.3318952648567892,0.6797554854320653
TTE nasal polyp,PGS000933,European,0,2,0.6548523694796865,0.6725748368209872
TTE non-insulin-dependent diabetes mellitus,PGS001294,European,81.45572807763091,2,5.392500736541434,0.7149153324819805
TTE nonrheumatic aortic valve disorders,PGS001025,European,85.88269042593166,2,7.083502665669883,0.73448882943661
TTE obesity,PGS001298,European,0,2,0.108457660607889,0.5962442445336272
TTE osteoporosis without pathological fracture,PGS001274,European,85.89943396544645,2,7.091913881680297,0.7813596312466394
TTE other cataract,PGS001303,European,93.5831122816723,2,15.583878725878805,0.7311397577375327
TTE other chronic obstructive pulmonary disease,PGS001334,European,88.97631077304456,2,9.071373289032604,0.733537521700596
TTE other coagulation defects,PGS001033,European,0,2,0.0736660876632435,0.653056951040344
TTE other dermatitis,PGS000927,European,87.8773282227455,2,8.249006641228032,0.5620732553211296
TTE other diseases of intestine,PGS001516,European,92.32396530935594,2,13.027559675034428,0.6313092050755353
TTE other diseases of liver,PGS001293,European,92.14810984531417,2,12.735786929001035,0.5996695799106888
TTE other disorders of cornea,PGS001029,European,0.706874162814522,2,1.0071190644554149,0.6080074114226137
TTE other disorders of pancreatic internal secretion,PGS001014,European,0,2,0.20534904303731727,0.6362501318573092
TTE other hypothyroidism,PGS001181,European,0,2,0.27788744896305106,0.7659808484267204
TTE other interstitial pulmonary diseases,PGS001251,European,0,2,0.4645885637721894,0.7566376450286975
TTE other intervertebral disk disorders,PGS000932,European,64.29735473097188,2,2.8009129084547,0.5459914599794302
TTE other metabolic disorders,PGS001319,European,74.38688108103005,2,3.904249237133577,0.6324388023181765
TTE other non-toxic goitre,PGS000928,European,0,2,0.5803171663193395,0.7205597165679202
TTE other retinal disorders,PGS001275,European,0,2,0.8506883046414343,0.6786552054963289
TTE other rheumatoid arthritis,PGS001309,European,52.00811301940406,2,2.083685520438735,0.6704148511250051
TTE other systemic involvement of connective tissue,PGS000960,European,0,2,0.1953908653202908,0.7206152587828529
TTE otosclerosis,PGS001255,European,0,2,0.10238770539793828,0.6565673859274095
TTE phlebitis and thrombophlebitis,PGS000961,European,81.94586333696917,2,5.538896811652501,0.6484976329075569
TTE psoriasis,PGS001313,European,0,2,0.6824333375311906,0.6725824679107631
TTE psoriatic and enteropathic arthropathies,PGS001522,European,83.82649777466742,2,6.182952746212869,0.6165343641688056
TTE reactive arthropathies,PGS001110,European,0,2,0.834937062333919,0.7061394923080457
TTE retinal detachments and breaks,PGS000990,European,0,2,0.18769697147450431,0.6372338742576086
TTE retinal disorders in diseases classified elsewhere,PGS001276,European,29.65961189892379,2,1.4216583487754455,0.6819333101782951
TTE sarcoidosis,PGS000923,European,0,2,0.30351094331785755,0.6589453963255627
TTE seborrhoeic keratosis,PGS001140,European,0,2,0.3444461417604119,0.628574072824964
TTE seropositive rheumatoid arthritis,PGS001311,European,0,2,0.3509966048813965,0.7429237055887878
TTE skin changes due to chronic exposure to nonionising radiation,PGS000950,European,0,2,0.12680490717118134,0.6862091700136388
TTE thyrotoxicosis [hyperthyroidism],PGS001042,European,38.13251569320213,2,1.6163579482900068,0.707622928774257
TTE ulcerative colitis,PGS001307,European,0,2,0.697588874390376,0.6437940512970137
TTE unspecified acute lower respiratory infection,PGS000925,European,81.55196375773582,2,5.420631154816435,0.5877730802664536
TTE unspecified dementia,PGS000946,European,0,2,0.2393113156247316,0.8316592307038375
TTE unspecified diabetes mellitus,PGS001329,European,77.63938085717851,2,4.472148081467742,0.7096640500263248
TTE varicose veins of lower extremities,PGS000938,European,54.07549429015046,2,2.177486691567216,0.6494108632750544
TTE vascular dementia,PGS001179,European,3.4138245494759905,2,1.0353448568964687,0.8356078946987141
TTE vasomotor and allergic rhinitis,PGS001109,European,0,2,0.05772887325863073,0.5989773937183539
TTE viral warts,PGS001011,European,0,2,2.5701455251268146e-4,0.5600901753859981
TTE vitamin b12 deficiency anaemia,PGS001305,European,0,2,0.06221705991290969,0.6464208006481311
TTE vitiligo,PGS001536,European,41.46052464855007,2,1.7082489960771945,0.6489840944021202
TTE zoster [herpes zoster],PGS001131,European,0,2,0.11338075260130362,0.6105022780262486
Taking other prescription medications,PGS001118,European,96.93357783563005,2,32.6112957184897,0.626101959920509
Testicular cancer,PGS001164,European,87.19052802159422,2,7.80672303812211,0.8513178583773475
Thyroid cancer,PGS000207,European,95.24282680800768,2,21.020886977234458,0.6638791731376361
Thyroid cancer,PGS001289,European,73.74722883463163,2,3.809121687386514,0.6643809689811959
Tobacco smoking ever vs no,PGS001129,European,0,2,0.8579466743690924,0.5965064451052705
Total hip replacement,PGS002728,European,0,2,0.1566680792582777,0.656662074645669
Total hip replacement,PGS002729,European,0,2,0.01147356288454217,0.659239469053843
Type 1 diabetes,PGS000024,European,90.65029487488955,3,21.39104895007451,0.8686011734783269
Type 1 diabetes,PGS001297,European,0,2,0.3133683539169516,0.77297003768567
Type 1 diabetes,PGS003993,European,97.3700980671434,4,114.07269459441024,0.7199689302971478
Type 1 diabetes,PGS004009,European,97.21300196387962,4,107.64270233129132,0.7205904068953681
Type 1 diabetes,PGS004020,European,97.25946069921928,4,109.46750514197586,0.7238032440240397
Type 1 diabetes,PGS004035,European,95.38401239130656,4,64.99150895357712,0.6874579964055115
Type 1 diabetes,PGS004063,European,96.86286534800868,4,95.62866541593102,0.7022132471485321
Type 1 diabetes,PGS004078,European,95.91572660448465,4,73.45247757640524,0.6974151045894007
Type 1 diabetes,PGS004093,European,97.56177448858436,4,123.04030065940002,0.726748769644167
Type 1 diabetes,PGS004102,European,97.4462309329393,4,117.47342540462732,0.7259760549213693
Type 1 diabetes,PGS004117,European,94.77872422538888,4,57.45722175005083,0.6459506325250913
Type 1 diabetes,PGS004132,European,95.24145268634835,4,63.04445038075794,0.6536579102566049
Type 1 diabetes,PGS004147,European,96.76783260288845,4,92.81697484730994,0.682715084485323
Type 1 diabetes,PGS004162,European,96.86727598970194,4,95.76330344257062,0.7102909252220301
Type 2 diabetes,PGS000804,African,99.59573542889596,2,247.3627598057834,0.6181874666246296
Type 2 diabetes,PGS000806,African,99.62320561693792,2,265.3967375716617,0.611575646410853
Type 2 diabetes,PGS002308,African,99.4453291305071,5,721.1483818605775,0.7054205600805973
Type 2 diabetes,PGS004859,African,35.15924688980089,2,1.5422399525503123,0.7509633436780165
Type 2 diabetes,PGS005353,African,87.13949810325894,3,15.551492593821829,0.6716330626744761
Type 2 diabetes,PGS005354,African,87.13949810325894,3,15.551492593821829,0.6716330626744761
Type 2 diabetes,PGS005355,African,87.13949810325894,3,15.551492593821829,0.6716330626744761
Type 2 diabetes,PGS005356,African,87.13949810325894,3,15.551492593821829,0.6716330626744761
Type 2 diabetes,PGS005357,African,87.13949810325894,3,15.551492593821829,0.6716330626744761
Type 2 diabetes,PGS002308,East Asian,81.10796297598893,3,10.586470889603245,0.7908778733846811
Type 2 diabetes,PGS004615,East Asian,95.57146765443235,3,45.16168888326479,0.6580319921390781
Type 2 diabetes,PGS004616,East Asian,97.2049174771493,2,35.77711898753162,0.6346633940134468
Type 2 diabetes,PGS004617,East Asian,97.52314894821804,2,40.373844817214774,0.6506047386151071
Type 2 diabetes,PGS004618,East Asian,97.97828330464532,3,98.92582895493824,0.6673516617279868
Type 2 diabetes,PGS004619,East Asian,98.13597819485096,2,53.647441099545055,0.6417704102302795
Type 2 diabetes,PGS004620,East Asian,99.00117813338548,2,100.1179523020934,0.6585463334372589
Type 2 diabetes,PGS005363,East Asian,97.24075740258276,7,217.4509775115903,0.7806944653679727
Type 2 diabetes,PGS005364,East Asian,97.24075740258276,7,217.4509775115903,0.7806944653679727
Type 2 diabetes,PGS005365,East Asian,97.24075740258276,7,217.4509775115903,0.7806944653679727
Type 2 diabetes,PGS005366,East Asian,97.24075740258276,7,217.4509775115903,0.7806944653679727
Type 2 diabetes,PGS005367,East Asian,97.24075740258276,7,217.4509775115903,0.7806944653679727
Type 2 diabetes,PGS000014,European,97.94727704916272,3,97.43156031768488,0.719744607581033
Type 2 diabetes,PGS000036,European,99.4605024948798,4,556.0730071090029,0.7057650201998901
Type 2 diabetes,PGS000804,European,99.97772923956482,2,4490.192433753258,0.7389571180104326
Type 2 diabetes,PGS000805,European,99.95657812992404,3,4605.973894034796,0.7324362204392186
Type 2 diabetes,PGS001295,European,0,2,0.24073039078272057,0.6850058613595111
Type 2 diabetes,PGS001357,European,99.49472517766976,3,395.824195390602,0.7104105003204688
Type 2 diabetes,PGS001781,European,99.08122466492676,2,108.84053607297449,0.7180541447102601
Type 2 diabetes,PGS002243,European,98.98243550855784,2,98.2738694608668,0.72082197198581
Type 2 diabetes,PGS003103,European,99.16712017463418,2,120.06534070635789,0.7171497164286609
Type 2 diabetes,PGS003982,European,86.88407829369396,4,22.87296361762836,0.6143829847642276
Type 2 diabetes,PGS003998,European,85.43509918302651,4,20.5974626102767,0.602801078496029
Type 2 diabetes,PGS004014,European,84.21677206638738,4,19.00751869401236,0.6088095758174487
Type 2 diabetes,PGS004024,European,86.893846371289,4,22.890010944386084,0.6134738570969077
Type 2 diabetes,PGS004039,European,89.391952336477,4,28.2804159177739,0.6180651148490717
Type 2 diabetes,PGS004052,European,89.01417654044657,4,27.307921077060048,0.6193186972259018
Type 2 diabetes,PGS004068,European,89.05001800707086,4,27.39730532833045,0.6199665209077337
Type 2 diabetes,PGS004082,European,90.34522034064744,4,31.07269255071922,0.613129452639426
Type 2 diabetes,PGS004106,European,77.70659053773925,4,13.456891845451144,0.5683789866480483
Type 2 diabetes,PGS004122,European,80.55862882027374,4,15.431010355526997,0.5840247536285637
Type 2 diabetes,PGS004136,European,87.9454241832115,4,24.88681514468452,0.6141933122777581
Type 2 diabetes,PGS004152,European,89.01500280882168,4,27.30997512142468,0.6224746508770292
Type 2 diabetes,PGS004923,European,99.2659987861931,2,136.23955671864326,0.7574567078616228
Type 2 diabetes,PGS005368,European,96.02918344867504,4,75.55121122377173,0.7391018150657849
Type 2 diabetes,PGS005369,European,96.02918344867504,4,75.55121122377173,0.7391018150657849
Type 2 diabetes,PGS005370,European,96.02918344867504,4,75.55121122377173,0.7391018150657849
Type 2 diabetes,PGS005371,European,96.02918344867504,4,75.55121122377173,0.7391018150657849
Type 2 diabetes,PGS005372,European,96.02918344867504,4,75.55121122377173,0.7391018150657849
Type 2 diabetes,PGS000804,Hispanic or Latin American,99.62336019153356,2,265.50565753304176,0.6762977345392439
Type 2 diabetes,PGS000808,Hispanic or Latin American,99.65503791121546,2,289.8869274370004,0.6643089017665793
Type 2 diabetes,PGS005358,Hispanic or Latin American,88.64965618925208,4,26.430917424362292,0.7477886748746089
Type 2 diabetes,PGS005359,Hispanic or Latin American,88.64965618925208,4,26.430917424362292,0.7477886748746089
Type 2 diabetes,PGS005360,Hispanic or Latin American,88.64965618925208,4,26.430917424362292,0.7477886748746089
Type 2 diabetes,PGS005361,Hispanic or Latin American,88.64965618925208,4,26.430917424362292,0.7477886748746089
Type 2 diabetes,PGS005362,Hispanic or Latin American,88.64965618925208,4,26.430917424362292,0.7477886748746089
Type 2 diabetes,PGS003982,South Asian,92.50672459935596,2,13.345298905122991,0.5723658832829404
Type 2 diabetes,PGS003998,South Asian,81.56761282520347,2,5.4252332620668176,0.5701813255796703
Type 2 diabetes,PGS004014,South Asian,81.11250067842309,2,5.294507139214607,0.5677482267724377
Type 2 diabetes,PGS004024,South Asian,86.61002065747303,2,7.468271417148271,0.5748709121180156
Type 2 diabetes,PGS004039,South Asian,89.32796205586277,2,9.370281526682144,0.5762884506086382
Type 2 diabetes,PGS004052,South Asian,91.7241797327182,2,12.08339436700274,0.5761694832251757
Type 2 diabetes,PGS004068,South Asian,92.1096513139622,2,12.673711134839063,0.5763943962242297
Type 2 diabetes,PGS004082,South Asian,88.89605423605529,2,9.00580767646641,0.5697834438228915
Type 2 diabetes,PGS004106,South Asian,54.14452505882162,2,2.180764677026595,0.5497141687800193
Type 2 diabetes,PGS004122,South Asian,68.4658285692206,2,3.171163073667873,0.5569420934394906
Type 2 diabetes,PGS004136,South Asian,90.39249425160332,2,10.4085287710276,0.5754353541373795
Type 2 diabetes,PGS004152,South Asian,92.03179374731695,2,12.549875948094105,0.5789619693291209
Type 2 diabetes,PGS005373,South Asian,90.81753249199036,4,32.670956879326525,0.7426703268272954
Type 2 diabetes,PGS005374,South Asian,90.81753249199036,4,32.670956879326525,0.7426703268272954
Type 2 diabetes,PGS005375,South Asian,90.81753249199036,4,32.670956879326525,0.7426703268272954
Type 2 diabetes,PGS005376,South Asian,90.81753249199036,4,32.670956879326525,0.7426703268272954
Type 2 diabetes,PGS005377,South Asian,90.81753249199036,4,32.670956879326525,0.7426703268272954
Type 2 diabetes (incident and prevalent),PGS001781,European,99.84243395837686,2,634.6545167338807,0.7352764881384353
Types of physical activity in last 4 weeks (other exercises),PGS001074,European,92.10604094759228,2,12.667914709983124,0.6051665294147998
UACR > 30 mg/g,PGS001107,European,0,2,0.8110274797909858,0.6022546703275465
Ulcerative colitis,PGS001306,European,79.74083776085187,2,4.936038263554815,0.6275436983692094
Ulcerative colitis,PGS004253,European,0,2,0.29608598838098044,0.6568833344544823
Use of sun/uv protection (Always),PGS000980,European,87.94652080154111,2,8.296359777414771,0.635643638230292
Use of sun/uv protection (Never/rarely),PGS000982,European,0,2,0.7315676773535694,0.6951103995719403
Use of sun/uv protection (Sometimes),PGS001535,European,0,2,0.20354087539125237,0.5936641861762288
Uterine fibroids,PGS001032,European,65.98428174775661,2,2.9398173884922993,0.7777663393251693
Varicose veins,PGS000937,European,54.50171307470445,2,2.197884948156219,0.6396448438165687
Vascular/heart problems diagnosed by doctor Angina,PGS001262,European,88.93601027754892,2,9.03833088321473,0.8006662760915675
Vascular/heart problems diagnosed by doctor Heart attack,PGS001317,European,0,2,0.0759673506001455,0.822540221680102
Vascular/heart problems diagnosed by doctor High BP,PGS001335,European,85.94344580296661,2,7.114119050677786,0.7164444593669006
Vitamin B9 vs no supplement,PGS001045,European,89.7936494264802,2,9.79782139361823,0.6082525892251499
Weight change compared with 1 year ago,PGS001006,European,72.74121256733483,2,3.6685417591307248,0.5823333963784855
Worrier / anxious feelings,PGS001021,European,75.48973765582124,2,4.0799236905658915,0.6140883978278507
Worry too long after embarrassment,PGS001022,European,94.19792336915442,2,17.23520841975268,0.594253310959662
breast cancer risk,PGS005378,African,0,3,0.2214914833607607,0.608732721664726
breast cancer risk,PGS005379,African,0,3,0.4912509454544424,0.6029272149752377
estrogen-receptor nagetive breast cancer risk,PGS005382,African,0,2,0.04552585137840392,0.610165377233648
estrogen-receptor negative breast cancer risk,PGS005383,African,0,2,0.6048427643384687,0.5994889560345921
estrogen-receptor positive breast cancer risk,PGS005380,African,0,2,0.6642944089414272,0.6231611832939103
estrogen-receptor positive breast cancer risk,PGS005381,African,31.292813246555323,2,1.455451819892574,0.6137030707123208
prevalent ischemic stroke cases,PGS000039,East Asian,99.16369545529878,2,119.57366563842749,0.6941716125281825
prevalent ischemic stroke cases,PGS002725,East Asian,99.01788700595816,2,101.82127780272464,0.7022061240578308
triple negative breast cancer risk,PGS005384,African,0,2,0.1621600862102068,0.6413181077019376
triple negative breast cancer risk,PGS005385,African,0,2,0.2033164592479986,0.627605479481171
triple negative breast cancer risk,PGS005386,African,0,2,0.7169281456311289,0.6302771893854079
triple negative breast cancer risk,PGS005387,African,0,2,0.18414522353749213,0.6301159963904274
type 1 diabetes,PGS012555,African,96.44091633553228,3,56.19423954449553,0.70776544424757315
type 1 diabetes,PGS012555,European,93.99942700517364,3,33.3301503327162,0.8214413194751046
