pgs_id,trait,ancestry,k,eta_hat,se_hat,auc_pooled,auc_lo,auc_hi,Q,df,expected_Q_if_only_chance,Q_minus_df,raw_fraction,I2,heterogeneity_p
PGS001336,Breast cancer,European,2,1.4404599003614549,0.017295349663855923,0.8085258595410928,0.8032229587323013,0.8137189961356351,0.4393623062734579,1,1,-0.560637693726542,-1.2760259260329052,0,0.507430403634181
