performance_id,pgs_id,sampleset_id,reported_trait,ancestry_display,train_bucket,auc,ci_source,cohort_txt,note
PPM021786,PGS005027,PSS011817,Type 2 diabetes,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021787,PGS005029,PSS011817,Type 2 diabetes,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021788,PGS005028,PSS011817,Type 2 diabetes,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021789,PGS005033,PSS011817,Type 2 diabetes,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021790,PGS005030,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021791,PGS005031,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021792,PGS005032,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021793,PGS005027,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021794,PGS005029,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021795,PGS005028,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021796,PGS005033,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021797,PGS005043,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021798,PGS005044,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021799,PGS005045,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021800,PGS005040,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021801,PGS005042,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021802,PGS005041,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021803,PGS005046,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021804,PGS005043,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021805,PGS005044,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021806,PGS005045,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021807,PGS005040,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021808,PGS005042,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021809,PGS005041,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021810,PGS005046,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021811,PGS005043,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021812,PGS005044,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021813,PGS005045,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021814,PGS005040,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021815,PGS005042,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021816,PGS005041,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021817,PGS005046,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021818,PGS005056,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021819,PGS005057,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021820,PGS005058,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021821,PGS005053,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021822,PGS005055,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021823,PGS005054,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021824,PGS005059,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021825,PGS005056,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021826,PGS005057,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021827,PGS005058,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021828,PGS005053,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021829,PGS005055,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021830,PGS005054,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021831,PGS005059,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021832,PGS005056,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021833,PGS005057,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021834,PGS005058,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021835,PGS005053,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021836,PGS005055,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021837,PGS005054,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021838,PGS005059,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021839,PGS005069,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021840,PGS005070,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021841,PGS005071,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021842,PGS005066,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021843,PGS005068,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021844,PGS005067,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021845,PGS005072,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021846,PGS005069,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021847,PGS005070,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021848,PGS005071,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021849,PGS005066,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021850,PGS005068,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021851,PGS005067,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021852,PGS005072,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021853,PGS005069,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021854,PGS005070,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021855,PGS005071,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021856,PGS005066,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021857,PGS005068,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021858,PGS005067,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021859,PGS005072,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021860,PGS005082,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021861,PGS005083,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021862,PGS005084,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021863,PGS005079,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021864,PGS005081,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021865,PGS005080,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021866,PGS005085,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021867,PGS005082,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021868,PGS005083,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021869,PGS005084,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021870,PGS005079,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021871,PGS005081,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021872,PGS005080,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021873,PGS005085,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021874,PGS005082,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021875,PGS005083,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021876,PGS005084,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021877,PGS005079,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021878,PGS005081,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021879,PGS005080,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021880,PGS005085,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021881,PGS005024,PSS011807,Type 2 diabetes,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021882,PGS005025,PSS011807,Type 2 diabetes,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021883,PGS005026,PSS011807,Type 2 diabetes,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021884,PGS005021,PSS011807,Type 2 diabetes,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021885,PGS005023,PSS011807,Type 2 diabetes,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021886,PGS005022,PSS011807,Type 2 diabetes,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021887,PGS005024,PSS011817,Type 2 diabetes,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021888,PGS005025,PSS011817,Type 2 diabetes,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021889,PGS005026,PSS011817,Type 2 diabetes,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021890,PGS005021,PSS011817,Type 2 diabetes,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021891,PGS005023,PSS011817,Type 2 diabetes,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021892,PGS005022,PSS011817,Type 2 diabetes,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021893,PGS005024,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021894,PGS005025,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021895,PGS005026,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021896,PGS005021,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021897,PGS005023,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021898,PGS005022,PSS011797,Type 2 diabetes,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021899,PGS005037,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021900,PGS005038,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021901,PGS005039,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021902,PGS005034,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021903,PGS005036,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021904,PGS005035,PSS011808,Myocardial infarction,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021905,PGS005037,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021906,PGS005038,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021907,PGS005039,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021908,PGS005034,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021909,PGS005036,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021910,PGS005035,PSS011818,Myocardial infarction,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021911,PGS005037,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021912,PGS005038,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021913,PGS005039,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021914,PGS005034,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021915,PGS005036,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021916,PGS005035,PSS011798,Myocardial infarction,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021917,PGS005050,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021918,PGS005051,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021919,PGS005052,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021920,PGS005047,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021921,PGS005049,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021922,PGS005048,PSS011809,Angina pectoris,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021923,PGS005050,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021924,PGS005051,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021925,PGS005052,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021926,PGS005047,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021927,PGS005049,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021928,PGS005048,PSS011819,Angina pectoris,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021929,PGS005050,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021930,PGS005051,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021931,PGS005052,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021932,PGS005047,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021933,PGS005049,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021934,PGS005048,PSS011799,Angina pectoris,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021935,PGS005063,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021936,PGS005064,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021937,PGS005065,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021938,PGS005060,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021939,PGS005062,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
