performance_id,pgs_id,sampleset_id,reported_trait,ancestry_display,train_bucket,auc,ci_source,cohort_txt,note
PPM021940,PGS005061,PSS011810,Atrial fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021941,PGS005063,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021942,PGS005064,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021943,PGS005065,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021944,PGS005060,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021945,PGS005062,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021946,PGS005061,PSS011820,Atrial fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021947,PGS005063,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021948,PGS005064,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021949,PGS005065,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021950,PGS005060,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021951,PGS005062,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021952,PGS005061,PSS011800,Atrial fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021953,PGS005076,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021954,PGS005077,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021955,PGS005078,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021956,PGS005073,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021957,PGS005075,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021958,PGS005074,PSS011811,"Congestive heart failure (CHF), NOS",Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021959,PGS005076,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021960,PGS005077,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021961,PGS005078,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021962,PGS005073,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021963,PGS005075,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021964,PGS005074,PSS011821,"Congestive heart failure (CHF), NOS",European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021965,PGS005076,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021966,PGS005077,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021967,PGS005078,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021968,PGS005073,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021969,PGS005075,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021970,PGS005074,PSS011801,"Congestive heart failure (CHF), NOS",African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021971,PGS004968,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021972,PGS004965,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021973,PGS004966,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021974,PGS004967,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021975,PGS004962,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021976,PGS004964,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021977,PGS004963,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021978,PGS004968,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021979,PGS004965,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021980,PGS004966,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021981,PGS004967,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021982,PGS004962,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021983,PGS004964,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021984,PGS004963,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021985,PGS004968,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021986,PGS004965,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021987,PGS004966,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021988,PGS004967,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021989,PGS004962,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021990,PGS004964,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021991,PGS004963,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021992,PGS004981,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021993,PGS004978,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021994,PGS004979,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021995,PGS004980,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021996,PGS004975,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021997,PGS004977,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021998,PGS004976,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM021999,PGS004981,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022000,PGS004978,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022001,PGS004979,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022002,PGS004980,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022003,PGS004975,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022004,PGS004977,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022005,PGS004976,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022006,PGS004981,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022007,PGS004978,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022008,PGS004979,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022009,PGS004980,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022010,PGS004975,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022011,PGS004977,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022012,PGS004976,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022013,PGS004994,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022014,PGS004991,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022015,PGS004992,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022016,PGS004993,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022017,PGS004988,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022018,PGS004990,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022019,PGS004989,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022020,PGS004994,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022021,PGS004991,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022022,PGS004992,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022023,PGS004993,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022024,PGS004988,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022025,PGS004990,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022026,PGS004989,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022027,PGS004994,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022028,PGS004991,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022029,PGS004992,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022030,PGS004993,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022031,PGS004988,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022032,PGS004990,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022033,PGS004989,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022034,PGS005007,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022035,PGS005004,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022036,PGS005005,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022037,PGS005006,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022038,PGS005001,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022039,PGS005003,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022040,PGS005002,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022041,PGS005007,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022042,PGS005004,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022043,PGS005005,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022044,PGS005006,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022045,PGS005001,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022046,PGS005003,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022047,PGS005002,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022048,PGS005007,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022049,PGS005004,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022050,PGS005005,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022051,PGS005006,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022052,PGS005001,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022053,PGS005003,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022054,PGS005002,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022055,PGS005020,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022056,PGS005017,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022057,PGS005018,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022058,PGS005019,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022059,PGS005014,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022060,PGS005016,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022061,PGS005015,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022062,PGS005020,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022063,PGS005017,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022064,PGS005018,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022065,PGS005019,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022066,PGS005014,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022067,PGS005016,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022068,PGS005015,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022069,PGS005020,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022070,PGS005017,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022071,PGS005018,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022072,PGS005019,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022073,PGS005014,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022074,PGS005016,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022075,PGS005015,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022076,PGS004959,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022077,PGS004960,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022078,PGS004961,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022079,PGS004956,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022080,PGS004958,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022081,PGS004957,PSS011815,Hemoglobin,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022082,PGS004959,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022083,PGS004960,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022084,PGS004961,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022085,PGS004956,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022086,PGS004958,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022087,PGS004957,PSS011795,Hemoglobin,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022088,PGS004959,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022089,PGS004960,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022090,PGS004961,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022091,PGS004956,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022092,PGS004958,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022093,PGS004957,PSS011805,Hemoglobin,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022094,PGS004972,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022095,PGS004973,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
