n_pgs_pairs,n_pairs_with_overlapping_performance_id,n_pairs_with_overlapping_sampleset_id,n_pairs_target_multi_incl_eur,n_figure1c_cells,n_figure1c_cells_multi_incl_eur
107,0,0,0,28,0
