n_ppm_with_or_or_hr,n_stage1_or_cells,n_or_pairs,n_figure1c_cells,n_figure1c_cells_with_or_estimate,n_cells_direction_agrees,n_cells_direction_disagrees,n_cells_both_sig_same_direction,n_cells_both_sig_opposite_direction,n_cells_sig_log_ratio,n_extra_or_cells_not_in_figure1c
4418,412,129,28,21,15,6,7,2,11,3
