se_scale,n_figure1c_cells,n_cells_recovered_without_hanley_mcneil,n_cells_lost_without_hanley_mcneil,n_sign_flips,n_inference_flips,n_sig_all,n_sig_reported_only,max_abs_delta_diff
delta_method,28,22,6,0,1,19,15,0.020608420049627416
