trait_label,trained_bucket,target_ancestry,pgs_id,eur_auc,eur_lo_mixed,eur_hi_mixed,eur_lo_correct,eur_hi_correct,tgt_auc,tgt_lo_mixed,tgt_hi_mixed,tgt_lo_correct,tgt_hi_correct,any_mixed_bound_outside_0_1,max_abs_bound_error
Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,PGS004070,0.5434887840066052,0.5314578771928123,0.555519690820398,0.5405022845062506,0.54647216004899,0.5393056926093038,0.4505540305748321,0.6280573546437755,0.5171922648351278,0.5612654742332671,FALSE,0.06679188041050843
Breast cancer,Train: European-only,South Asian,PGS004083,0.6501440711893776,0.6343252333140853,0.6659629090646698,0.6465374787859349,0.6537335724731368,0.6208692593883886,0.500298207933921,0.7414403108428561,0.5921035925888587,0.6488095313016486,FALSE,0.09263077954120746
Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,PGS004098,0.5380748011037313,0.5260402218307253,0.5501093803767373,0.5350822675966607,0.5410645934571543,0.5482663276699838,0.4590912414496982,0.6374414138902694,0.5260995803062145,0.5702431999102267,FALSE,0.06719821398004278
Type 2 diabetes,Train: European-only,South Asian,PGS004106,0.5683789866480483,0.5598078308810811,0.5769501424150155,0.5662750535303969,0.5704804550498568,0.5497141687800193,0.5230819899994513,0.5763463475605873,0.5431135964706852,0.556297286959197,FALSE,0.020049060601390334
Breast cancer,Train: European-only,South Asian,PGS004107,0.61644140593879,0.6009089613068318,0.6319738505707483,0.6127623128871454,0.6201072151226933,0.5933445480927249,0.4777254247594307,0.708963671426019,0.5651745317379042,0.620913673737691,FALSE,0.088049997688328
Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,PGS004108,0.5189563336386053,0.5069273193068095,0.5309853479704011,0.5159527539158383,0.5219585439015638,0.5070293294876077,0.4157386398527658,0.5983200191224496,0.4842123701207109,0.5298170440802692,FALSE,0.06850297504218039
Seropositive RA,Train: Multi incl. EUR,South Asian,PGS004118,0.589897193211258,0.5692482191921977,0.6105461672303183,0.5848927125753997,0.5948831294469709,0.6537917400000001,0.3789954900994865,0.9285879899005136,0.5892708932390281,0.7131115936247157,FALSE,0.21547639627579795
Breast cancer,Train: European-only,South Asian,PGS004123,0.6244108881015868,0.6088286459550283,0.6399931302481454,0.6207494866743088,0.6280581212922028,0.6013674235889979,0.48533076996667124,0.7174040772113245,0.573251408179527,0.6288304323438348,FALSE,0.08857364486748964
Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,PGS004124,0.5268880662007275,0.5148939346082898,0.5388821977931652,0.5238972760046372,0.5298769279881255,0.5366013053049042,0.4469729681821076,0.62622964242770085,0.514255944651219,0.5588006342208941,FALSE,0.06742900820680675
Seropositive RA,Train: Multi incl. EUR,South Asian,PGS004133,0.594525946615601,0.5739179846303097,0.6151339086008922,0.5895485717345458,0.5994839681573703,0.62630388,0.340502021052154,0.9121057389478461,0.5573936311640251,0.6904437293395276,FALSE,0.2216620096083185
Breast cancer,Train: European-only,South Asian,PGS004153,0.6582519390211554,0.6423849197925517,0.6741189582497591,0.6546736427250093,0.6618123105942924,0.630220039956027,0.5083625620861325,0.7520775178259216,0.6014003742914316,0.6581404503826064,FALSE,0.0939370674433152
Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,PGS004154,0.5439222806620223,0.5318863045417963,0.5559582567822483,0.5409349628616057,0.5469064416930655,0.5329968883628509,0.44410712813332875,0.621886648592373,0.5108207865096863,0.555043366945882,FALSE,0.066843281646491
Incident coronary heart disease,Train: Multi incl. EUR,East Asian,PGS004696,0.774,0.7291358647423334,0.8188641352576667,0.7660558629762767,0.781751229797029,0.762,0.7208031204530378,0.8031968795469622,0.7544482563727573,0.7693904862435694,FALSE,0.03711290546063761
Incident coronary heart disease,Train: Multi incl. EUR,Hispanic or Latin American,PGS004696,0.774,0.7291358647423334,0.8188641352576667,0.7660558629762767,0.781751229797029,0.706,0.5475129427067038,0.8644870572932961,0.6720669325934672,0.73779174218546,FALSE,0.12669531510783616
Incident coronary heart disease,Train: Multi incl. EUR,South Asian,PGS004696,0.774,0.7291358647423334,0.8188641352576667,0.7660558629762767,0.781751229797029,0.803,0.6567690941313603,0.9492309058686398,0.7788401494360807,0.8251132302329542,FALSE,0.12411767563568554
Incident coronary heart disease,Train: Multi incl. EUR,East Asian,PGS004697,0.773,0.7282180787953744,0.8177819212046257,0.7650461613201196,0.7807617405264295,0.756,0.7151694209971302,0.7968305790028698,0.7483897380855363,0.7634528348346559,FALSE,0.037020180678196124
Incident coronary heart disease,Train: Multi incl. EUR,Hispanic or Latin American,PGS004697,0.773,0.7282180787953744,0.8177819212046257,0.7650461613201196,0.7807617405264295,0.708,0.5490800341285857,0.8669199658714142,0.674096143023327,0.7397385783057099,FALSE,0.1271813875657043
Incident coronary heart disease,Train: Multi incl. EUR,South Asian,PGS004697,0.773,0.7282180787953744,0.8177819212046257,0.7650461613201196,0.7807617405264295,0.803,0.6567690941313603,0.9492309058686398,0.7788401494360807,0.8251132302329542,FALSE,0.12411767563568554
Incident coronary heart disease,Train: Multi incl. EUR,East Asian,PGS004698,0.773,0.7282180787953744,0.8177819212046257,0.7650461613201196,0.7807617405264295,0.748,0.7076336378766633,0.7883663621233367,0.7403152143741555,0.755532468540289,FALSE,0.037020180678196124
Incident coronary heart disease,Train: Multi incl. EUR,Hispanic or Latin American,PGS004698,0.773,0.7282180787953744,0.8177819212046257,0.7650461613201196,0.7807617405264295,0.699,0.5419895474873222,0.8560104525126777,0.6649718219703824,0.7309702769478457,FALSE,0.12504017556483205
Incident coronary heart disease,Train: Multi incl. EUR,South Asian,PGS004698,0.773,0.7282180787953744,0.8177819212046257,0.7650461613201196,0.7807617405264295,0.7859999999999999,0.6449037776288615,0.9270962223711383,0.7613117372584134,0.8087760807087931,FALSE,0.11832014166234517
Type 2 diabetes,Train: Multi incl. EUR,African,PGS004859,0.77,0.7135065683035547,0.8264934316964453,0.759842784191767,0.779852090472768,0.7509633436780165,0.7259250241880648,0.7760016631679683,0.7462513798596705,0.7556164631928479,FALSE,0.046641341223677246
Type 2 diabetes,Train: Multi incl. EUR,East Asian,PGS004859,0.77,0.7135065683035547,0.8264934316964453,0.759842784191767,0.779852090472768,0.84,0.40385041870368954,1.2761495812963104,0.7724291191379594,0.8903555147149196,TRUE,0.3857940665813908
Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,PGS004859,0.77,0.7135065683035547,0.8264934316964453,0.759842784191767,0.779852090472768,0.84,0.6905287613649196,0.9894712386350804,0.8188768972198446,0.8590835857464325,FALSE,0.13038765288864784
Type 2 diabetes,Train: Multi incl. EUR,South Asian,PGS004859,0.77,0.7135065683035547,0.8264934316964453,0.759842784191767,0.779852090472768,0.8800000000000001,0.13278559816977975,1.6272144018302206,0.7764705882352942,0.9393258426966292,TRUE,0.6878885591335914
Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,PGS005242,0.761,0.7196937865458714,0.8023062134541287,0.7534064817201958,0.7684315571454976,0.753,0.720735426250161,0.785264573749839,0.7469502205044845,0.7589518196934197,FALSE,0.03387465630863107
Breast Carcinoma,Train: European-only,African,PGS005345,0.6431254708053507,0.6147756687252359,0.6714752728854654,0.6365926934313635,0.6496054514248297,0.6231343392565623,0.3123360169919905,0.9339326615211341,0.5478716686356424,0.6928913613264485,FALSE,0.24104130019468561
Breast Carcinoma,Train: European-only,South Asian,PGS005345,0.6431254708053507,0.6147756687252359,0.6714752728854654,0.6365926934313635,0.6496054514248297,0.6472110452062109,0.4121997584069214,0.8822223320055003,0.5918917072392451,0.6988470650885001,FALSE,0.18337526691700012
Breast Carcinoma,Train: European-only,African,PGS005346,0.6653082947410959,0.6367390515678325,0.6938775379143592,0.658916940921984,0.6716395670819311,0.5908873940736722,0.27279789250412073,0.9089768956432236,0.5123838480378433,0.6650151527996567,FALSE,0.24396174284356686
