catalog_snapshot,trait_label,trained_bucket,target_ancestry,side,evaluation_ancestry,pgs_id,pgs_name,dev_method,n_variants,performance_id,sampleset_id,auc,estimate_ci_lower,estimate_ci_upper,ci_source,n_individuals,n_cases,n_controls,pct_male,covariates_txt,cohort_txt,or_txt,hr_txt,catalog_all_of_us
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004025,ldpred2.auto.GCST004988.Breast_cancer,LDpred2-auto,1041298,PPM019405,PSS011282,0.60329053,0.56051089,0.64607018,reported_native_or_parsed,4350,196,4154,0,0,UKB,"1.44836046 [1.25210644,1.67537516]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004040,ldpred2.CV.GCST004988.Breast_cancer,LDpred2.CV,1041298,PPM019365,PSS011215,0.64154541,0.63100072,0.65209011,reported_native_or_parsed,130758,2685,128073,0,0,EB,"1.66024436 [1.59771962,1.72521592]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004040,ldpred2.CV.GCST004988.Breast_cancer,LDpred2.CV,1041298,PPM019366,PSS011227,0.65623802,0.65188392,0.66059213,reported_native_or_parsed,217530,16076,201454,0,0,FinnGen,"1.77071748 [1.74154078,1.80038299]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004040,ldpred2.CV.GCST004988.Breast_cancer,LDpred2.CV,1041298,PPM019368,PSS011254,0.64976175,0.63666034,0.66286316,reported_native_or_parsed,35377,1729,33648,0,0,HUNT,"1.74575229 [1.66147743,1.8343018]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004040,ldpred2.CV.GCST004988.Breast_cancer,LDpred2.CV,1041298,PPM019370,PSS011268,0.65978971,0.65003927,0.66954015,reported_native_or_parsed,48968,3120,45848,0,0,UKB,"1.80882172 [1.74205374,1.87814873]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004040,ldpred2.CV.GCST004988.Breast_cancer,LDpred2.CV,1041298,PPM019367,PSS011238,0.62870878,0.58989471,0.66752285,reported_native_or_parsed,24319,197,24122,0,0,G&H,"1.6050288 [1.39429381,1.84761448]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004040,ldpred2.CV.GCST004988.Breast_cancer,LDpred2.CV,1041298,PPM019369,PSS011282,0.60655331,0.56457528,0.64853134,reported_native_or_parsed,4350,196,4154,0,0,UKB,"1.46589146 [1.26693944,1.69608562]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004053,megaprs.auto.GCST004988.Breast_cancer,megaprs.auto,869407,PPM019413,PSS011215,0.63339866,0.62282373,0.64397359,reported_native_or_parsed,130758,2685,128073,0,0,EB,"1.61463708 [1.55394223,1.67770259]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004053,megaprs.auto.GCST004988.Breast_cancer,megaprs.auto,869407,PPM019414,PSS011227,0.6499628,0.64560075,0.65432486,reported_native_or_parsed,217530,16076,201454,0,0,FinnGen,"1.72899314 [1.70061022,1.75784976]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004053,megaprs.auto.GCST004988.Breast_cancer,megaprs.auto,869407,PPM019416,PSS011254,0.64563182,0.63247965,0.65878399,reported_native_or_parsed,35377,1729,33648,0,0,HUNT,"1.71549804 [1.6331199,1.80203152]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004053,megaprs.auto.GCST004988.Breast_cancer,megaprs.auto,869407,PPM019418,PSS011268,0.65298774,0.64321086,0.66276462,reported_native_or_parsed,48968,3120,45848,0,0,UKB,"1.75979222 [1.69513119,1.82691975]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004053,megaprs.auto.GCST004988.Breast_cancer,megaprs.auto,869407,PPM019415,PSS011238,0.62692733,0.58820997,0.66564469,reported_native_or_parsed,24319,197,24122,0,0,G&H,"1.58283241 [1.37520299,1.8218099]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004053,megaprs.auto.GCST004988.Breast_cancer,megaprs.auto,869407,PPM019417,PSS011282,0.59716968,0.55485917,0.63948019,reported_native_or_parsed,4350,196,4154,0,0,UKB,"1.42422549 [1.23268451,1.64552911]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004069,megaprs.CV.GCST004988.Breast_cancer,megaprs.CV,869407,PPM019407,PSS011215,0.63736779,0.62675736,0.64797822,reported_native_or_parsed,130758,2685,128073,0,0,EB,"1.64102699 [1.57912878,1.70535148]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004069,megaprs.CV.GCST004988.Breast_cancer,megaprs.CV,869407,PPM019408,PSS011227,0.65241994,0.6480568,0.65678307,reported_native_or_parsed,217530,16076,201454,0,0,FinnGen,"1.74320476 [1.71450629,1.77238361]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004069,megaprs.CV.GCST004988.Breast_cancer,megaprs.CV,869407,PPM019410,PSS011254,0.64679457,0.63364992,0.65993923,reported_native_or_parsed,35377,1729,33648,0,0,HUNT,"1.72444636 [1.64139537,1.81169954]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004069,megaprs.CV.GCST004988.Breast_cancer,megaprs.CV,869407,PPM019412,PSS011268,0.65584993,0.64609462,0.66560523,reported_native_or_parsed,48968,3120,45848,0,0,UKB,"1.7841662 [1.71851145,1.85232925]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004069,megaprs.CV.GCST004988.Breast_cancer,megaprs.CV,869407,PPM019409,PSS011238,0.62313832,0.58448319,0.66179345999999994,reported_native_or_parsed,24319,197,24122,0,0,G&H,"1.56535612 [1.35914439,1.80285464]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004069,megaprs.CV.GCST004988.Breast_cancer,megaprs.CV,869407,PPM019411,PSS011282,0.61087174,0.57033984,0.65140365,reported_native_or_parsed,4350,196,4154,0,0,UKB,"1.51041312 [1.305849,1.74702266]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004083,prscs.auto.GCST004988.Breast_cancer,PRS-CS-auto,1103877,PPM019419,PSS011215,0.6353194,0.62467241,0.64596639,reported_native_or_parsed,130758,2685,128073,0,0,EB,"1.6280185 [1.56683043,1.69159609]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004083,prscs.auto.GCST004988.Breast_cancer,PRS-CS-auto,1103877,PPM019420,PSS011227,0.65207304,0.64770258,0.65644351,reported_native_or_parsed,217530,16076,201454,0,0,FinnGen,"1.73797206 [1.70945914,1.76696055]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004083,prscs.auto.GCST004988.Breast_cancer,PRS-CS-auto,1103877,PPM019422,PSS011254,0.64670641,0.63347915,0.65993367,reported_native_or_parsed,35377,1729,33648,0,0,HUNT,"1.72093545 [1.6384216,1.80760485]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004083,prscs.auto.GCST004988.Breast_cancer,PRS-CS-auto,1103877,PPM019424,PSS011268,0.65534965,0.64554283,0.66515647,reported_native_or_parsed,48968,3120,45848,0,0,UKB,"1.77491549 [1.70965861,1.84266319]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004083,prscs.auto.GCST004988.Breast_cancer,PRS-CS-auto,1103877,PPM019421,PSS011238,0.62734147,0.58839198,0.66629096,reported_native_or_parsed,24319,197,24122,0,0,G&H,"1.57453627 [1.3683506,1.81179039]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004083,prscs.auto.GCST004988.Breast_cancer,PRS-CS-auto,1103877,PPM019423,PSS011282,0.61378509,0.57261519,0.65495499,reported_native_or_parsed,4350,196,4154,0,0,UKB,"1.51133319 [1.30438605,1.7511135]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004107,pt_clump.auto.GCST004988.Breast_cancer,pt_clump.auto,209,PPM019371,PSS011215,0.61482822,0.6041949,0.62546154,reported_native_or_parsed,130758,2685,128073,0,0,EB,"1.50344697 [1.44736806,1.56169867]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004107,pt_clump.auto.GCST004988.Breast_cancer,pt_clump.auto,209,PPM019372,PSS011227,0.61664401,0.61218514,0.62110289,reported_native_or_parsed,217530,16076,201454,0,0,FinnGen,"1.51589555 [1.49147674,1.54071414]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004107,pt_clump.auto.GCST004988.Breast_cancer,pt_clump.auto,209,PPM019374,PSS011254,0.61419294,0.60043482,0.62795106,reported_native_or_parsed,35377,1729,33648,0,0,HUNT,"1.51725796 [1.4458611,1.59218042]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004107,pt_clump.auto.GCST004988.Breast_cancer,pt_clump.auto,209,PPM019376,PSS011268,0.61809187,0.60795567,0.62822808,reported_native_or_parsed,48968,3120,45848,0,0,UKB,"1.52553171 [1.47054481,1.58257468]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004107,pt_clump.auto.GCST004988.Breast_cancer,pt_clump.auto,209,PPM019373,PSS011238,0.59684558,0.55878634,0.63490483,reported_native_or_parsed,24319,197,24122,0,0,G&H,"1.4136769 [1.22998344,1.62480429]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004107,pt_clump.auto.GCST004988.Breast_cancer,pt_clump.auto,209,PPM019375,PSS011282,0.58935572,0.54856639,0.63014506,reported_native_or_parsed,4350,196,4154,0,0,UKB,"1.36643525 [1.18199147,1.57966055]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004123,pt_clump_nested.CV.GCST004988.Breast_cancer,pt_clump_nested.CV,982,PPM019377,PSS011215,0.61677206,0.60614744,0.62739669,reported_native_or_parsed,130758,2685,128073,0,0,EB,"1.51371358 [1.45690938,1.57273254]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004123,pt_clump_nested.CV.GCST004988.Breast_cancer,pt_clump_nested.CV,982,PPM019378,PSS011227,0.62593272,0.62148932,0.63037613,reported_native_or_parsed,217530,16076,201454,0,0,FinnGen,"1.57309006 [1.54753963,1.59906233]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004123,pt_clump_nested.CV.GCST004988.Breast_cancer,pt_clump_nested.CV,982,PPM019380,PSS011254,0.61643084,0.60273161,0.63013007,reported_native_or_parsed,35377,1729,33648,0,0,HUNT,"1.54351269 [1.46962869,1.62111114]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004123,pt_clump_nested.CV.GCST004988.Breast_cancer,pt_clump_nested.CV,982,PPM019382,PSS011268,0.62786392,0.61789935,0.63782848,reported_native_or_parsed,48968,3120,45848,0,0,UKB,"1.58737756 [1.52948202,1.64746461]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004123,pt_clump_nested.CV.GCST004988.Breast_cancer,pt_clump_nested.CV,982,PPM019379,PSS011238,0.61391669,0.57666682,0.65116657,reported_native_or_parsed,24319,197,24122,0,0,G&H,"1.4888535 [1.29381926,1.7132878]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004123,pt_clump_nested.CV.GCST004988.Breast_cancer,pt_clump_nested.CV,982,PPM019381,PSS011282,0.58630973,0.54480747,0.62781198,reported_native_or_parsed,4350,196,4154,0,0,UKB,"1.35605179 [1.17281707,1.56791414]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004153,UKBB_EnsPGS.GCST004988.Breast_cancer,UKBB-EUR.MultiPRS.CV,1133268,PPM019383,PSS011215,0.64491649,0.63436542,0.65546756,reported_native_or_parsed,130758,2685,128073,0,0,EB,"1.68727998 [1.62374245,1.75330376]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004153,UKBB_EnsPGS.GCST004988.Breast_cancer,UKBB-EUR.MultiPRS.CV,1133268,PPM019384,PSS011227,0.66011868,0.65578171,0.66445565,reported_native_or_parsed,217530,16076,201454,0,0,FinnGen,"1.79574426 [1.76611997,1.82586546]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004153,UKBB_EnsPGS.GCST004988.Breast_cancer,UKBB-EUR.MultiPRS.CV,1133268,PPM019386,PSS011254,0.65471562,0.6415564,0.66787483,reported_native_or_parsed,35377,1729,33648,0,0,HUNT,"1.77954046 [1.69371921,1.86971028]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,European,European,PGS004153,UKBB_EnsPGS.GCST004988.Breast_cancer,UKBB-EUR.MultiPRS.CV,1133268,PPM019388,PSS011268,0.66250277,0.65279453,0.67221102,reported_native_or_parsed,48968,3120,45848,0,0,UKB,"1.82571574 [1.75833364,1.89568002]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004153,UKBB_EnsPGS.GCST004988.Breast_cancer,UKBB-EUR.MultiPRS.CV,1133268,PPM019385,PSS011238,0.64010716,0.60165094,0.67856339,reported_native_or_parsed,24319,197,24122,0,0,G&H,"1.65970539 [1.44271166,1.90933646]",NA,FALSE
20260923,Breast cancer,Train: European-only,South Asian,Target,South Asian,PGS004153,UKBB_EnsPGS.GCST004988.Breast_cancer,UKBB-EUR.MultiPRS.CV,1133268,PPM019387,PSS011282,0.61894731,0.57716253,0.6607321,reported_native_or_parsed,4350,196,4154,0,0,UKB,"1.54651901 [1.33583678,1.79042912]",NA,FALSE
20260923,Breast cancer,Train: Multi incl. EUR,East Asian,European,European,PGS000028,PRS,composite likelihood ratio,83,PPM000060,PSS000039,0.63,0.59,0.67,reported_native_or_parsed,774,387,387,0,NA,CPMCBHC,NA,NA,FALSE
20260923,Breast cancer,Train: Multi incl. EUR,East Asian,Target,East Asian,PGS000028,PRS,composite likelihood ratio,83,PPM000059,PSS000038,0.62,0.52,0.73,reported_native_or_parsed,102,51,51,0,NA,CPMCBHC,NA,NA,FALSE
20260923,Colorectal cancer,Train: European-only,African,European,European,PGS003851,CRC_PRS_EUR,LDpred,1180765,PPM018669,PSS011059,0.654,0.639,0.669,reported_native_or_parsed,72791,1311,71480,41.6,"age, sex",GERA,NA,NA,FALSE
20260923,Colorectal cancer,Train: European-only,African,European,European,PGS003851,CRC_PRS_EUR,LDpred,1180765,PPM018684,PSS011065,0.638,0.624,0.652,reported_native_or_parsed,118756,3651,115105,52.75,"Age, sex, PCs 1-10",CPSII|GERA|eMERGE|BCC,NA,NA,FALSE
20260923,Colorectal cancer,Train: European-only,African,Target,African,PGS003851,CRC_PRS_EUR,LDpred,1180765,PPM018671,PSS011057,0.543,0.5,0.6241,reported_native_or_parsed,5249,56,5193,65.5,"age, sex",GERA,NA,NA,FALSE
20260923,Colorectal cancer,Train: European-only,African,Target,African,PGS003851,CRC_PRS_EUR,LDpred,1180765,PPM018682,PSS011063,0.526,0.419,0.62,reported_native_or_parsed,13823,1954,11869,44,"Age, sex, PCs 1-10",GERA|eMERGE|MG-AA,NA,NA,FALSE
20260923,Colorectal cancer,Train: European-only,East Asian,European,European,PGS003851,CRC_PRS_EUR,LDpred,1180765,PPM018669,PSS011059,0.654,0.639,0.669,reported_native_or_parsed,72791,1311,71480,41.6,"age, sex",GERA,NA,NA,FALSE
20260923,Colorectal cancer,Train: European-only,East Asian,European,European,PGS003851,CRC_PRS_EUR,LDpred,1180765,PPM018684,PSS011065,0.638,0.624,0.652,reported_native_or_parsed,118756,3651,115105,52.75,"Age, sex, PCs 1-10",CPSII|GERA|eMERGE|BCC,NA,NA,FALSE
20260923,Colorectal cancer,Train: European-only,East Asian,Target,East Asian,PGS003851,CRC_PRS_EUR,LDpred,1180765,PPM018670,PSS011058,0.601,0.538,0.664,reported_native_or_parsed,6966,96,6870,42.1,"age, sex",GERA,NA,NA,FALSE
20260923,Colorectal cancer,Train: European-only,Hispanic or Latin American,European,European,PGS003851,CRC_PRS_EUR,LDpred,1180765,PPM018669,PSS011059,0.654,0.639,0.669,reported_native_or_parsed,72791,1311,71480,41.6,"age, sex",GERA,NA,NA,FALSE
20260923,Colorectal cancer,Train: European-only,Hispanic or Latin American,European,European,PGS003851,CRC_PRS_EUR,LDpred,1180765,PPM018684,PSS011065,0.638,0.624,0.652,reported_native_or_parsed,118756,3651,115105,52.75,"Age, sex, PCs 1-10",CPSII|GERA|eMERGE|BCC,NA,NA,FALSE
20260923,Colorectal cancer,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS003851,CRC_PRS_EUR,LDpred,1180765,PPM018672,PSS011060,0.602,0.542,0.662,reported_native_or_parsed,6660,70,6590,38.7,"age, sex",GERA,NA,NA,FALSE
20260923,Colorectal cancer,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS003851,CRC_PRS_EUR,LDpred,1180765,PPM018683,PSS011064,0.584,0.511,0.656,reported_native_or_parsed,10377,1681,8696,47.5,"Age, sex, PCs 1-10",GERA|HCCS,NA,NA,FALSE
20260923,Colorectal cancer,Train: Multi incl. EUR,African,European,European,PGS003850,CRC_PRS_200loci,Genome-wide significant variants,205,PPM018680,PSS011065,0.61,0.6,0.62,reported_native_or_parsed,118756,3651,115105,52.75,"Age, sex, PCs 1-4",CPSII|GERA|eMERGE|BCC,1.62,NA,FALSE
20260923,Colorectal cancer,Train: Multi incl. EUR,African,Target,African,PGS003850,CRC_PRS_200loci,Genome-wide significant variants,205,PPM018678,PSS011063,0.58,0.56,0.59,reported_native_or_parsed,13823,1954,11869,44,"Age, sex, PCs 1-4",GERA|eMERGE|MG-AA,1.25,NA,FALSE
20260923,Colorectal cancer,Train: Multi incl. EUR,African,European,European,PGS003852,CRC_PRS_EUR_EAS,LDpred2,1016596,PPM018676,PSS011065,0.65,0.64,0.66,reported_native_or_parsed,118756,3651,115105,52.75,"Age, sex, PCs 1-4",CPSII|GERA|eMERGE|BCC,"1.67 [1.6,1.75]",NA,FALSE
20260923,Colorectal cancer,Train: Multi incl. EUR,African,Target,African,PGS003852,CRC_PRS_EUR_EAS,LDpred2,1016596,PPM018674,PSS011063,0.59,0.57,0.61,reported_native_or_parsed,13823,1954,11869,44,"Age, sex, PCs 1-4",GERA|eMERGE|MG-AA,"1.39 [1.31,1.47]",NA,FALSE
20260923,Colorectal cancer,Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS003850,CRC_PRS_200loci,Genome-wide significant variants,205,PPM018680,PSS011065,0.61,0.6,0.62,reported_native_or_parsed,118756,3651,115105,52.75,"Age, sex, PCs 1-4",CPSII|GERA|eMERGE|BCC,1.62,NA,FALSE
20260923,Colorectal cancer,Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS003850,CRC_PRS_200loci,Genome-wide significant variants,205,PPM018679,PSS011064,0.59,0.57,0.6,reported_native_or_parsed,10377,1681,8696,47.5,"Age, sex, PCs 1-4",GERA|HCCS,1.37,NA,FALSE
20260923,Colorectal cancer,Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS003852,CRC_PRS_EUR_EAS,LDpred2,1016596,PPM018676,PSS011065,0.65,0.64,0.66,reported_native_or_parsed,118756,3651,115105,52.75,"Age, sex, PCs 1-4",CPSII|GERA|eMERGE|BCC,"1.67 [1.6,1.75]",NA,FALSE
20260923,Colorectal cancer,Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS003852,CRC_PRS_EUR_EAS,LDpred2,1016596,PPM018675,PSS011064,0.62,0.6,0.63,reported_native_or_parsed,10377,1681,8696,47.5,"Age, sex, PCs 1-4",GERA|HCCS,"1.62 [1.51,1.73]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,African,European,European,PGS000011,GRS50,Genome-wide significant variants,50,PPM000598,PSS000333,0.75,0.7434703215879584,0.756417926423724,inferred_hm,45645,8108,37537,44.6,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|CCHMC|MyCode|Marshfield|PHB|BioMe,"1.28 [1.25,1.32]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,African,Target,African,PGS000011,GRS50,Genome-wide significant variants,50,PPM000601,PSS000331,0.763,0.7429981121390307,0.781902135937021,inferred_hm,7597,838,6759,31,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",BioVU|eMERGE|Columbia|KP|Nugene|PHB|BioMe,"1.05 [0.98,1.14]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,African,European,European,PGS000013,GPS_CAD,LDpred,6630150,PPM000599,PSS000333,0.77,0.7636231398873919,0.7762552343232489,inferred_hm,45645,8108,37537,44.6,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|CCHMC|MyCode|Marshfield|PHB|BioMe,"1.66 [1.62,1.71]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,African,European,European,PGS000013,GPS_CAD,LDpred,6630150,PPM017089,PSS010122,0.784,0.76,0.808,reported_native_or_parsed,4218,388,3830,47,"sex, age",CoLaus,"1.6 [1.44,1.79]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,African,Target,African,PGS000013,GPS_CAD,LDpred,6630150,PPM000602,PSS000331,0.771,0.7511690957175866,0.7896929377140595,inferred_hm,7597,838,6759,31,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",BioVU|eMERGE|Columbia|KP|Nugene|PHB|BioMe,"1.3 [1.21,1.41]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,African,European,European,PGS000018,metaGRS_CAD,metaGRS,1745179,PPM000600,PSS000333,0.772,0.7656396669195497,0.7782377156571095,inferred_hm,45645,8108,37537,44.6,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|CCHMC|MyCode|Marshfield|PHB|BioMe,"1.73 [1.68,1.78]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,African,European,European,PGS000018,metaGRS_CAD,metaGRS,1745179,PPM017085,PSS010122,0.793,0.77,0.816,reported_native_or_parsed,4218,388,3830,47,"sex, age",CoLaus,"1.63 [1.45,1.83]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,African,Target,African,PGS000018,metaGRS_CAD,metaGRS,1745179,PPM000603,PSS000331,0.775,0.755258855811658,0.7935839937098786,inferred_hm,7597,838,6759,31,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",BioVU|eMERGE|Columbia|KP|Nugene|PHB|BioMe,"1.4 [1.3,1.52]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,African,European,European,PGS000200,GRS28,Genome-wide significant variants,28,PPM000610,PSS000333,0.748,0.7414562474318029,0.7544329834141472,inferred_hm,45645,8108,37537,44.6,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|CCHMC|MyCode|Marshfield|PHB|BioMe,"1.24 [1.21,1.28]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,African,Target,African,PGS000200,GRS28,Genome-wide significant variants,28,PPM000611,PSS000331,0.763,0.7429981121390307,0.781902135937021,inferred_hm,7597,838,6759,31,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",BioVU|eMERGE|Columbia|KP|Nugene|PHB|BioMe,"1.07 [0.99,1.16]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS000011,GRS50,Genome-wide significant variants,50,PPM000598,PSS000333,0.75,0.7434703215879584,0.756417926423724,inferred_hm,45645,8108,37537,44.6,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|CCHMC|MyCode|Marshfield|PHB|BioMe,"1.28 [1.25,1.32]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS000011,GRS50,Genome-wide significant variants,50,PPM000604,PSS000335,0.769,0.740094446117248,0.7955787498818142,inferred_hm,2493,419,2074,36.2,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|PHB|BioMe,"1.2 [1.06,1.35]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS000013,GPS_CAD,LDpred,6630150,PPM000599,PSS000333,0.77,0.7636231398873919,0.7762552343232489,inferred_hm,45645,8108,37537,44.6,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|CCHMC|MyCode|Marshfield|PHB|BioMe,"1.66 [1.62,1.71]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS000013,GPS_CAD,LDpred,6630150,PPM017089,PSS010122,0.784,0.76,0.808,reported_native_or_parsed,4218,388,3830,47,"sex, age",CoLaus,"1.6 [1.44,1.79]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS000013,GPS_CAD,LDpred,6630150,PPM000605,PSS000335,0.776,0.747320520273509,0.802285518284014,inferred_hm,2493,419,2074,36.2,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|PHB|BioMe,"1.42 [1.25,1.61]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS000018,metaGRS_CAD,metaGRS,1745179,PPM000600,PSS000333,0.772,0.7656396669195497,0.7782377156571095,inferred_hm,45645,8108,37537,44.6,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|CCHMC|MyCode|Marshfield|PHB|BioMe,"1.73 [1.68,1.78]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS000018,metaGRS_CAD,metaGRS,1745179,PPM017085,PSS010122,0.793,0.77,0.816,reported_native_or_parsed,4218,388,3830,47,"sex, age",CoLaus,"1.63 [1.45,1.83]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS000018,metaGRS_CAD,metaGRS,1745179,PPM000606,PSS000335,0.794,0.7659606510133298,0.8194718084477043,inferred_hm,2493,419,2074,36.2,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|PHB|BioMe,"1.93 [1.67,2.22]",NA,FALSE
