catalog_snapshot,trait_label,trained_bucket,target_ancestry,side,evaluation_ancestry,pgs_id,pgs_name,dev_method,n_variants,performance_id,sampleset_id,auc,estimate_ci_lower,estimate_ci_upper,ci_source,n_individuals,n_cases,n_controls,pct_male,covariates_txt,cohort_txt,or_txt,hr_txt,catalog_all_of_us
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS000200,GRS28,Genome-wide significant variants,28,PPM000610,PSS000333,0.748,0.7414562474318029,0.7544329834141472,inferred_hm,45645,8108,37537,44.6,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|CCHMC|MyCode|Marshfield|PHB|BioMe,"1.24 [1.21,1.28]",NA,FALSE
20260923,Coronary heart disease (incident and prevalent),Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS000200,GRS28,Genome-wide significant variants,28,PPM000612,PSS000335,0.771,0.7421577753955566,0.7974962535382099,inferred_hm,2493,419,2074,36.2,"age at first EHR record, duration of EHR, sex, eMERGE site, first five ancestry-specific principal components",MAYO|BioVU|eMERGE|Columbia|KP|Nugene|PHB|BioMe,"1.27 [1.12,1.42]",NA,FALSE
20260923,Epithelial non-mucinous ovarian cancer,Train: European-only,East Asian,European,European,PGS002250,PRS_S4,Select and shrink for summary statistics (S4),27240,PPM016269,PSS010091,0.588,0.564892771759518,0.6107257202520578,inferred_hm,198758,657,198101,0,NA,UKB,"1.38 [1.28,1.48]",NA,FALSE
20260923,Epithelial non-mucinous ovarian cancer,Train: European-only,East Asian,Target,East Asian,PGS002250,PRS_S4,Select and shrink for summary statistics (S4),27240,PPM016272,PSS010090,0.538,0.5245559418951902,0.5513890193637365,inferred_hm,7669,2841,4828,0,NA,OCAC,"1.14 [1.08,1.19]",NA,FALSE
20260923,Epithelial non-mucinous ovarian cancer,Train: European-only,East Asian,European,European,PGS003394,PRS_Stepwise,Stepwise logistic regression,36,PPM016274,PSS010091,0.595,0.5718521176943767,0.6177329768107886,inferred_hm,198758,657,198101,0,NA,UKB,"1.39 [1.29,1.5]",NA,FALSE
20260923,Epithelial non-mucinous ovarian cancer,Train: European-only,East Asian,Target,East Asian,PGS003394,PRS_Stepwise,Stepwise logistic regression,36,PPM016275,PSS010090,0.542,0.5285543612176374,0.5553847403780907,inferred_hm,7669,2841,4828,0,NA,OCAC,"1.17 [1.11,1.23]",NA,FALSE
20260923,Incident chronic obstructive pulmonary disease before age 50 years,Train: European-only,African,European,European,PGS001800,PRS_FEV1,lassosum,1713430,PPM015563,PSS009985,0.739,0.718,0.761,reported_native_or_parsed,6647,NA,NA,52.3,"PGS001801, early-life risk factors, principal components of genetic ancestry",COPDGene,"1.55 [1.41,1.71]",NA,FALSE
20260923,Incident chronic obstructive pulmonary disease before age 50 years,Train: European-only,African,Target,African,PGS001800,PRS_FEV1,lassosum,1713430,PPM015564,PSS009983,0.635,0.595,0.675,reported_native_or_parsed,2464,NA,NA,57.6,"PGS001801, early-life risk factors, principal components of genetic ancestry",COPDGene,"1.23 [1.05,1.43]",NA,FALSE
20260923,Incident chronic obstructive pulmonary disease before age 50 years,Train: European-only,African,European,European,PGS001801,PRS_Ratio,lassosum,1232916,PPM015566,PSS009985,0.739,0.718,0.761,reported_native_or_parsed,6647,NA,NA,52.3,"PGS001800, early-life risk factors, principal components of genetic ancestry",COPDGene,"1.55 [1.41,1.71]",NA,FALSE
20260923,Incident chronic obstructive pulmonary disease before age 50 years,Train: European-only,African,Target,African,PGS001801,PRS_Ratio,lassosum,1232916,PPM015567,PSS009983,0.635,0.595,0.675,reported_native_or_parsed,2464,NA,NA,57.6,"PGS001800, early-life risk factors, principal components of genetic ancestry",COPDGene,"1.23 [1.05,1.43]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,East Asian,European,European,PGS004696,multi_anc_hg37CSx,PRS-CSx,1289980,PPM020904,PSS011448,0.774,0.7660558629762767,0.781751229797029,inferred_hm,52702,4970,47732,NA,"age, sex, 10 PCs",WHI|ARIC|CHS|MESA|eMERGE,"1.65 [1.59,1.71]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,East Asian,Target,East Asian,PGS004696,multi_anc_hg37CSx,PRS-CSx,1289980,PPM020910,PSS011447,0.762,0.7544482563727573,0.7693904862435694,inferred_hm,22751,6321,16430,NA,"age, sex, 10 PCs",BBJ|TaiChi|OACIS,"1.59 [1.54,1.64]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,East Asian,European,European,PGS004697,eur_anc_hg37CSx,PRS-CSx,1120251,PPM020903,PSS011448,0.773,0.7650461613201196,0.7807617405264295,inferred_hm,52702,4970,47732,NA,"age, sex, 10 PCs",WHI|ARIC|CHS|MESA|eMERGE,"1.55 [1.5,1.6]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,East Asian,Target,East Asian,PGS004697,eur_anc_hg37CSx,PRS-CSx,1120251,PPM020909,PSS011447,0.756,0.7483897380855364,0.7634528348346559,inferred_hm,22751,6321,16430,NA,"age, sex, 10 PCs",BBJ|TaiChi|OACIS,"1.51 [1.44,1.59]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,East Asian,European,European,PGS004698,multi_anc_hg37PT,Pruning and Thresholding (P+T),542218,PPM020913,PSS011448,0.773,0.7650461613201196,0.7807617405264295,inferred_hm,52702,4970,47732,NA,"age, sex, 10 PCs",WHI|ARIC|CHS|MESA|eMERGE,1.65,NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,East Asian,Target,East Asian,PGS004698,multi_anc_hg37PT,Pruning and Thresholding (P+T),542218,PPM020916,PSS011447,0.748,0.7403152143741555,0.755532468540289,inferred_hm,22751,6321,16430,NA,"age, sex, 10 PCs",BBJ|TaiChi|OACIS,"1.56 [1.5,1.61]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS004696,multi_anc_hg37CSx,PRS-CSx,1289980,PPM020904,PSS011448,0.774,0.7660558629762767,0.781751229797029,inferred_hm,52702,4970,47732,NA,"age, sex, 10 PCs",WHI|ARIC|CHS|MESA|eMERGE,"1.65 [1.59,1.71]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS004696,multi_anc_hg37CSx,PRS-CSx,1289980,PPM020908,PSS011449,0.706,0.6720669325934671,0.7377917421854601,inferred_hm,6138,314,5824,NA,"age, sex, 10 PCs",WHI|MESA|eMERGE,"1.51 [1.35,1.69]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS004697,eur_anc_hg37CSx,PRS-CSx,1120251,PPM020903,PSS011448,0.773,0.7650461613201196,0.7807617405264295,inferred_hm,52702,4970,47732,NA,"age, sex, 10 PCs",WHI|ARIC|CHS|MESA|eMERGE,"1.55 [1.5,1.6]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS004697,eur_anc_hg37CSx,PRS-CSx,1120251,PPM020907,PSS011449,0.708,0.674096143023327,0.7397385783057099,inferred_hm,6138,314,5824,NA,"age, sex, 10 PCs",WHI|MESA|eMERGE,"1.52 [1.36,1.71]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS004698,multi_anc_hg37PT,Pruning and Thresholding (P+T),542218,PPM020913,PSS011448,0.773,0.7650461613201196,0.7807617405264295,inferred_hm,52702,4970,47732,NA,"age, sex, 10 PCs",WHI|ARIC|CHS|MESA|eMERGE,1.65,NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS004698,multi_anc_hg37PT,Pruning and Thresholding (P+T),542218,PPM020915,PSS011449,0.699,0.6649718219703824,0.7309702769478457,inferred_hm,6138,314,5824,NA,"age, sex, 10 PCs",WHI|MESA|eMERGE,"1.38 [1.24,1.54]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,South Asian,European,European,PGS004696,multi_anc_hg37CSx,PRS-CSx,1289980,PPM020904,PSS011448,0.774,0.7660558629762767,0.781751229797029,inferred_hm,52702,4970,47732,NA,"age, sex, 10 PCs",WHI|ARIC|CHS|MESA|eMERGE,"1.65 [1.59,1.71]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004696,multi_anc_hg37CSx,PRS-CSx,1289980,PPM020912,PSS011450,0.803,0.7788401494360807,0.8251132302329542,inferred_hm,9178,517,8661,NA,"age, sex, 10 PCs",UKB,"2.67 [2.39,3.01]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,South Asian,European,European,PGS004697,eur_anc_hg37CSx,PRS-CSx,1120251,PPM020903,PSS011448,0.773,0.7650461613201196,0.7807617405264295,inferred_hm,52702,4970,47732,NA,"age, sex, 10 PCs",WHI|ARIC|CHS|MESA|eMERGE,"1.55 [1.5,1.6]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004697,eur_anc_hg37CSx,PRS-CSx,1120251,PPM020911,PSS011450,0.803,0.7788401494360807,0.8251132302329542,inferred_hm,9178,517,8661,NA,"age, sex, 10 PCs",UKB,"2.47 [2.23,2.73]",NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,South Asian,European,European,PGS004698,multi_anc_hg37PT,Pruning and Thresholding (P+T),542218,PPM020913,PSS011448,0.773,0.7650461613201196,0.7807617405264295,inferred_hm,52702,4970,47732,NA,"age, sex, 10 PCs",WHI|ARIC|CHS|MESA|eMERGE,1.65,NA,FALSE
20260923,Incident coronary heart disease,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004698,multi_anc_hg37PT,Pruning and Thresholding (P+T),542218,PPM020917,PSS011450,0.786,0.7613117372584134,0.8087760807087931,inferred_hm,9178,517,8661,NA,"age, sex, 10 PCs",UKB,"2.75 [2.41,3.14]",NA,FALSE
20260923,Seropositive RA,Train: Multi incl. EUR,South Asian,European,European,PGS004118,pt_clump.auto.GCST90013534.RA,pt_clump.auto,91,PPM020005,PSS011222,0.57951242,0.56779004,0.5912348,reported_native_or_parsed,199274,2384,196890,NA,0,EB,"1.33056123 [1.27927587,1.3839026]",NA,FALSE
20260923,Seropositive RA,Train: Multi incl. EUR,South Asian,European,European,PGS004118,pt_clump.auto.GCST90013534.RA,pt_clump.auto,91,PPM020006,PSS011233,0.59424645,0.58836034,0.60013257,reported_native_or_parsed,388890,9332,379558,NA,0,FinnGen,"1.40295959 [1.37512281,1.43135987]",NA,FALSE
20260923,Seropositive RA,Train: Multi incl. EUR,South Asian,European,European,PGS004118,pt_clump.auto.GCST90013534.RA,pt_clump.auto,91,PPM020008,PSS011262,0.57047194,0.55330355,0.58764034,reported_native_or_parsed,66865,1139,65726,NA,0,HUNT,"1.30274132 [1.23029942,1.37944872]",NA,FALSE
20260923,Seropositive RA,Train: Multi incl. EUR,South Asian,European,European,PGS004118,pt_clump.auto.GCST90013534.RA,pt_clump.auto,91,PPM020009,PSS011275,0.62336664,0.58200096,0.66473232,reported_native_or_parsed,90274,205,90069,NA,0,UKB,"1.56662791 [1.37347647,1.78694216]",NA,FALSE
20260923,Seropositive RA,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004118,pt_clump.auto.GCST90013534.RA,pt_clump.auto,91,PPM020007,PSS011246,0.65379174,0.59209129,0.71549218,reported_native_or_parsed,44057,60,43997,NA,0,G&H,"1.70576488 [1.31671088,2.20977427]",NA,FALSE
20260923,Seropositive RA,Train: Multi incl. EUR,South Asian,European,European,PGS004133,pt_clump_nested.CV.GCST90013534.RA,pt_clump_nested.CV,155,PPM020010,PSS011222,0.58105264,0.56930556,0.59279972,reported_native_or_parsed,199274,2384,196890,NA,0,EB,"1.34748816 [1.29508225,1.40201468]",NA,FALSE
20260923,Seropositive RA,Train: Multi incl. EUR,South Asian,European,European,PGS004133,pt_clump_nested.CV.GCST90013534.RA,pt_clump_nested.CV,155,PPM020011,PSS011233,0.59988036,0.59403334,0.60572738,reported_native_or_parsed,388890,9332,379558,NA,0,FinnGen,"1.4356229 [1.40681814,1.46501743]",NA,FALSE
20260923,Seropositive RA,Train: Multi incl. EUR,South Asian,European,European,PGS004133,pt_clump_nested.CV.GCST90013534.RA,pt_clump_nested.CV,155,PPM020013,PSS011262,0.57616183,0.55915512,0.59316854,reported_native_or_parsed,66865,1139,65726,NA,0,HUNT,"1.33066622 [1.25591817,1.40986302]",NA,FALSE
20260923,Seropositive RA,Train: Multi incl. EUR,South Asian,European,European,PGS004133,pt_clump_nested.CV.GCST90013534.RA,pt_clump_nested.CV,155,PPM020014,PSS011275,0.60811855,0.56762836,0.64860873,reported_native_or_parsed,90274,205,90069,NA,0,UKB,"1.49068123 [1.30391606,1.70419754]",NA,FALSE
20260923,Seropositive RA,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004133,pt_clump_nested.CV.GCST90013534.RA,pt_clump_nested.CV,155,PPM020012,PSS011246,0.62630388,0.55995128,0.69265647,reported_native_or_parsed,44057,60,43997,NA,0,G&H,"1.546173 [1.19528898,2.00006106]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS003984,dbslmm.auto.GCST005838.Stroke,DBSLMM-auto,1121845,PPM019449,PSS011223,0.53316252,0.52473906,0.54158598,reported_native_or_parsed,48148,4515,43633,NA,0,EB,"1.12082635 [1.08824491,1.15438327]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS003984,dbslmm.auto.GCST005838.Stroke,DBSLMM-auto,1121845,PPM019450,PSS011234,0.54056611,0.53695,0.54418221,reported_native_or_parsed,376733,26166,350567,NA,0,FinnGen,"1.1534137 [1.13900681,1.16800282]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS003984,dbslmm.auto.GCST005838.Stroke,DBSLMM-auto,1121845,PPM019452,PSS011263,0.53176243,0.52370534,0.53981953,reported_native_or_parsed,66865,5204,61661,NA,0,HUNT,"1.12141128 [1.09009411,1.15362816]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS003984,dbslmm.auto.GCST005838.Stroke,DBSLMM-auto,1121845,PPM019454,PSS011276,0.55394564,0.54139946,0.56649182,reported_native_or_parsed,90274,2035,88239,NA,0,UKB,"1.2091245 [1.15705376,1.26353856]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS003984,dbslmm.auto.GCST005838.Stroke,DBSLMM-auto,1121845,PPM019451,PSS011247,0.52518752,0.49747233,0.55290272,reported_native_or_parsed,44057,424,43633,NA,0,G&H,"1.09189051 [0.99222365,1.20156871]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS003984,dbslmm.auto.GCST005838.Stroke,DBSLMM-auto,1121845,PPM019453,PSS011290,0.54627963,0.50596882,0.58659045,reported_native_or_parsed,9326,211,9115,NA,0,UKB,"1.18126358 [1.0309514,1.3534912]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004000,lassosum.auto.GCST005838.Stroke,lassosum.auto,2371,PPM019497,PSS011223,0.52666275,0.51816735,0.53515816,reported_native_or_parsed,48148,4515,43633,NA,0,EB,"1.09991862 [1.06793864,1.13285627]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004000,lassosum.auto.GCST005838.Stroke,lassosum.auto,2371,PPM019498,PSS011234,0.53217798,0.52855431,0.53580164,reported_native_or_parsed,376733,26166,350567,NA,0,FinnGen,"1.12014927 [1.10615947,1.134316]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004000,lassosum.auto.GCST005838.Stroke,lassosum.auto,2371,PPM019500,PSS011263,0.53372024,0.52560348,0.541837,reported_native_or_parsed,66865,5204,61661,NA,0,HUNT,"1.12602489 [1.09455712,1.15839733]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004000,lassosum.auto.GCST005838.Stroke,lassosum.auto,2371,PPM019502,PSS011276,0.53743397,0.52459314,0.55027481,reported_native_or_parsed,90274,2035,88239,NA,0,UKB,"1.12992714 [1.08122629,1.18082159]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004000,lassosum.auto.GCST005838.Stroke,lassosum.auto,2371,PPM019499,PSS011247,0.50961985,0.48298884,0.53625086,reported_native_or_parsed,44057,424,43633,NA,0,G&H,"1.03582237 [0.94136503,1.13975765]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004000,lassosum.auto.GCST005838.Stroke,lassosum.auto,2371,PPM019501,PSS011290,0.51988909,0.48202597,0.55775222,reported_native_or_parsed,9326,211,9115,NA,0,UKB,"1.05895439 [0.92378141,1.21390666]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004015,lassosum.CV.GCST005838.Stroke,lassosum.CV,65138,PPM019503,PSS011223,0.52856921,0.52001445,0.53712397,reported_native_or_parsed,48148,4515,43633,NA,0,EB,"1.10789018 [1.07566831,1.14107726]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004015,lassosum.CV.GCST005838.Stroke,lassosum.CV,65138,PPM019504,PSS011234,0.53782157,0.53420355,0.54143959,reported_native_or_parsed,376733,26166,350567,NA,0,FinnGen,"1.14267363 [1.12839302,1.15713496]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004015,lassosum.CV.GCST005838.Stroke,lassosum.CV,65138,PPM019506,PSS011263,0.53260376,0.52447165,0.54073587,reported_native_or_parsed,66865,5204,61661,NA,0,HUNT,"1.12027231 [1.08897574,1.15246834]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004015,lassosum.CV.GCST005838.Stroke,lassosum.CV,65138,PPM019508,PSS011276,0.54519779,0.53247659,0.557919,reported_native_or_parsed,90274,2035,88239,NA,0,UKB,"1.17791771 [1.12708219,1.2310461]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004015,lassosum.CV.GCST005838.Stroke,lassosum.CV,65138,PPM019505,PSS011247,0.53470756,0.50835875,0.56105638,reported_native_or_parsed,44057,424,43633,NA,0,G&H,"1.10577264 [1.00477493,1.21692241]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004015,lassosum.CV.GCST005838.Stroke,lassosum.CV,65138,PPM019507,PSS011290,0.55553603,0.51834024,0.59273181,reported_native_or_parsed,9326,211,9115,NA,0,UKB,"1.18186743 [1.03090876,1.35493138]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004041,ldpred2.CV.GCST005838.Stroke,LDpred2.CV,1011468,PPM019431,PSS011223,0.53109557,0.52258315,0.53960799,reported_native_or_parsed,48148,4515,43633,NA,0,EB,"1.11588306 [1.08343617,1.14930168]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004041,ldpred2.CV.GCST005838.Stroke,LDpred2.CV,1011468,PPM019432,PSS011234,0.54311112,0.53949521,0.54672704,reported_native_or_parsed,376733,26166,350567,NA,0,FinnGen,"1.16331807 [1.14877996,1.17804017]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004041,ldpred2.CV.GCST005838.Stroke,LDpred2.CV,1011468,PPM019434,PSS011263,0.53728854,0.52919837,0.54537871,reported_native_or_parsed,66865,5204,61661,NA,0,HUNT,"1.1392096 [1.10739553,1.17193764]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004041,ldpred2.CV.GCST005838.Stroke,LDpred2.CV,1011468,PPM019436,PSS011276,0.55309041,0.54044775,0.56573307,reported_native_or_parsed,90274,2035,88239,NA,0,UKB,"1.20936332 [1.15728071,1.26378987]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004041,ldpred2.CV.GCST005838.Stroke,LDpred2.CV,1011468,PPM019433,PSS011247,0.53257472,0.50585239,0.55929704,reported_native_or_parsed,44057,424,43633,NA,0,G&H,"1.11160039 [1.01001276,1.22340576]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004041,ldpred2.CV.GCST005838.Stroke,LDpred2.CV,1011468,PPM019435,PSS011290,0.56450359,0.52632653,0.60268065,reported_native_or_parsed,9326,211,9115,NA,0,UKB,"1.21092046 [1.05660791,1.38776963]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004054,megaprs.auto.GCST005838.Stroke,megaprs.auto,852173,PPM019473,PSS011223,0.53265118,0.52410638,0.54119598,reported_native_or_parsed,48148,4515,43633,NA,0,EB,"1.12004658 [1.08747936,1.15358912]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004054,megaprs.auto.GCST005838.Stroke,megaprs.auto,852173,PPM019474,PSS011234,0.54466538,0.54105858,0.54827219,reported_native_or_parsed,376733,26166,350567,NA,0,FinnGen,"1.1697064 [1.15508988,1.18450788]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004054,megaprs.auto.GCST005838.Stroke,megaprs.auto,852173,PPM019476,PSS011263,0.53901586,0.53097366,0.54705807,reported_native_or_parsed,66865,5204,61661,NA,0,HUNT,"1.1469006 [1.11485209,1.17987041]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004054,megaprs.auto.GCST005838.Stroke,megaprs.auto,852173,PPM019478,PSS011276,0.55421414,0.54154316,0.56688511,reported_native_or_parsed,90274,2035,88239,NA,0,UKB,"1.21482693 [1.16243507,1.26958012]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004054,megaprs.auto.GCST005838.Stroke,megaprs.auto,852173,PPM019475,PSS011247,0.52468807,0.49822599,0.55115015999999994,reported_native_or_parsed,44057,424,43633,NA,0,G&H,"1.09217786 [0.99244315,1.20193532]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004054,megaprs.auto.GCST005838.Stroke,megaprs.auto,852173,PPM019477,PSS011290,0.56841647,0.52959783,0.60723511,reported_native_or_parsed,9326,211,9115,NA,0,UKB,"1.23491822 [1.07805871,1.41460106]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004070,megaprs.CV.GCST005838.Stroke,megaprs.CV,852173,PPM019479,PSS011223,0.53342218,0.52488642,0.54195793,reported_native_or_parsed,48148,4515,43633,NA,0,EB,"1.12261856 [1.08997461,1.15624017]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004070,megaprs.CV.GCST005838.Stroke,megaprs.CV,852173,PPM019480,PSS011234,0.54523701,0.54162844,0.54884559,reported_native_or_parsed,376733,26166,350567,NA,0,FinnGen,"1.1723635 [1.15771305,1.18719934]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004070,megaprs.CV.GCST005838.Stroke,megaprs.CV,852173,PPM019482,PSS011263,0.53865502,0.53061568,0.54669435,reported_native_or_parsed,66865,5204,61661,NA,0,HUNT,"1.14508121 [1.11308982,1.17799207]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004070,megaprs.CV.GCST005838.Stroke,megaprs.CV,852173,PPM019484,PSS011276,0.5562771,0.54365516,0.56889903,reported_native_or_parsed,90274,2035,88239,NA,0,UKB,"1.2247679 [1.1719543,1.27996152]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004070,megaprs.CV.GCST005838.Stroke,megaprs.CV,852173,PPM019481,PSS011247,0.52534679,0.49869346,0.55200012,reported_native_or_parsed,44057,424,43633,NA,0,G&H,"1.09523546 [0.99518242,1.20534758]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004070,megaprs.CV.GCST005838.Stroke,megaprs.CV,852173,PPM019483,PSS011290,0.56985595,0.53098801,0.60872389,reported_native_or_parsed,9326,211,9115,NA,0,UKB,"1.24252138 [1.08479041,1.42318679]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004098,prscs.CV.GCST005838.Stroke,PRS-CS.CV,1091747,PPM019485,PSS011223,0.52781152,0.51930204,0.53632099,reported_native_or_parsed,48148,4515,43633,NA,0,EB,"1.10211008 [1.07007216,1.13510722]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004098,prscs.CV.GCST005838.Stroke,PRS-CS.CV,1091747,PPM019486,PSS011234,0.54021718,0.53659848,0.54383588,reported_native_or_parsed,376733,26166,350567,NA,0,FinnGen,"1.15334852 [1.13893748,1.16794189]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004098,prscs.CV.GCST005838.Stroke,PRS-CS.CV,1091747,PPM019488,PSS011263,0.53212733,0.52404907,0.54020559,reported_native_or_parsed,66865,5204,61661,NA,0,HUNT,"1.11616515 [1.08500902,1.14821592]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004098,prscs.CV.GCST005838.Stroke,PRS-CS.CV,1091747,PPM019490,PSS011276,0.54928192,0.53668704,0.56187681,reported_native_or_parsed,90274,2035,88239,NA,0,UKB,"1.19230561 [1.14094472,1.24597857]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004098,prscs.CV.GCST005838.Stroke,PRS-CS.CV,1091747,PPM019487,PSS011247,0.54028866,0.51369443,0.56688289,reported_native_or_parsed,44057,424,43633,NA,0,G&H,"1.14226801 [1.03770693,1.25736482]",NA,FALSE
