n_cells_total,n_cells_k_ge_2,n_cells_k_ge_2_all_pgs_same_target_pss,n_cells_k_ge_2_all_pgs_same_eur_pss,n_cells_k_ge_2_all_pgs_same_pss_both_sides,n_cells_k_ge_2_target_from_single_pss
28,21,15,15,15,14
