ancestry_target,bucket,trait,median_delta,estimate,p.value,n_pairs,flag_not_pooled,estimate_logit_as_submitted,p_value_logit_as_submitted,p.adj,p_adj_logit_as_submitted,sig
African,Train: European-only,AD NSTEMI,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,AD all cause dementia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,AD alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,AD asthma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,AD chronic obstructive pulmonary disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Advanced colorectal neoplasia (FOB Gold model),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Advanced colorectal neoplasia (Ridascreen model),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Advanced glaucoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Age-related macular degeneration,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Alcohol consumed,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Alcohol intake versus 10 years previously (More nowadays),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,All-cause dementia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Alzheimer's/dementia (FH),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Angina,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Ankylosing spondylitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Any Cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Appendectomy,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Aspirin use self-reported,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Asthma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Asthma diagnosed by doctor,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,"Asthma ever, at age 8 years",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Atherosclerotic cardiovascular disease (incident and prevalent),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Atrial fibrillation,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Basal cell carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Bladder cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Blood clot diagnosed by doctor,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Blood clot in the leg (DVT),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Blood clot in the leg (DVT) or lung,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Blood clot in the lung,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Blood clot or DVT diagnosed by doctor,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Breast Carcinoma,-0.06020979583640529,-0.052769152071433685,0.021991225988837487,4,FALSE,-0.053228059744311135,0.021095569829996948,0.06293040852034329,0.0638338993752408,FALSE
African,Train: European-only,Breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Breast cancer (FH),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Breast cancer in male carriers of BRCA1/2 mutations,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Breast cancer intrinsic-like subtype (HER2-enriched-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Breast cancer intrinsic-like subtype (luminal A-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Breast cancer intrinsic-like subtype (luminal B-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Breast cancer intrinsic-like subtype (luminal B/HER2-negative-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Breast cancer intrinsic-like subtype (triple negative),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,CAD,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer of bladder,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer of brain,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer of brain and nervous system,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer of bronchus; lung,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer of esophagus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer of eye,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer of larynx,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer of mouth,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer of other female genital organs,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer of other male genital organs,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer of tongue,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cancer within the respiratory system,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Carcinoma in situ of skin,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cervical cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cholecystitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Chronic Kidney Disease (stage 3 or greater),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Chronic back pain,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Chronic bronchitis/emphysema (FH),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Chronic kidney disease (eGFR <45 ml/min per 1.73 m2),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Chronic kidney disease (eGFR <60 ml/min per 1.73 m2 or UACR >3.0 mg/mmol),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Chronic kidney disease (eGFR <60 ml/min per 1.73 m2),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Chronic lymphoid leukemia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Cirrhosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Clinical osteoarthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Coeliac disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Coeliac disease in HLA-DQ2.5 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Colon cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Colorectal cancer,-0.10704898666120044,NA,NA,1,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Connective tissue disorder,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Coronary heart disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Coronary heart disease (incident and prevalent),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Crohns disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,DVT,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,DVT diagnosed by doctor,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Diabetes autoantibody positive insulin sensitive,-0.0129999999999999,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
African,Train: European-only,Diagnosed with coeliac disease or gluten sensitivity,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Diffuse large B-cell lymphoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Dilated cardiomyopathy,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Discrimination of Type 1 diabetes from Type 2 diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Diverticular disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Diverticular disease/diverticulitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Doctor diagnosed asthma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Doctor diagnosed hayfever or allergic rhinitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Drinking Status,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Dupuytren's contracture,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,ER-negative breast cancer,-0.0010000000000000009,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
African,Train: European-only,ER-positive breast cancer,-0.051000000000000045,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
African,Train: European-only,Early CAD,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Early age-related macular degeneration (Clinical Classification),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Early onset lung cancer (< 50 years),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Ease of skin tanning (Get mildly or occasionally tanned),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Eczema/dermatitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Endometrial cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Enthesitis-related Arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,EoE,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Epithelial non-mucinous ovarian cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Epithelial non-mucinous ovarian cancer in BRCA1 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Epithelial non-mucinous ovarian cancer in BRCA2 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Esophageal cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Estrogen-receptor negative breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Estrogen-receptor positive breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Eye problems/disorders Diabetic eye disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Eye problems/disorders Glaucoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Eye problems/disorders Macular degeneration,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Facial ageing (Older than you are),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Familial cutaneous melanoma in non-carriers of a CDKN2A mutation,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Follicular lymphoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Fracture forearm / wrist,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Fracture radius,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Gallstones,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Gastric cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Genetic haematological disorder,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Glioma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Gout,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Gout diagnosis in patient with arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,HF,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,"Hair colour (natural, before greying) light brown",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,"Hair colour (natural, before greying) other",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,"Hair colour (natural, before greying) red",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Hayfever allergic rhinitis or eczema,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Hayfever rhinitis or eczema diagnosed by doctor,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Hayfever/allergic rhinitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Hearing difficulty,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Hearing difficulty and Deafness,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Heart failure,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,High BP (FH),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,High cholesterol,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,High myopia (HM6),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Hodgkin's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Hypertension,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Hyperthyroidism/thyrotoxicosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Hypertrophic cardiomyopathy,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Hypothyroidism/myxoedema,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Ibuprofen (e.g. Nurofen),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Ibuprofen use self-reported,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident Pancreatic cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident atherosclerotic cardiovascular disease in individuals with borderline-intermediate risk ofatherosclerotic cardiovascular disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident bladder cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident blader cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident breast cancer,-0.05132057605080642,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident cervical cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident chronic obstructive pulmonary disease before age 50 years,-0.10399999999999998,NA,NA,2,TRUE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident epithelial ovarian cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident hypertension,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident invasive melanoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident kidney cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident lung cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident lung cancer in never smokers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident lung cancer in smokers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident melanoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident ovarian cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident primary breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident prostate cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident testicular cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident thyroid cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident type 2 diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Incident venous thromboembolism in individuals with inflammatory bowel disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Inflammatory Bowel Disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Inflammatory bowel disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Insomnia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Intermediate age-related macular degeneration (Clinical Classification),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Invasive breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Iritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Ischemic stroke,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Ischemic stroke in atrial fibrillation cases,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Isolated REM sleep behavior disorder,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,JCV seropositivity for Human Polyomavirus JCV,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Keratinocyte cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Keratoconus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Keratoconus with central corneal thickness variants,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Keratoconus with ﻿corneal resistance factor variants,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Kidney cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,LDL-c blood concentration,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Late CAD,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Late age-related macular degeneration (Clinical Classification),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Late-onset Alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Leisure/social activities (attend adult edication class in once a week or more often),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,"Light smokers, at least 100 smokes in lifetime",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,"Loneliness, isolation",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Low myopia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Low-density lipoprotein cholesterol level >4.9mmol/L in individuals who have familial hypercholestrolaemia and no known mutation,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Lower back pain,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Lung cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Lung cancer (FH),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Lung cancer in individuals who have never smoked,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Lymphoid leukemia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,"Lymphoid leukemia, chronic",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,MCV seropositivity for Merkel Cell Polyomavirus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Major Depressive Disorder status,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Major dietary changes in the last 5 years becuase of illness,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Malabsorption/coeliac disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Male estrogen receptor positive breast cancer in BRCA1 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Male estrogen receptor positive breast cancer in BRCA2 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Malignant melanoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,"Malignant neoplasm of kidney, except pelvis",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Malignant neoplasm of ovary,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,"Malignant neoplasm of rectum, rectosigmoid junction, and anus",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Malignant neoplasm of testis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Malignant neoplasm of uterus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Melanoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,"Melanomas of skin, dx or hx",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Metastatic prostate cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Microalbumin > 40 mg/L,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Migraine,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Mild early age-related macular degeneration (3CACSS),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Milk type: Skimmed,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Moderate early age-related macular degeneration (3CACSS),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Moderate hyperopia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Moderate myopia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Multiple Sclerosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Multiple myeloma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Multiple sclerosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Nasal polyps,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Never eat sugar,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Nicotine metabolism (slow vs normal) in treatment seeking smokers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Nodular lymphoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Non-Hodgkins lymphoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Non-monogenic idiopathic nephrotic syndrome,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Nonalcoholic fatty liver disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Nonalcoholic fatty liver disease severity (NAFLD activity score above 5),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Obesity in individuals aged 12-15.9,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Obesity in individuals aged 16-17.9,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Obesity in individuals aged 18-23.9,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Obesity in individuals aged 24-29.9,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Obesity in individuals aged 30-69.9,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Obstructive CAD,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Often felt loved as a child,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Oligoarthritis Juvenile Idiophatic Arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Other non-epithelial cancer of skin,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Ovarian cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Overweight in individuals aged 12-15.9,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Overweight in individuals aged 14-29.9,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Overweight in individuals aged 16-17.9,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Overweight in individuals aged 18-23.9,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Overweight in individuals aged 30-69.9,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,PE +/- DVT,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Pancreatic cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Paradoxical eczema in biologic-treated  psoriasis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Past tobacco smoking (Smoked occasionally),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Peripheral arterial disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Prevalent VTE,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Prevalent cutaneous melanoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Prevalent invasive breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
