ancestry_target,bucket,trait,median_delta,estimate,p.value,n_pairs,flag_not_pooled,estimate_logit_as_submitted,p_value_logit_as_submitted,p.adj,p_adj_logit_as_submitted,sig
Hispanic or Latin American,Train: European-only,TTE PE,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE acute appendicitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE acute myocardial infarction,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE angina pectoris,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE ankylosing spondylitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE asthma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE atrial fibrillation and flutter,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE calculus of kidney and ureter,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE cholecystitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE cholelithiasis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE crohn's disease [regional enteritis],NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE dementia in alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE diaphragmatic hernia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE disorders of lipoprotein metabolism and other lipidaemias,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE disorders of porphyrin and bilirubin metabolism,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE duodenal ulcer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE fibroblastic disorders,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE follicular cysts of skin and subcutaneous tissue,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE glaucoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE gonarthrosis [arthrosis of knee],NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE inguinal hernia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE insulin-dependent diabetes mellitus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE internal derangement of knee,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE intestinal malabsorption,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE iridocyclitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE migraine,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE multiple sclerosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE nasal polyp,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE obesity,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE other coagulation defects,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE other disorders of cornea,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE other disorders of pancreatic internal secretion,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE other hypothyroidism,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE other interstitial pulmonary diseases,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE other intervertebral disk disorders,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE other metabolic disorders,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE other non-toxic goitre,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE other retinal disorders,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE other rheumatoid arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE other systemic involvement of connective tissue,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE otosclerosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE psoriasis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE reactive arthropathies,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE retinal detachments and breaks,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE retinal disorders in diseases classified elsewhere,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE sarcoidosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE seborrhoeic keratosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE seropositive rheumatoid arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE skin changes due to chronic exposure to nonionising radiation,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE thyrotoxicosis [hyperthyroidism],NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE ulcerative colitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE unspecified dementia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE unspecified diabetes mellitus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE varicose veins of lower extremities,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE vascular dementia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE vasomotor and allergic rhinitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE viral warts,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE vitamin b12 deficiency anaemia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE vitiligo,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,TTE zoster [herpes zoster],NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Thinness,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Thyroid cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Tobacco smoking ever vs no,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Total hip replacement,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Type 1 diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Type 1 diabetes aetiology (non-monogenic),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Type 1 diabetes diagnosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Type 1 diabetes vs latent autoimmune diabetes/type 2 diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Type 1 diabetes with age of diagnosis under 25,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Type 2 diabetes,0.051500000000000046,0.05214415483490029,4.938603235542618e-9,10,TRUE,0.05243018186949078,4.351168492487029e-9,6.420184206205403e-8,5.656519040233138e-8,TRUE
Hispanic or Latin American,Train: European-only,Type 2 diabetes mellitus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Type 2 diabetes with age of diagnosis over 45,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,UACR > 30 mg/g,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Ulcerative colitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Use of sun/uv protection (Never/rarely),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Use of sun/uv protection (Sometimes),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Uterine fibroids,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Varicose veins,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Vascular/heart problems diagnosed by doctor Heart attack,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Weight change compared with 1 year ago,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,Worrier / anxious feelings,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,cervical cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,clinically significant prostate cancer in screened individuals,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,coronary atherosclerosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,esophageal adenocarcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,incident fibromyalgia cases,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,incident idiopathic pulmonary fibrosis cases,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,lung adenocarcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,lung cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,lung squamous cell carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,ovarian serous carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,prostate adenocarcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,skin cutaneous melanoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Hispanic or Latin American,Train: European-only,uterine endometrial carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,AD NSTEMI,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,AD all cause dementia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,AD alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,AD asthma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,AD chronic obstructive pulmonary disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Advanced colorectal neoplasia (FOB Gold model),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Advanced colorectal neoplasia (Ridascreen model),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Advanced glaucoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Age-related macular degeneration,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Alcohol consumed,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Alcohol intake versus 10 years previously (More nowadays),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,All-cause dementia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Alzheimer's/dementia (FH),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Angina,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Ankylosing spondylitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Any Cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Appendectomy,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Aspirin use self-reported,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Asthma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Asthma diagnosed by doctor,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,"Asthma ever, at age 8 years",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Atherosclerotic cardiovascular disease (incident and prevalent),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Atrial fibrillation,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Basal cell carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Bladder cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Blood clot diagnosed by doctor,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Blood clot in the leg (DVT),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Blood clot in the leg (DVT) or lung,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Blood clot in the lung,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Blood clot or DVT diagnosed by doctor,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Breast Carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Breast cancer (FH),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Breast cancer in male carriers of BRCA1/2 mutations,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Breast cancer intrinsic-like subtype (HER2-enriched-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Breast cancer intrinsic-like subtype (luminal A-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Breast cancer intrinsic-like subtype (luminal B-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Breast cancer intrinsic-like subtype (luminal B/HER2-negative-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Breast cancer intrinsic-like subtype (triple negative),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,CAD,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer of bladder,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer of brain,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer of brain and nervous system,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer of bronchus; lung,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer of esophagus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer of eye,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer of larynx,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer of mouth,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer of other female genital organs,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer of other male genital organs,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer of tongue,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cancer within the respiratory system,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Carcinoma in situ of skin,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cervical cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cholecystitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Chronic Kidney Disease (stage 3 or greater),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Chronic back pain,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Chronic bronchitis/emphysema (FH),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Chronic kidney disease (eGFR <45 ml/min per 1.73 m2),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Chronic kidney disease (eGFR <60 ml/min per 1.73 m2 or UACR >3.0 mg/mmol),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Chronic kidney disease (eGFR <60 ml/min per 1.73 m2),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Chronic lymphoid leukemia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Cirrhosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Clinical osteoarthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Coeliac disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Coeliac disease in HLA-DQ2.5 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Colon cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Colorectal cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Connective tissue disorder,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Coronary heart disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Coronary heart disease (incident and prevalent),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Crohns disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,DVT,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,DVT diagnosed by doctor,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Diabetes autoantibody positive insulin sensitive,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Diagnosed with coeliac disease or gluten sensitivity,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Diffuse large B-cell lymphoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Dilated cardiomyopathy,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Discrimination of Type 1 diabetes from Type 2 diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Diverticular disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Diverticular disease/diverticulitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Doctor diagnosed asthma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Doctor diagnosed hayfever or allergic rhinitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Drinking Status,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Dupuytren's contracture,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,ER-negative breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,ER-positive breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Early CAD,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Early age-related macular degeneration (Clinical Classification),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Early onset lung cancer (< 50 years),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Ease of skin tanning (Get mildly or occasionally tanned),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Eczema/dermatitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Endometrial cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Enthesitis-related Arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,EoE,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Epithelial non-mucinous ovarian cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Epithelial non-mucinous ovarian cancer in BRCA1 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Epithelial non-mucinous ovarian cancer in BRCA2 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Esophageal cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Eye problems/disorders Diabetic eye disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Eye problems/disorders Glaucoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Eye problems/disorders Macular degeneration,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Facial ageing (Older than you are),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Familial cutaneous melanoma in non-carriers of a CDKN2A mutation,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Follicular lymphoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Fracture forearm / wrist,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Fracture radius,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Gallstones,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Gastric cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Genetic haematological disorder,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Glioma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Gout,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,Gout diagnosis in patient with arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,HF,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,"Hair colour (natural, before greying) light brown",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
Middle Eastern or North African,Train: European-only,"Hair colour (natural, before greying) other",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
