performance_id,pgs_id,sampleset_id,reported_trait,auc_parsed_single,auc_parsed_ci_lower,auc_parsed_ci_upper,auc_native,ci_native_lower,ci_native_upper,auc_native_evaldf,ci_native_lower_evaldf,ci_native_upper_evaldf,auc_native_any,ci_native_lower_any,ci_native_upper_any,auc_single,reported_ci_lower,reported_ci_upper,auc,estimate_ci_lower,estimate_ci_upper,ancestry_eval,train_bucket
PPM017020,PGS000027,PSS010096,Other symptoms involving abdomen and pelvis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017021,PGS000027,PSS010096,Bronchitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017022,PGS000027,PSS010096,Chronic tonsillitis and adenoiditis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017023,PGS000027,PSS010096,Cellulitis and abscess of fingers/toes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017024,PGS000027,PSS010096,Flat foot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017025,PGS000027,PSS010096,Myopathy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017026,PGS000027,PSS010096,Gouty arthropathy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017027,PGS000027,PSS010096,Bariatric surgery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017028,PGS000027,PSS010096,Coagulation defects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017029,PGS003394,PSS010098,10-year ovarian cancer risks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017030,PGS003401,PSS010100,Plasma triglyceride concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017031,PGS003401,PSS010099,Plasma triglyceride concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017032,PGS003402,PSS010101,Fasting glucose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM017033,PGS003402,PSS010101,2h postload glucose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM017034,PGS003402,PSS010101,AUC glucose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM017035,PGS003402,PSS010101,GDM (IADPSG criteria),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM017036,PGS003402,PSS010101,Fasting glucose x BMI interaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM017037,PGS003402,PSS010101,Fasting glucose x Born in South Asia interaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM017038,PGS003402,PSS010101,Fasting glucose x Low diet quality interaction (only in START cohort),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM017039,PGS003402,PSS010101,AUC glucose x BMI interaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM017040,PGS003402,PSS010101,GDM (IADPSG criteria) x BMI interaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM017041,PGS003403,PSS010102,LDL-C levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017042,PGS003403,PSS010102,Cardiovascular disease events in patients with monogenic familial hypercholesterolemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017044,PGS003405,PSS010104,LDL-c blood concentration,0.6901,0.684,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6901,0.684,0.696,0.6901,0.684,0.696,European,Train: European-only
PPM017045,PGS000814,PSS010104,LDL-c blood concentration,0.6503,0.644,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6503,0.644,0.657,0.6503,0.644,0.657,European,Train: European-only
PPM017046,PGS003403,PSS010104,LDL-c blood concentration,0.6233,0.617,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6233,0.617,0.63,0.6233,0.617,0.63,European,Train: European-only
PPM017047,PGS003404,PSS010104,LDL-c blood concentration,0.6072,0.6,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6072,0.6,0.614,0.6072,0.6,0.614,European,Train: European-only
PPM017048,PGS003406,PSS010105,Aneurysmal subarachnoid hemorrhage hazard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017049,PGS003407,PSS010105,Aneurysmal subarachnoid hemorrhage hazard (men only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017050,PGS003408,PSS010105,Aneurysmal subarachnoid hemorrhage hazard (women only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017051,PGS003409,PSS010105,Aneurysmal subarachnoid hemorrhage hazard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017052,PGS003410,PSS010105,Aneurysmal subarachnoid hemorrhage hazard (men only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017053,PGS003411,PSS010105,Aneurysmal subarachnoid hemorrhage hazard (women only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017054,PGS003406,PSS010105,Intracranial aneurysm cases,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017055,PGS003407,PSS010105,Intracranial aneurysm cases (men only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017056,PGS003408,PSS010105,Intracranial aneurysm cases (women only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017057,PGS003409,PSS010105,Intracranial aneurysm cases,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017058,PGS003410,PSS010105,Intracranial aneurysm cases (men only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017059,PGS003411,PSS010105,Intracranial aneurysm cases (women only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017060,PGS003412,PSS010106,Melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017061,PGS003412,PSS010107,Second primary melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017062,PGS003412,PSS010107,First primary melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017063,PGS003413,PSS010108,Glaucoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017064,PGS003414,PSS010109,Isolated REM sleep behavior disorder,0.614,0.575,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614,0.575,0.654,0.614,0.575,0.654,European,Train: European-only
PPM017065,PGS003414,PSS010110,Probabable REM sleep behavior disorder (with Parkinson disease),0.597,0.56,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597,0.56,0.634,0.597,0.56,0.634,European,Train: European-only
PPM017066,PGS003414,PSS010111,Probabable REM sleep behavior disorder,0.548,0.505,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548,0.505,0.59,0.548,0.505,0.59,European,Train: European-only
PPM017067,PGS003415,PSS010112,5 years incident prostate cancer risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017068,PGS003415,PSS010112,10 years incident prostate cancer risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017069,PGS003416,PSS010113,Keratinocyte cancers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017070,PGS003417,PSS010113,Keratinocyte cancers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017073,PGS003420,PSS010115,Ankylosing spondylitis,0.7886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7886,NA,NA,0.7886,NA,NA,East Asian,Train: East Asian-only
PPM017074,PGS003421,PSS010115,Ankylosing spondylitis,0.7876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7876,NA,NA,0.7876,NA,NA,East Asian,Train: East Asian-only
PPM017075,PGS003422,PSS010115,Ankylosing spondylitis,0.7876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7876,NA,NA,0.7876,NA,NA,East Asian,Train: East Asian-only
PPM017076,PGS003423,PSS010115,Ankylosing spondylitis,0.7754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7754,NA,NA,0.7754,NA,NA,East Asian,Train: East Asian-only
PPM017077,PGS003424,PSS010115,Ankylosing spondylitis,0.7605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7605,NA,NA,0.7605,NA,NA,East Asian,Train: East Asian-only
PPM017078,PGS003425,PSS010118,Hemoglobin levels in males,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017079,PGS003425,PSS010116,Hemoglobin levels in postmenopausal females,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017080,PGS003425,PSS010117,Hemoglobin levels in postmenopausal females,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017081,PGS003426,PSS010118,Ferritin levels in males,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017082,PGS003426,PSS010116,Ferritin levels in postmenopausal females,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017083,PGS003426,PSS010117,Ferritin levels in postmenopausal females,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017084,PGS000018,PSS010120,Atherosclerotic cardiovascular disease (incident and prevalent),0.772,0.748,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772,0.748,0.796,0.772,0.748,0.796,European,Train: Multi incl. EUR
PPM017085,PGS000018,PSS010122,Coronary heart disease (incident and prevalent),0.793,0.77,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793,0.77,0.816,0.793,0.77,0.816,European,Train: Multi incl. EUR
PPM017086,PGS000018,PSS010119,Incident atherosclerotic cardiovascular disease,0.769,0.734,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769,0.734,0.804,0.769,0.734,0.804,European,Train: Multi incl. EUR
PPM017087,PGS000018,PSS010121,Incident coronary heart disease,0.784,0.757,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.784,0.757,0.811,0.784,0.757,0.811,European,Train: Multi incl. EUR
PPM017088,PGS000013,PSS010120,Atherosclerotic cardiovascular disease (incident and prevalent),0.766,0.741,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766,0.741,0.792,0.766,0.741,0.792,European,Train: Multi incl. EUR
PPM017089,PGS000013,PSS010122,Coronary heart disease (incident and prevalent),0.784,0.76,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.784,0.76,0.808,0.784,0.76,0.808,European,Train: Multi incl. EUR
PPM017090,PGS000013,PSS010119,Incident atherosclerotic cardiovascular disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017091,PGS000013,PSS010121,Incident coronary heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017092,PGS000329,PSS010120,Atherosclerotic cardiovascular disease (incident and prevalent),0.765,0.74,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765,0.74,0.79,0.765,0.74,0.79,European,Train: European-only
PPM017093,PGS000329,PSS010122,Coronary heart disease (incident and prevalent),0.779,0.756,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.779,0.756,0.803,0.779,0.756,0.803,European,Train: European-only
PPM017094,PGS000329,PSS010119,Incident atherosclerotic cardiovascular disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017095,PGS000329,PSS010121,Incident coronary heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017096,PGS000117,PSS010120,Atherosclerotic cardiovascular disease (incident and prevalent),0.768,0.743,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.768,0.743,0.794,0.768,0.743,0.794,European,Train: Multi incl. EUR
PPM017097,PGS000117,PSS010119,Incident atherosclerotic cardiovascular disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017098,PGS000116,PSS010122,Coronary heart disease (incident and prevalent),0.781,0.575,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.781,0.575,0.805,0.781,0.575,0.805,European,Train: Multi incl. EUR
PPM017099,PGS000116,PSS010121,Incident coronary heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017102,PGS003428,PSS010125,Incident cervical cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017103,PGS003429,PSS010126,Abdominal aortic aneurysm,0.708,0.691,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708,0.691,0.725,0.708,0.691,0.725,European,Train: Multi incl. EUR
PPM017104,PGS003430,PSS010127,Melanoma,0.634,0.618,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634,0.618,0.661,0.634,0.618,0.661,European,Train: European-only
PPM017105,PGS003431,PSS010130,Colorectal cancer,0.704,0.697,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704,0.697,0.712,0.704,0.697,0.712,European,Train: European-only
PPM017106,PGS003432,PSS010130,Colorectal cancer,0.717,0.711,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717,0.711,0.725,0.717,0.711,0.725,European,Train: European-only
PPM017107,PGS003433,PSS010130,Colorectal cancer,0.716,0.71,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716,0.71,0.723,0.716,0.71,0.723,European,Train: European-only
PPM017108,PGS003434,PSS010130,Colorectal cancer,0.702,0.695,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.702,0.695,0.711,0.702,0.695,0.711,European,Train: European-only
PPM017109,PGS003435,PSS010130,Colorectal cancer,0.704,0.697,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704,0.697,0.711,0.704,0.697,0.711,European,Train: European-only
PPM017110,PGS003436,PSS010130,Colorectal cancer,0.7,0.693,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.693,0.707,0.7,0.693,0.707,European,Train: European-only
PPM017111,PGS003431,PSS010131,incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017112,PGS003432,PSS010131,incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017113,PGS003433,PSS010131,incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017114,PGS003434,PSS010131,incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017115,PGS003435,PSS010131,incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017116,PGS003436,PSS010131,incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017117,PGS003431,PSS010132,Colorectal cancer,0.726,0.704,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,0.704,0.748,0.726,0.704,0.748,European,Train: European-only
PPM017118,PGS003432,PSS010132,Colorectal cancer,0.732,0.71,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732,0.71,0.752,0.732,0.71,0.752,European,Train: European-only
PPM017119,PGS003433,PSS010132,Colorectal cancer,0.733,0.71,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733,0.71,0.753,0.733,0.71,0.753,European,Train: European-only
PPM017120,PGS003434,PSS010132,Colorectal cancer,0.718,0.696,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718,0.696,0.739,0.718,0.696,0.739,European,Train: European-only
PPM017121,PGS003435,PSS010132,Colorectal cancer,0.719,0.696,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.719,0.696,0.74,0.719,0.696,0.74,European,Train: European-only
PPM017122,PGS003436,PSS010132,Colorectal cancer,0.703,0.679,0.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.703,0.679,0.724,0.703,0.679,0.724,European,Train: European-only
PPM017123,PGS003431,PSS010133,Incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017124,PGS003432,PSS010133,Incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017125,PGS003433,PSS010133,Incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017126,PGS003434,PSS010133,Incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017127,PGS003435,PSS010133,Incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017128,PGS003436,PSS010133,Incident Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017145,PGS003437,PSS010136,Thyroid cancer,0.64,0.61,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.61,0.66,0.64,0.61,0.66,European,Train: Multi incl. EUR
PPM017146,PGS000207,PSS010136,Thyroid cancer,0.62,0.59,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.59,0.64,0.62,0.59,0.64,European,Train: European-only
PPM017147,PGS003437,PSS010136,Incident thyroid cancer x healthy lifestyle interaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017148,PGS003437,PSS010136,Incident thyroid cancer x total moderate to vigorous physical activity interaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017149,PGS003437,PSS010136,Incident thyroid cancer x smoke intake interaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017150,PGS003438,PSS010137,Myocardial infarction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM017151,PGS003438,PSS010137,Myocardial infarction in >60 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM017152,PGS003438,PSS010137,Myocardial infarction in aged 50-60 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM017153,PGS003438,PSS010137,Myocardial infarction in < 50 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM017154,PGS003438,PSS010137,Atherosclerotic Cardiovascular Disease (ASCVD) events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM017155,PGS003438,PSS010137,Atherosclerotic Cardiovascular Disease (ASCVD) events in >60 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM017156,PGS003438,PSS010137,Atherosclerotic Cardiovascular Disease (ASCVD) events in aged 50-60 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM017157,PGS003438,PSS010137,Atherosclerotic Cardiovascular Disease (ASCVD) events in < 50 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM017158,PGS003439,PSS010138,5 year colorectal cancer risk,0.73,0.71,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.71,0.76,0.73,0.71,0.76,European,Train: Multi incl. EUR
PPM017159,PGS003439,PSS010138,10 year colorectal cancer risk,0.72,0.7,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.7,0.74,0.72,0.7,0.74,European,Train: Multi incl. EUR
PPM017160,PGS002268,PSS010141,Aggressive prostate cancer (Grade 3 or above),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: East Asian-only
PPM017161,PGS002268,PSS010140,Aggressive prostate cancer (Grade 2 or above),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: East Asian-only
PPM017162,PGS002268,PSS010139,Early-onset prostate cancer,0.627,0.55,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627,0.55,0.703,0.627,0.55,0.703,East Asian,Train: East Asian-only
PPM017163,PGS000084,PSS010151,Prostate cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017164,PGS000074,PSS010144,Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017165,PGS000072,PSS010142,Post-menopausal breast cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017166,PGS000078,PSS010146,Lung cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017167,PGS000079,PSS010153,Melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017168,PGS000080,PSS010148,Non-Hodgkin's lymphoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017169,PGS000076,PSS010145,Kidney cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017170,PGS000075,PSS010152,Uterine cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017171,PGS000083,PSS010154,Pancreatic cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017172,PGS000071,PSS010143,Bladder cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017173,PGS000081,PSS010150,Oral cavity and pharyngeal cancers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017174,PGS000082,PSS010149,Ovarian cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM017175,PGS000077,PSS010147,Lymphocytic leukemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM017182,PGS003443,PSS010157,type 2 diabetes,0.7475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7475,NA,NA,0.7475,NA,NA,Hispanic or Latin American,Train: Multi incl. EUR
