performance_id,pgs_id,sampleset_id,auc_single,n_cases,n_controls,has_auc,inferred_any,inferred_kept,reason
PPM020345,PGS004277,PSS011344,0.608623557244499,9565,57863,TRUE,TRUE,TRUE,rescued
PPM020346,PGS004278,PSS011344,0.610568197846493,9565,57863,TRUE,TRUE,TRUE,rescued
PPM020347,PGS004279,PSS011344,0.612619379197861,9565,57863,TRUE,TRUE,TRUE,rescued
PPM020348,PGS004280,PSS011345,0.819260819569429,1001,66427,TRUE,TRUE,TRUE,rescued
PPM020349,PGS004281,PSS011345,0.818965564821918,1001,66427,TRUE,TRUE,TRUE,rescued
PPM020350,PGS004282,PSS011345,0.818370039793557,1001,66427,TRUE,TRUE,TRUE,rescued
PPM020351,PGS004283,PSS011345,0.81816338026915,1001,66427,TRUE,TRUE,TRUE,rescued
PPM020352,PGS004284,PSS011345,0.818864171341326,1001,66427,TRUE,TRUE,TRUE,rescued
PPM020353,PGS004285,PSS011336,0.833604804388662,437,66991,TRUE,TRUE,TRUE,rescued
PPM020354,PGS004286,PSS011336,0.832096831751059,437,66991,TRUE,TRUE,TRUE,rescued
PPM020355,PGS004287,PSS011336,0.831790820495816,437,66991,TRUE,TRUE,TRUE,rescued
PPM020356,PGS004288,PSS011336,0.830039705801527,437,66991,TRUE,TRUE,TRUE,rescued
PPM020357,PGS004289,PSS011336,0.831624672285122,437,66991,TRUE,TRUE,TRUE,rescued
PPM020358,PGS004290,PSS011337,0.757529855409768,5085,62343,TRUE,TRUE,TRUE,rescued
PPM020359,PGS004291,PSS011337,0.755659353759771,5085,62343,TRUE,TRUE,TRUE,rescued
PPM020360,PGS004292,PSS011337,0.755911284150703,5085,62343,TRUE,TRUE,TRUE,rescued
PPM020361,PGS004293,PSS011337,0.756271477846154,5085,62343,TRUE,TRUE,TRUE,rescued
PPM020362,PGS004294,PSS011337,0.756480203541699,5085,62343,TRUE,TRUE,TRUE,rescued
PPM020363,PGS004295,PSS011338,0.641234354186233,2964,33416,TRUE,TRUE,TRUE,rescued
PPM020364,PGS004296,PSS011338,0.640366693232362,2964,33416,TRUE,TRUE,TRUE,rescued
PPM020365,PGS004297,PSS011338,0.641186643561215,2964,33416,TRUE,TRUE,TRUE,rescued
PPM020366,PGS004298,PSS011338,0.641685169362975,2964,33416,TRUE,TRUE,TRUE,rescued
PPM020367,PGS004299,PSS011338,0.63627332757272,2964,33416,TRUE,TRUE,TRUE,rescued
PPM020368,PGS004300,PSS011340,0.668605570296458,1306,66122,TRUE,TRUE,TRUE,rescued
PPM020369,PGS004301,PSS011340,0.667467835107159,1306,66122,TRUE,TRUE,TRUE,rescued
PPM020370,PGS004302,PSS011340,0.666583998542209,1306,66122,TRUE,TRUE,TRUE,rescued
PPM020371,PGS004303,PSS011340,0.669449513551751,1306,66122,TRUE,TRUE,TRUE,rescued
PPM020372,PGS004304,PSS011340,0.66807429447437,1306,66122,TRUE,TRUE,TRUE,rescued
PPM020373,PGS004305,PSS011339,0.755312829423568,4575,62853,TRUE,TRUE,TRUE,rescued
PPM020374,PGS004306,PSS011339,0.756192423661107,4575,62853,TRUE,TRUE,TRUE,rescued
PPM020375,PGS004307,PSS011339,0.756690725753621,4575,62853,TRUE,TRUE,TRUE,rescued
PPM020376,PGS004308,PSS011339,0.754539288872405,4575,62853,TRUE,TRUE,TRUE,rescued
PPM020377,PGS004309,PSS011339,0.757187523772834,4575,62853,TRUE,TRUE,TRUE,rescued
PPM020378,PGS004310,PSS011343,0.702952274108998,5089,62339,TRUE,TRUE,TRUE,rescued
PPM020379,PGS004311,PSS011343,0.700671791608084,5089,62339,TRUE,TRUE,TRUE,rescued
PPM020380,PGS004312,PSS011343,0.701100686577111,5089,62339,TRUE,TRUE,TRUE,rescued
PPM020381,PGS004313,PSS011343,0.702280100459593,5089,62339,TRUE,TRUE,TRUE,rescued
PPM020382,PGS004314,PSS011343,0.70377765200184506,5089,62339,TRUE,TRUE,TRUE,rescued
PPM020700,PGS004585,PSS011368,0.636,97,839,TRUE,TRUE,TRUE,rescued
PPM020722,PGS004592,PSS011383,0.74,432,566,TRUE,TRUE,TRUE,rescued
PPM020767,PGS004606,PSS011398,0.71,32567,130444,TRUE,TRUE,TRUE,rescued
PPM020768,PGS004607,PSS011398,0.65,32567,130444,TRUE,TRUE,TRUE,rescued
PPM020784,PGS000765,PSS011409,0.833,417,1642,TRUE,TRUE,TRUE,rescued
PPM020785,PGS000765,PSS011409,0.905,417,1642,TRUE,TRUE,TRUE,rescued
PPM020792,PGS004615,PSS011417,0.657,6000,20000,TRUE,TRUE,TRUE,rescued
PPM020793,PGS004615,PSS011417,0.639,6000,20000,TRUE,TRUE,TRUE,rescued
PPM020794,PGS004615,PSS011417,0.679,6000,20000,TRUE,TRUE,TRUE,rescued
PPM020795,PGS004616,PSS011417,0.617,6000,20000,TRUE,TRUE,TRUE,rescued
PPM020796,PGS004616,PSS011417,0.653,6000,20000,TRUE,TRUE,TRUE,rescued
PPM020797,PGS004617,PSS011417,0.632,6000,20000,TRUE,TRUE,TRUE,rescued
PPM020798,PGS004617,PSS011417,0.67,6000,20000,TRUE,TRUE,TRUE,rescued
PPM020799,PGS004618,PSS011416,0.661,11236,21860,TRUE,TRUE,TRUE,rescued
PPM020800,PGS004618,PSS011416,0.649,11236,21860,TRUE,TRUE,TRUE,rescued
PPM020801,PGS004618,PSS011416,0.693,11236,21860,TRUE,TRUE,TRUE,rescued
PPM020802,PGS004619,PSS011416,0.625,11236,21860,TRUE,TRUE,TRUE,rescued
PPM020803,PGS004619,PSS011416,0.659,11236,21860,TRUE,TRUE,TRUE,rescued
PPM020804,PGS004620,PSS011416,0.636,11236,21860,TRUE,TRUE,TRUE,rescued
PPM020805,PGS004620,PSS011416,0.682,11236,21860,TRUE,TRUE,TRUE,rescued
PPM020806,PGS004621,PSS011418,0.68,12910,1141085,TRUE,TRUE,TRUE,rescued
PPM020872,PGS004687,PSS011431,0.5582,257,40514,TRUE,TRUE,TRUE,rescued
PPM020873,PGS004688,PSS011432,0.665,817,20432,TRUE,TRUE,TRUE,rescued
PPM020874,PGS004689,PSS011433,0.556,519,40129,TRUE,TRUE,TRUE,rescued
PPM020875,PGS004690,PSS011434,0.5644,158,40683,TRUE,TRUE,TRUE,rescued
PPM020876,PGS004691,PSS011435,0.6178,439,40411,TRUE,TRUE,TRUE,rescued
PPM020877,PGS004692,PSS011436,0.5298,110,21915,TRUE,TRUE,TRUE,rescued
PPM020878,PGS004693,PSS011437,0.5426,134,40743,TRUE,TRUE,TRUE,rescued
PPM020879,PGS004694,PSS011438,0.6894,905,17609,TRUE,TRUE,TRUE,rescued
PPM020903,PGS004697,PSS011448,0.773,4970,47732,TRUE,TRUE,TRUE,rescued
PPM020904,PGS004696,PSS011448,0.774,4970,47732,TRUE,TRUE,TRUE,rescued
PPM020907,PGS004697,PSS011449,0.708,314,5824,TRUE,TRUE,TRUE,rescued
PPM020908,PGS004696,PSS011449,0.706,314,5824,TRUE,TRUE,TRUE,rescued
PPM020909,PGS004697,PSS011447,0.756,6321,16430,TRUE,TRUE,TRUE,rescued
PPM020910,PGS004696,PSS011447,0.762,6321,16430,TRUE,TRUE,TRUE,rescued
PPM020911,PGS004697,PSS011450,0.803,517,8661,TRUE,TRUE,TRUE,rescued
PPM020912,PGS004696,PSS011450,0.803,517,8661,TRUE,TRUE,TRUE,rescued
PPM020913,PGS004698,PSS011448,0.773,4970,47732,TRUE,TRUE,TRUE,rescued
PPM020915,PGS004698,PSS011449,0.699,314,5824,TRUE,TRUE,TRUE,rescued
PPM020916,PGS004698,PSS011447,0.748,6321,16430,TRUE,TRUE,TRUE,rescued
PPM020917,PGS004698,PSS011450,0.786,517,8661,TRUE,TRUE,TRUE,rescued
PPM020919,PGS004699,PSS011452,0.744,1903,97320,TRUE,TRUE,TRUE,rescued
PPM020923,PGS004700,PSS011452,0.744,1903,97320,TRUE,TRUE,TRUE,rescued
PPM021084,PGS004859,PSS011513,0.68,2,4,TRUE,TRUE,TRUE,rescued
PPM021092,PGS004861,PSS011521,0.7,755,346830,TRUE,TRUE,TRUE,rescued
PPM021093,PGS004862,PSS011521,0.71,755,346830,TRUE,TRUE,TRUE,rescued
PPM021124,PGS000024,PSS011531,0.87,3299,6166,TRUE,TRUE,TRUE,rescued
PPM021125,PGS000024,PSS011532,0.862,3293,6157,TRUE,TRUE,TRUE,rescued
PPM021127,PGS000126,PSS011534,0.804,561,11603,TRUE,TRUE,TRUE,rescued
PPM021296,PGS000013,PSS011679,0.72,382,80483,TRUE,TRUE,TRUE,rescued
PPM021297,PGS000013,PSS011679,0.793,382,80483,TRUE,TRUE,TRUE,rescued
PPM021298,PGS000013,PSS011679,0.912,382,80483,TRUE,TRUE,TRUE,rescued
PPM021299,PGS000013,PSS011679,0.921,382,80483,TRUE,TRUE,TRUE,rescued
PPM021366,PGS004910,PSS011704,0.73,366,342816,TRUE,TRUE,TRUE,rescued
PPM021367,PGS004911,PSS011704,0.8,366,342816,TRUE,TRUE,TRUE,rescued
PPM021368,PGS004912,PSS011706,0.591,672,1672,TRUE,TRUE,TRUE,rescued
PPM021369,PGS004912,PSS011706,0.556,672,1672,TRUE,TRUE,TRUE,rescued
PPM021370,PGS004912,PSS011705,0.582,6609,17713,TRUE,TRUE,TRUE,rescued
PPM021371,PGS004912,PSS011705,0.546,6609,17713,TRUE,TRUE,TRUE,rescued
PPM021384,PGS004918,PSS011719,0.731,56,80,TRUE,TRUE,TRUE,rescued
PPM021730,PGS004938,PSS011763,0.6,724,6400,TRUE,TRUE,TRUE,rescued
PPM021759,PGS004952,PSS011783,0.642,510,1065,TRUE,TRUE,TRUE,rescued
PPM021760,PGS004952,PSS011784,0.733,446,1065,TRUE,TRUE,TRUE,rescued
PPM021761,PGS004952,PSS011785,0.8420000000000001,167,1065,TRUE,TRUE,TRUE,rescued
PPM021762,PGS004952,PSS011786,0.599,203,1577,TRUE,TRUE,TRUE,rescued
PPM021763,PGS004952,PSS011787,0.763,119,1577,TRUE,TRUE,TRUE,rescued
PPM021764,PGS004952,PSS011788,0.8095,122,1577,TRUE,TRUE,TRUE,rescued
PPM022167,PGS005087,PSS011826,0.603,848,244529,TRUE,TRUE,TRUE,rescued
PPM022168,PGS005088,PSS011826,0.604,848,244529,TRUE,TRUE,TRUE,rescued
PPM022169,PGS005089,PSS011826,0.603,848,244529,TRUE,TRUE,TRUE,rescued
PPM022177,PGS005090,PSS011829,0.9,103,1759,TRUE,TRUE,TRUE,rescued
PPM022178,PGS005091,PSS011830,0.776,11344,89149,TRUE,TRUE,TRUE,rescued
PPM022179,PGS005091,PSS011832,0.8,8137,25577,TRUE,TRUE,TRUE,rescued
PPM022180,PGS005091,PSS011831,0.791,6761,21323,TRUE,TRUE,TRUE,rescued
PPM022181,PGS005092,PSS011830,0.774,11344,89149,TRUE,TRUE,TRUE,rescued
PPM022182,PGS005092,PSS011832,0.801,8137,25577,TRUE,TRUE,TRUE,rescued
PPM022183,PGS005092,PSS011831,0.793,6761,21323,TRUE,TRUE,TRUE,rescued
PPM022475,PGS005170,PSS011955,0.756,361,3341,TRUE,TRUE,TRUE,rescued
PPM022482,PGS005170,PSS011966,0.761,284,1748,TRUE,TRUE,TRUE,rescued
PPM022989,PGS005282,PSS012087,0.59,3365,8842,TRUE,TRUE,TRUE,rescued
PPM022990,PGS005283,PSS012087,0.63,3365,8842,TRUE,TRUE,TRUE,rescued
PPM022991,PGS005284,PSS012087,0.63,3365,8842,TRUE,TRUE,TRUE,rescued
PPM023036,PGS005314,PSS012101,0.74,402,1494,TRUE,TRUE,TRUE,rescued
PPM023037,PGS005314,PSS012102,0.63,300,355,TRUE,TRUE,TRUE,rescued
PPM023038,PGS005314,PSS012100,0.74,1235,3489,TRUE,TRUE,TRUE,rescued
PPM023074,PGS005323,PSS012111,0.77,237,44782,TRUE,TRUE,TRUE,rescued
PPM023078,PGS005103,PSS012129,0.729023652365236,404,900,TRUE,TRUE,TRUE,rescued
PPM023079,PGS005331,PSS012132,0.727728176155939,8689,25934,TRUE,TRUE,TRUE,rescued
PPM023080,PGS005332,PSS012135,0.726748449438854,1517,5088,TRUE,TRUE,TRUE,rescued
PPM023086,PGS005338,PSS012129,0.730742574257426,404,900,TRUE,TRUE,TRUE,rescued
PPM023087,PGS005339,PSS012132,0.724897588993824,8689,25934,TRUE,TRUE,TRUE,rescued
PPM023088,PGS005340,PSS012135,0.726332047072383,1517,5088,TRUE,TRUE,TRUE,rescued
PPM023118,PGS005334,PSS012130,0.772223715020537,109,1195,TRUE,TRUE,TRUE,rescued
PPM023119,PGS005335,PSS012133,0.745493508581762,2724,31899,TRUE,TRUE,TRUE,rescued
PPM023120,PGS005336,PSS012136,0.720068773052495,1722,4883,TRUE,TRUE,TRUE,rescued
PPM023122,PGS005342,PSS012130,0.777997005873095,109,1195,TRUE,TRUE,TRUE,rescued
PPM023123,PGS005343,PSS012133,0.734544774418561,2724,31899,TRUE,TRUE,TRUE,rescued
PPM023124,PGS005344,PSS012136,0.715952831685363,1722,4883,TRUE,TRUE,TRUE,rescued
PPM023199,PGS005353,PSS012148,0.68035189168604,5366,6986,TRUE,TRUE,TRUE,rescued
PPM023200,PGS005354,PSS012148,0.68035189168604,5366,6986,TRUE,TRUE,TRUE,rescued
PPM023201,PGS005355,PSS012148,0.68035189168604,5366,6986,TRUE,TRUE,TRUE,rescued
PPM023202,PGS005356,PSS012148,0.68035189168604,5366,6986,TRUE,TRUE,TRUE,rescued
PPM023203,PGS005357,PSS012148,0.68035189168604,5366,6986,TRUE,TRUE,TRUE,rescued
PPM023204,PGS005353,PSS012153,0.640334791595404,773,1509,TRUE,TRUE,TRUE,rescued
PPM023205,PGS005354,PSS012153,0.640334791595404,773,1509,TRUE,TRUE,TRUE,rescued
PPM023206,PGS005355,PSS012153,0.640334791595404,773,1509,TRUE,TRUE,TRUE,rescued
PPM023207,PGS005356,PSS012153,0.640334791595404,773,1509,TRUE,TRUE,TRUE,rescued
PPM023208,PGS005357,PSS012153,0.640334791595404,773,1509,TRUE,TRUE,TRUE,rescued
PPM023209,PGS005353,PSS012162,0.629241256929811,376,779,TRUE,TRUE,TRUE,rescued
PPM023210,PGS005354,PSS012162,0.629241256929811,376,779,TRUE,TRUE,TRUE,rescued
PPM023211,PGS005355,PSS012162,0.629241256929811,376,779,TRUE,TRUE,TRUE,rescued
PPM023212,PGS005356,PSS012162,0.629241256929811,376,779,TRUE,TRUE,TRUE,rescued
PPM023213,PGS005357,PSS012162,0.629241256929811,376,779,TRUE,TRUE,TRUE,rescued
PPM023249,PGS005358,PSS012151,0.765548748620214,3691,4917,TRUE,TRUE,TRUE,rescued
PPM023250,PGS005359,PSS012151,0.765548748620214,3691,4917,TRUE,TRUE,TRUE,rescued
PPM023251,PGS005360,PSS012151,0.765548748620214,3691,4917,TRUE,TRUE,TRUE,rescued
PPM023252,PGS005361,PSS012151,0.765548748620214,3691,4917,TRUE,TRUE,TRUE,rescued
PPM023253,PGS005362,PSS012151,0.765548748620214,3691,4917,TRUE,TRUE,TRUE,rescued
PPM023254,PGS005358,PSS012156,0.723358262527992,1340,2786,TRUE,TRUE,TRUE,rescued
PPM023255,PGS005359,PSS012156,0.723358262527992,1340,2786,TRUE,TRUE,TRUE,rescued
PPM023256,PGS005360,PSS012156,0.723358262527992,1340,2786,TRUE,TRUE,TRUE,rescued
PPM023257,PGS005361,PSS012156,0.723358262527992,1340,2786,TRUE,TRUE,TRUE,rescued
PPM023258,PGS005362,PSS012156,0.723358262527992,1340,2786,TRUE,TRUE,TRUE,rescued
PPM023259,PGS005358,PSS012164,0.721251776801549,307,779,TRUE,TRUE,TRUE,rescued
PPM023260,PGS005359,PSS012164,0.721251776801549,307,779,TRUE,TRUE,TRUE,rescued
PPM023261,PGS005360,PSS012164,0.721251776801549,307,779,TRUE,TRUE,TRUE,rescued
PPM023262,PGS005361,PSS012164,0.721251776801549,307,779,TRUE,TRUE,TRUE,rescued
PPM023263,PGS005362,PSS012164,0.721251776801549,307,779,TRUE,TRUE,TRUE,rescued
PPM023264,PGS005358,PSS012165,0.71248165333738,396,1287,TRUE,TRUE,TRUE,rescued
PPM023265,PGS005359,PSS012165,0.71248165333738,396,1287,TRUE,TRUE,TRUE,rescued
PPM023266,PGS005360,PSS012165,0.71248165333738,396,1287,TRUE,TRUE,TRUE,rescued
PPM023267,PGS005361,PSS012165,0.71248165333738,396,1287,TRUE,TRUE,TRUE,rescued
PPM023268,PGS005362,PSS012165,0.71248165333738,396,1287,TRUE,TRUE,TRUE,rescued
PPM023299,PGS005363,PSS012149,0.803544575725027,252,665,TRUE,TRUE,TRUE,rescued
PPM023300,PGS005364,PSS012149,0.803544575725027,252,665,TRUE,TRUE,TRUE,rescued
PPM023301,PGS005365,PSS012149,0.803544575725027,252,665,TRUE,TRUE,TRUE,rescued
PPM023302,PGS005366,PSS012149,0.803544575725027,252,665,TRUE,TRUE,TRUE,rescued
PPM023303,PGS005367,PSS012149,0.803544575725027,252,665,TRUE,TRUE,TRUE,rescued
PPM023304,PGS005363,PSS012152,0.722513540572109,922,1924,TRUE,TRUE,TRUE,rescued
PPM023305,PGS005364,PSS012152,0.722513540572109,922,1924,TRUE,TRUE,TRUE,rescued
PPM023306,PGS005365,PSS012152,0.722513540572109,922,1924,TRUE,TRUE,TRUE,rescued
PPM023307,PGS005366,PSS012152,0.722513540572109,922,1924,TRUE,TRUE,TRUE,rescued
PPM023308,PGS005367,PSS012152,0.722513540572109,922,1924,TRUE,TRUE,TRUE,rescued
PPM023309,PGS005363,PSS012154,0.749537116406652,190,614,TRUE,TRUE,TRUE,rescued
PPM023310,PGS005364,PSS012154,0.749537116406652,190,614,TRUE,TRUE,TRUE,rescued
PPM023311,PGS005365,PSS012154,0.749537116406652,190,614,TRUE,TRUE,TRUE,rescued
PPM023312,PGS005366,PSS012154,0.749537116406652,190,614,TRUE,TRUE,TRUE,rescued
PPM023313,PGS005367,PSS012154,0.749537116406652,190,614,TRUE,TRUE,TRUE,rescued
PPM023314,PGS005363,PSS012159,0.715149798590131,1200,7944,TRUE,TRUE,TRUE,rescued
PPM023315,PGS005364,PSS012159,0.715149798590131,1200,7944,TRUE,TRUE,TRUE,rescued
PPM023316,PGS005365,PSS012159,0.715149798590131,1200,7944,TRUE,TRUE,TRUE,rescued
PPM023317,PGS005366,PSS012159,0.715149798590131,1200,7944,TRUE,TRUE,TRUE,rescued
PPM023318,PGS005367,PSS012159,0.715149798590131,1200,7944,TRUE,TRUE,TRUE,rescued
PPM023319,PGS005363,PSS012160,0.791383618913031,1875,11322,TRUE,TRUE,TRUE,rescued
PPM023320,PGS005364,PSS012160,0.791383618913031,1875,11322,TRUE,TRUE,TRUE,rescued
PPM023321,PGS005365,PSS012160,0.791383618913031,1875,11322,TRUE,TRUE,TRUE,rescued
PPM023322,PGS005366,PSS012160,0.791383618913031,1875,11322,TRUE,TRUE,TRUE,rescued
PPM023323,PGS005367,PSS012160,0.791383618913031,1875,11322,TRUE,TRUE,TRUE,rescued
PPM023324,PGS005363,PSS012166,0.859999905863304,1057,603,TRUE,TRUE,TRUE,rescued
PPM023325,PGS005364,PSS012166,0.859999905863304,1057,603,TRUE,TRUE,TRUE,rescued
PPM023326,PGS005365,PSS012166,0.859999905863304,1057,603,TRUE,TRUE,TRUE,rescued
PPM023327,PGS005366,PSS012166,0.859999905863304,1057,603,TRUE,TRUE,TRUE,rescued
PPM023328,PGS005367,PSS012166,0.859999905863304,1057,603,TRUE,TRUE,TRUE,rescued
PPM023329,PGS005363,PSS012167,0.834288046941376,2354,1280,TRUE,TRUE,TRUE,rescued
PPM023330,PGS005364,PSS012167,0.834288046941376,2354,1280,TRUE,TRUE,TRUE,rescued
PPM023331,PGS005365,PSS012167,0.834288046941376,2354,1280,TRUE,TRUE,TRUE,rescued
PPM023332,PGS005366,PSS012167,0.834288046941376,2354,1280,TRUE,TRUE,TRUE,rescued
PPM023333,PGS005367,PSS012167,0.834288046941376,2354,1280,TRUE,TRUE,TRUE,rescued
PPM023334,PGS005368,PSS012150,0.757096822406426,8924,32812,TRUE,TRUE,TRUE,rescued
PPM023335,PGS005369,PSS012150,0.757096822406426,8924,32812,TRUE,TRUE,TRUE,rescued
PPM023336,PGS005370,PSS012150,0.757096822406426,8924,32812,TRUE,TRUE,TRUE,rescued
PPM023337,PGS005371,PSS012150,0.757096822406426,8924,32812,TRUE,TRUE,TRUE,rescued
PPM023338,PGS005372,PSS012150,0.757096822406426,8924,32812,TRUE,TRUE,TRUE,rescued
PPM023339,PGS005368,PSS012155,0.6923278573457,1165,6408,TRUE,TRUE,TRUE,rescued
PPM023340,PGS005369,PSS012155,0.6923278573457,1165,6408,TRUE,TRUE,TRUE,rescued
PPM023341,PGS005370,PSS012155,0.6923278573457,1165,6408,TRUE,TRUE,TRUE,rescued
PPM023342,PGS005371,PSS012155,0.6923278573457,1165,6408,TRUE,TRUE,TRUE,rescued
PPM023343,PGS005372,PSS012155,0.6923278573457,1165,6408,TRUE,TRUE,TRUE,rescued
PPM023344,PGS005368,PSS012158,0.721415251527467,3694,18075,TRUE,TRUE,TRUE,rescued
PPM023345,PGS005369,PSS012158,0.721415251527467,3694,18075,TRUE,TRUE,TRUE,rescued
PPM023346,PGS005370,PSS012158,0.721415251527467,3694,18075,TRUE,TRUE,TRUE,rescued
PPM023347,PGS005371,PSS012158,0.721415251527467,3694,18075,TRUE,TRUE,TRUE,rescued
PPM023348,PGS005372,PSS012158,0.721415251527467,3694,18075,TRUE,TRUE,TRUE,rescued
PPM023349,PGS005368,PSS012163,0.729716477355709,2530,20653,TRUE,TRUE,TRUE,rescued
PPM023350,PGS005369,PSS012163,0.729716477355709,2530,20653,TRUE,TRUE,TRUE,rescued
PPM023351,PGS005370,PSS012163,0.729716477355709,2530,20653,TRUE,TRUE,TRUE,rescued
PPM023352,PGS005371,PSS012163,0.729716477355709,2530,20653,TRUE,TRUE,TRUE,rescued
PPM023353,PGS005372,PSS012163,0.729716477355709,2530,20653,TRUE,TRUE,TRUE,rescued
PPM023384,PGS005373,PSS012146,0.718509641482174,793,604,TRUE,TRUE,TRUE,rescued
PPM023385,PGS005374,PSS012146,0.718509641482174,793,604,TRUE,TRUE,TRUE,rescued
PPM023386,PGS005375,PSS012146,0.718509641482174,793,604,TRUE,TRUE,TRUE,rescued
PPM023387,PGS005376,PSS012146,0.718509641482174,793,604,TRUE,TRUE,TRUE,rescued
PPM023388,PGS005377,PSS012146,0.718509641482174,793,604,TRUE,TRUE,TRUE,rescued
PPM023389,PGS005373,PSS012147,0.801444788441692,171,255,TRUE,TRUE,TRUE,rescued
PPM023390,PGS005374,PSS012147,0.801444788441692,171,255,TRUE,TRUE,TRUE,rescued
PPM023391,PGS005375,PSS012147,0.801444788441692,171,255,TRUE,TRUE,TRUE,rescued
PPM023392,PGS005376,PSS012147,0.801444788441692,171,255,TRUE,TRUE,TRUE,rescued
PPM023393,PGS005377,PSS012147,0.801444788441692,171,255,TRUE,TRUE,TRUE,rescued
PPM023394,PGS005373,PSS012157,0.6732169850213,247,383,TRUE,TRUE,TRUE,rescued
PPM023395,PGS005374,PSS012157,0.6732169850213,247,383,TRUE,TRUE,TRUE,rescued
PPM023396,PGS005375,PSS012157,0.6732169850213,247,383,TRUE,TRUE,TRUE,rescued
PPM023397,PGS005376,PSS012157,0.6732169850213,247,383,TRUE,TRUE,TRUE,rescued
PPM023398,PGS005377,PSS012157,0.6732169850213,247,383,TRUE,TRUE,TRUE,rescued
PPM023399,PGS005373,PSS012161,0.794071741194455,465,1393,TRUE,TRUE,TRUE,rescued
PPM023400,PGS005374,PSS012161,0.794071741194455,465,1393,TRUE,TRUE,TRUE,rescued
PPM023401,PGS005375,PSS012161,0.794071741194455,465,1393,TRUE,TRUE,TRUE,rescued
PPM023402,PGS005376,PSS012161,0.794071741194455,465,1393,TRUE,TRUE,TRUE,rescued
PPM023403,PGS005377,PSS012161,0.794071741194455,465,1393,TRUE,TRUE,TRUE,rescued
PPM023410,PGS005384,PSS012170,0.639,525,3760,TRUE,TRUE,TRUE,rescued
PPM023437,PGS005394,PSS012183,0.63,112,989,TRUE,TRUE,TRUE,rescued
PPM023438,PGS005395,PSS012184,0.89,250,2261,TRUE,TRUE,TRUE,rescued
PPM023439,PGS005396,PSS012182,0.77,166,1399,TRUE,TRUE,TRUE,rescued
PPM023446,PGS005402,PSS012191,0.629,415,2406,TRUE,TRUE,TRUE,rescued
PPM030615,PGS012530,PSS012203,0.786,2681,2562,TRUE,TRUE,TRUE,rescued
PPM030644,PGS012539,PSS012214,0.73,63,502,TRUE,TRUE,TRUE,rescued
PPM030687,PGS012558,PSS012247,0.669,56,2034,TRUE,TRUE,TRUE,rescued
PPM030689,PGS012560,PSS012250,0.59,6833,415748,TRUE,TRUE,TRUE,rescued
PPM030691,PGS012560,PSS012251,0.55,226,8716,TRUE,TRUE,TRUE,rescued
PPM030692,PGS012561,PSS012250,0.59,6833,415748,TRUE,TRUE,TRUE,rescued
PPM036559,PGS000329,PSS012311,0.561,670,273,TRUE,TRUE,TRUE,rescued
PPM036560,PGS000018,PSS012311,0.63,670,273,TRUE,TRUE,TRUE,rescued
PPM036561,PGS000013,PSS012311,0.64,670,273,TRUE,TRUE,TRUE,rescued
PPM036562,PGS000329,PSS012311,0.589,670,273,TRUE,TRUE,TRUE,rescued
PPM036563,PGS000018,PSS012311,0.635,670,273,TRUE,TRUE,TRUE,rescued
PPM036564,PGS000013,PSS012311,0.63,670,273,TRUE,TRUE,TRUE,rescued
PPM036601,PGS018419,PSS012338,0.665842593662742,3481,14911,TRUE,TRUE,TRUE,rescued
PPM036602,PGS018420,PSS012337,0.667064802824827,3481,14911,TRUE,TRUE,TRUE,rescued
PPM036603,PGS018421,PSS012339,0.658588348128803,3481,14911,TRUE,TRUE,TRUE,rescued
PPM036604,PGS018422,PSS012340,0.665241979361949,3481,14911,TRUE,TRUE,TRUE,rescued
PPM036605,PGS018423,PSS012341,0.662048695668994,3481,14911,TRUE,TRUE,TRUE,rescued
PPM036606,PGS018424,PSS012322,0.731494946255585,1504,14911,TRUE,TRUE,TRUE,rescued
PPM036607,PGS018425,PSS012321,0.732506399673524,1504,14911,TRUE,TRUE,TRUE,rescued
PPM036608,PGS018426,PSS012323,0.708744445768296,1504,14911,TRUE,TRUE,TRUE,rescued
PPM036609,PGS018427,PSS012324,0.728070683930327,1504,14911,TRUE,TRUE,TRUE,rescued
PPM036610,PGS018428,PSS012325,0.738332813701722,1504,14911,TRUE,TRUE,TRUE,rescued
PPM036611,PGS018429,PSS012326,0.713206693045403,1504,14911,TRUE,TRUE,TRUE,rescued
PPM036612,PGS018430,PSS012328,0.651989517649683,1720,14911,TRUE,TRUE,TRUE,rescued
PPM036613,PGS018431,PSS012327,0.653081617597747,1720,14911,TRUE,TRUE,TRUE,rescued
PPM036614,PGS018432,PSS012329,0.647705962353374,1720,14911,TRUE,TRUE,TRUE,rescued
PPM036615,PGS018433,PSS012330,0.652726643199261,1720,14911,TRUE,TRUE,TRUE,rescued
PPM036616,PGS018434,PSS012331,0.647464217925583,1720,14911,TRUE,TRUE,TRUE,rescued
PPM036617,PGS018435,PSS012333,0.672746520319629,535,14911,TRUE,TRUE,TRUE,rescued
PPM036618,PGS018436,PSS012332,0.670780963937431,535,14911,TRUE,TRUE,TRUE,rescued
PPM036619,PGS018437,PSS012334,0.664922778579698,535,14911,TRUE,TRUE,TRUE,rescued
PPM036620,PGS018438,PSS012335,0.670887765853096,535,14911,TRUE,TRUE,TRUE,rescued
PPM036621,PGS018439,PSS012336,0.670991935327178,535,14911,TRUE,TRUE,TRUE,rescued
