performance_id,pgs_id,sampleset_id,reported_trait,ancestry_eval,train_bucket,auc_single,n_cases,n_controls,n_total,ci_lo_logit,ci_hi_logit
PPM023316,PGS005365,PSS012159,Type 2 diabetes,East Asian,Train: East Asian-only,0.715149798590131,1200,7944,9144,0.6977040143038075,0.7319755394851092
PPM023317,PGS005366,PSS012159,Type 2 diabetes,East Asian,Train: Multi incl. EUR,0.715149798590131,1200,7944,9144,0.6977040143038075,0.7319755394851092
PPM023318,PGS005367,PSS012159,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.715149798590131,1200,7944,9144,0.6977040143038075,0.7319755394851092
PPM023319,PGS005363,PSS012160,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.791383618913031,1875,11322,13197,0.778488815180342,0.803717041264223
PPM023320,PGS005364,PSS012160,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.791383618913031,1875,11322,13197,0.778488815180342,0.803717041264223
PPM023321,PGS005365,PSS012160,Type 2 diabetes,East Asian,Train: East Asian-only,0.791383618913031,1875,11322,13197,0.778488815180342,0.803717041264223
PPM023322,PGS005366,PSS012160,Type 2 diabetes,East Asian,Train: Multi incl. EUR,0.791383618913031,1875,11322,13197,0.778488815180342,0.803717041264223
PPM023323,PGS005367,PSS012160,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.791383618913031,1875,11322,13197,0.778488815180342,0.803717041264223
PPM023324,PGS005363,PSS012166,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.859999905863304,1057,603,1660,0.8418681961253922,0.876357935107811
PPM023325,PGS005364,PSS012166,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.859999905863304,1057,603,1660,0.8418681961253922,0.876357935107811
PPM023326,PGS005365,PSS012166,Type 2 diabetes,East Asian,Train: East Asian-only,0.859999905863304,1057,603,1660,0.8418681961253922,0.876357935107811
PPM023327,PGS005366,PSS012166,Type 2 diabetes,East Asian,Train: Multi incl. EUR,0.859999905863304,1057,603,1660,0.8418681961253922,0.876357935107811
PPM023328,PGS005367,PSS012166,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.859999905863304,1057,603,1660,0.8418681961253922,0.876357935107811
PPM023329,PGS005363,PSS012167,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.834288046941376,2354,1280,3634,0.8211791800541445,0.8466154350161346
PPM023330,PGS005364,PSS012167,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.834288046941376,2354,1280,3634,0.8211791800541445,0.8466154350161346
PPM023331,PGS005365,PSS012167,Type 2 diabetes,East Asian,Train: East Asian-only,0.834288046941376,2354,1280,3634,0.8211791800541445,0.8466154350161346
PPM023332,PGS005366,PSS012167,Type 2 diabetes,East Asian,Train: Multi incl. EUR,0.834288046941376,2354,1280,3634,0.8211791800541445,0.8466154350161346
PPM023333,PGS005367,PSS012167,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.834288046941376,2354,1280,3634,0.8211791800541445,0.8466154350161346
PPM023334,PGS005368,PSS012150,Type 2 diabetes,European,Train: Multi incl. EUR,0.757096822406426,8924,32812,41736,0.7508530928981119,0.7632334212258741
PPM023335,PGS005369,PSS012150,Type 2 diabetes,European,Train: Multi incl. EUR,0.757096822406426,8924,32812,41736,0.7508530928981119,0.7632334212258741
PPM023336,PGS005370,PSS012150,Type 2 diabetes,European,Train: Multi incl. EUR,0.757096822406426,8924,32812,41736,0.7508530928981119,0.7632334212258741
PPM023337,PGS005371,PSS012150,Type 2 diabetes,European,Train: European-only,0.757096822406426,8924,32812,41736,0.7508530928981119,0.7632334212258741
PPM023338,PGS005372,PSS012150,Type 2 diabetes,European,Train: Multi incl. EUR,0.757096822406426,8924,32812,41736,0.7508530928981119,0.7632334212258741
PPM023339,PGS005368,PSS012155,Type 2 diabetes,European,Train: Multi incl. EUR,0.6923278573457,1165,6408,7573,0.6742305459356354,0.7098524592047818
PPM023340,PGS005369,PSS012155,Type 2 diabetes,European,Train: Multi incl. EUR,0.6923278573457,1165,6408,7573,0.6742305459356354,0.7098524592047818
PPM023341,PGS005370,PSS012155,Type 2 diabetes,European,Train: Multi incl. EUR,0.6923278573457,1165,6408,7573,0.6742305459356354,0.7098524592047818
PPM023342,PGS005371,PSS012155,Type 2 diabetes,European,Train: European-only,0.6923278573457,1165,6408,7573,0.6742305459356354,0.7098524592047818
PPM023343,PGS005372,PSS012155,Type 2 diabetes,European,Train: Multi incl. EUR,0.6923278573457,1165,6408,7573,0.6742305459356354,0.7098524592047818
PPM023344,PGS005368,PSS012158,Type 2 diabetes,European,Train: Multi incl. EUR,0.721415251527467,3694,18075,21769,0.7114654689912807,0.7311515803602394
PPM023345,PGS005369,PSS012158,Type 2 diabetes,European,Train: Multi incl. EUR,0.721415251527467,3694,18075,21769,0.7114654689912807,0.7311515803602394
PPM023346,PGS005370,PSS012158,Type 2 diabetes,European,Train: Multi incl. EUR,0.721415251527467,3694,18075,21769,0.7114654689912807,0.7311515803602394
PPM023347,PGS005371,PSS012158,Type 2 diabetes,European,Train: European-only,0.721415251527467,3694,18075,21769,0.7114654689912807,0.7311515803602394
PPM023348,PGS005372,PSS012158,Type 2 diabetes,European,Train: Multi incl. EUR,0.721415251527467,3694,18075,21769,0.7114654689912807,0.7311515803602394
PPM023349,PGS005368,PSS012163,Type 2 diabetes,European,Train: Multi incl. EUR,0.729716477355709,2530,20653,23183,0.7179790998749527,0.7411414801683659
PPM023350,PGS005369,PSS012163,Type 2 diabetes,European,Train: Multi incl. EUR,0.729716477355709,2530,20653,23183,0.7179790998749527,0.7411414801683659
PPM023351,PGS005370,PSS012163,Type 2 diabetes,European,Train: Multi incl. EUR,0.729716477355709,2530,20653,23183,0.7179790998749527,0.7411414801683659
PPM023352,PGS005371,PSS012163,Type 2 diabetes,European,Train: European-only,0.729716477355709,2530,20653,23183,0.7179790998749527,0.7411414801683659
PPM023353,PGS005372,PSS012163,Type 2 diabetes,European,Train: Multi incl. EUR,0.729716477355709,2530,20653,23183,0.7179790998749527,0.7411414801683659
PPM023384,PGS005373,PSS012146,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.718509641482174,793,604,1397,0.6914573234046385,0.744067989999197
PPM023385,PGS005374,PSS012146,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.718509641482174,793,604,1397,0.6914573234046385,0.744067989999197
PPM023386,PGS005375,PSS012146,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.718509641482174,793,604,1397,0.6914573234046385,0.744067989999197
PPM023387,PGS005376,PSS012146,Type 2 diabetes,South Asian,Train: Multi incl. EUR,0.718509641482174,793,604,1397,0.6914573234046385,0.744067989999197
PPM023388,PGS005377,PSS012146,Type 2 diabetes,South Asian,Train: South Asian-only,0.718509641482174,793,604,1397,0.6914573234046385,0.744067989999197
PPM023389,PGS005373,PSS012147,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.801444788441692,171,255,426,0.7530231715723491,0.8423603657917734
PPM023390,PGS005374,PSS012147,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.801444788441692,171,255,426,0.7530231715723491,0.8423603657917734
PPM023391,PGS005375,PSS012147,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.801444788441692,171,255,426,0.7530231715723491,0.8423603657917734
PPM023392,PGS005376,PSS012147,Type 2 diabetes,South Asian,Train: Multi incl. EUR,0.801444788441692,171,255,426,0.7530231715723491,0.8423603657917734
PPM023393,PGS005377,PSS012147,Type 2 diabetes,South Asian,Train: South Asian-only,0.801444788441692,171,255,426,0.7530231715723491,0.8423603657917734
PPM023394,PGS005373,PSS012157,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.6732169850213,247,383,630,0.627948184416012,0.7154734841633359
PPM023395,PGS005374,PSS012157,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.6732169850213,247,383,630,0.627948184416012,0.7154734841633359
PPM023396,PGS005375,PSS012157,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.6732169850213,247,383,630,0.627948184416012,0.7154734841633359
PPM023397,PGS005376,PSS012157,Type 2 diabetes,South Asian,Train: Multi incl. EUR,0.6732169850213,247,383,630,0.627948184416012,0.7154734841633359
PPM023398,PGS005377,PSS012157,Type 2 diabetes,South Asian,Train: South Asian-only,0.6732169850213,247,383,630,0.627948184416012,0.7154734841633359
PPM023399,PGS005373,PSS012161,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.794071741194455,465,1393,1858,0.7668708761393966,0.818848585627371
PPM023400,PGS005374,PSS012161,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.794071741194455,465,1393,1858,0.7668708761393966,0.818848585627371
PPM023401,PGS005375,PSS012161,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.794071741194455,465,1393,1858,0.7668708761393966,0.818848585627371
PPM023402,PGS005376,PSS012161,Type 2 diabetes,South Asian,Train: Multi incl. EUR,0.794071741194455,465,1393,1858,0.7668708761393966,0.818848585627371
PPM023403,PGS005377,PSS012161,Type 2 diabetes,South Asian,Train: South Asian-only,0.794071741194455,465,1393,1858,0.7668708761393966,0.818848585627371
PPM023410,PGS005384,PSS012170,triple negative breast cancer risk,African,Train: African-only,0.639,525,3760,4285,0.6117429256562642,0.6653901951560115
PPM023437,PGS005394,PSS012183,Colorectal carcinoma,African,Train: Multi incl. EUR,0.63,112,989,1101,0.570619082372676,0.6856922243597597
PPM023438,PGS005395,PSS012184,Prostate carcinoma,African,Train: Multi incl. EUR,0.89,250,2261,2511,0.8600461693348191,0.9141826124346483
PPM023439,PGS005396,PSS012182,Breast carcinoma,African,Train: Multi incl. EUR,0.77,166,1399,1565,0.7238839001164113,0.810430952331384
PPM023446,PGS005402,PSS012191,Advanced colorectal neoplasia,East Asian,Train: East Asian-only,0.629,415,2406,2821,0.597937702659396,0.6590309664355086
PPM030615,PGS012530,PSS012203,coronary artery disease,East Asian,Train: Multi incl. EUR,0.786,2681,2562,5243,0.7734736905285222,0.7980145223466882
PPM030644,PGS012539,PSS012214,Pediatric Steroid-Sensitive Nephrotic Syndrome,European,Train: Multi incl. EUR,0.73,63,502,565,0.6506191877865322,0.7969732100229293
PPM030687,PGS012558,PSS012247,Coronary artery disease,East Asian,Train: Multi incl. EUR,0.669,56,2034,2090,0.5861826491560934,0.7425232264648873
PPM030689,PGS012560,PSS012250,incident fibromyalgia cases,European,Train: Multi incl. EUR,0.59,6833,415748,422581,0.5828319650358235,0.5971300049416507
PPM030691,PGS012560,PSS012251,incident fibromyalgia cases,South Asian,Train: Multi incl. EUR,0.55,226,8716,8942,0.5106964896840126,0.5886891191270078
PPM030692,PGS012561,PSS012250,incident fibromyalgia cases,European,Train: European-only,0.59,6833,415748,422581,0.5828319650358235,0.5971300049416507
PPM036559,PGS000329,PSS012311,Obstructive CAD,European,Train: European-only,0.561,670,273,943,0.5211160402642602,0.6001112220302524
PPM036560,PGS000018,PSS012311,Obstructive CAD,European,Train: Multi incl. EUR,0.63,670,273,943,0.591812416382826,0.666627456401209
PPM036561,PGS000013,PSS012311,Obstructive CAD,European,Train: Multi incl. EUR,0.64,670,273,943,0.6021419646175965,0.6761928726441947
PPM036562,PGS000329,PSS012311,coronary atherosclerosis,European,Train: European-only,0.589,670,273,943,0.549683873500947,0.6272114697459763
PPM036563,PGS000018,PSS012311,coronary atherosclerosis,European,Train: Multi incl. EUR,0.635,670,273,943,0.5969745026105149,0.6714125394375973
PPM036564,PGS000013,PSS012311,coronary atherosclerosis,European,Train: Multi incl. EUR,0.63,670,273,943,0.591812416382826,0.666627456401209
PPM036601,PGS018419,PSS012338,Viral hepatitis,East Asian,Train: East Asian-only,0.665842593662742,3481,14911,18392,0.6551531225755394,0.6763643968962589
PPM036602,PGS018420,PSS012337,Viral hepatitis,East Asian,Train: East Asian-only,0.667064802824827,3481,14911,18392,0.6563811242655946,0.6775794747466025
PPM036603,PGS018421,PSS012339,Viral hepatitis,East Asian,Train: East Asian-only,0.658588348128803,3481,14911,18392,0.6478664869415365,0.6691504633244626
PPM036604,PGS018422,PSS012340,Viral hepatitis,East Asian,Train: East Asian-only,0.665241979361949,3481,14911,18392,0.6545496973309822,0.6757672510125956
PPM036605,PGS018423,PSS012341,Viral hepatitis,East Asian,Train: East Asian-only,0.662048695668994,3481,14911,18392,0.651341861327646,0.6725920104427193
PPM036606,PGS018424,PSS012322,Viral hepatitis B,East Asian,Train: East Asian-only,0.731494946255585,1504,14911,16415,0.7163132467750956,0.7461521065435436
PPM036607,PGS018425,PSS012321,Viral hepatitis B,East Asian,Train: East Asian-only,0.732506399673524,1504,14911,16415,0.7173365997094318,0.7471490432977318
PPM036608,PGS018426,PSS012323,Viral hepatitis B,East Asian,Train: East Asian-only,0.708744445768296,1504,14911,16415,0.6933256144489984,0.7236969960350028
PPM036609,PGS018427,PSS012324,Viral hepatitis B,East Asian,Train: East Asian-only,0.728070683930327,1504,14911,16415,0.7128495740082861,0.7427760981980422
PPM036610,PGS018428,PSS012325,Viral hepatitis B,East Asian,Train: East Asian-only,0.738332813701722,1504,14911,16415,0.7232338821289146,0.7528894694665803
PPM036611,PGS018429,PSS012326,Viral hepatitis B,East Asian,Train: East Asian-only,0.713206693045403,1504,14911,16415,0.6978298561666274,0.7281059159417947
PPM036612,PGS018430,PSS012328,Chronic hepatitis,East Asian,Train: East Asian-only,0.651989517649683,1720,14911,16631,0.6371824804951753,0.6665085390752682
PPM036613,PGS018431,PSS012327,Chronic hepatitis,East Asian,Train: East Asian-only,0.653081617597747,1720,14911,16631,0.6382784860099869,0.6675944380542695
PPM036614,PGS018432,PSS012329,Chronic hepatitis,East Asian,Train: East Asian-only,0.647705962353374,1720,14911,16631,0.6328846179990834,0.6622482672130456
PPM036615,PGS018433,PSS012330,Chronic hepatitis,East Asian,Train: East Asian-only,0.652726643199261,1720,14911,16631,0.6379222306181888,0.6672414910488065
PPM036616,PGS018434,PSS012331,Chronic hepatitis,East Asian,Train: East Asian-only,0.647464217925583,1720,14911,16631,0.6326421140205282,0.6620077876220887
PPM036617,PGS018435,PSS012333,Hepatitis NOS,East Asian,Train: East Asian-only,0.672746520319629,535,14911,15446,0.6467643824105497,0.6977107770269971
PPM036618,PGS018436,PSS012332,Hepatitis NOS,East Asian,Train: East Asian-only,0.670780963937431,535,14911,15446,0.6447871339027463,0.6957701188860493
PPM036619,PGS018437,PSS012334,Hepatitis NOS,East Asian,Train: East Asian-only,0.664922778579698,535,14911,15446,0.6388977636537642,0.6899822808937113
PPM036620,PGS018438,PSS012335,Hepatitis NOS,East Asian,Train: East Asian-only,0.670887765853096,535,14911,15446,0.6448945551920042,0.6958755847020778
PPM036621,PGS018439,PSS012336,Hepatitis NOS,East Asian,Train: East Asian-only,0.670991935327178,535,14911,15446,0.6449993305354091,0.6959784491522375
PPM036622,PGS018440,PSS012343,Viral warts HPV,East Asian,Train: East Asian-only,0.683280878542083,339,14911,15250,0.6506990316968481,0.7141586260343484
PPM036623,PGS018441,PSS012342,Viral warts HPV,East Asian,Train: East Asian-only,0.68572784559082,339,14911,15250,0.6531668037980403,0.7165585489549515
PPM036624,PGS018442,PSS012344,Viral warts HPV,East Asian,Train: East Asian-only,0.687741563562289,339,14911,15250,0.6551985703473817,0.7185325641608318
PPM036625,PGS018443,PSS012345,Viral warts HPV,East Asian,Train: East Asian-only,0.691242770032379,339,14911,15250,0.6587331645352368,0.7219626030205346
PPM036626,PGS018444,PSS012346,Viral warts HPV,East Asian,Train: East Asian-only,0.68781436523372,339,14911,15250,0.6552720402681272,0.7186039136952981
PPM036627,PGS018445,PSS012348,Dermatophytosis of nail,East Asian,Train: East Asian-only,0.644422604182718,519,18156,18675,0.6179900877620377,0.6700028006734791
PPM036628,PGS018446,PSS012347,Dermatophytosis of nail,East Asian,Train: East Asian-only,0.640933043997621,519,18156,18675,0.6144963039304306,0.6665406373379009
PPM036629,PGS018447,PSS012349,Dermatophytosis of nail,East Asian,Train: East Asian-only,0.637476806660834,519,18156,18675,0.6110377109579136,0.663109593077252
PPM036630,PGS018448,PSS012350,Dermatophytosis of nail,East Asian,Train: East Asian-only,0.644023578992767,519,18156,18675,0.6175904853058701,0.6696070084205329
PPM036631,PGS018449,PSS012351,Dermatophytosis of nail,East Asian,Train: East Asian-only,0.642058698303421,519,18156,18675,0.6156231174847862,0.6676576698866749
PPM036632,PGS018450,PSS012353,Dermatophytosis of the body,East Asian,Train: East Asian-only,0.662269015752368,224,18156,18380,0.6219784813945202,0.7003342345115642
PPM036633,PGS018451,PSS012352,Dermatophytosis of the body,East Asian,Train: East Asian-only,0.662746278286595,224,18156,18380,0.6224572187859765,0.7008025357538886
PPM036634,PGS018452,PSS012354,Dermatophytosis of the body,East Asian,Train: East Asian-only,0.662224018821012,224,18156,18380,0.6219333481889864,0.7002900794281892
PPM036635,PGS018453,PSS012355,Dermatophytosis of the body,East Asian,Train: East Asian-only,0.662964869936739,224,18156,18380,0.6226765039241015,0.7010170033815157
PPM036636,PGS018454,PSS012356,Dermatophytosis of the body,East Asian,Train: East Asian-only,0.662645219604696,224,18156,18380,0.622355843313619,0.700703379504593
PPM036637,PGS018455,PSS012363,Cancer of mouth,East Asian,Train: East Asian-only,0.707874519091975,360,18859,19219,0.6765740902405908,0.7373218364165768
PPM036638,PGS018456,PSS012362,Cancer of mouth,East Asian,Train: East Asian-only,0.710555967972851,360,18859,19219,0.6792915036727324,0.7399394328667991
PPM036639,PGS018457,PSS012364,Cancer of mouth,East Asian,Train: East Asian-only,0.711165756402779,360,18859,19219,0.6799096862750867,0.7405344727809237
PPM036640,PGS018458,PSS012365,Cancer of mouth,East Asian,Train: East Asian-only,0.710304835298207,360,18859,19219,0.6790369372468799,0.7396943495595882
PPM036641,PGS018459,PSS012366,Cancer of mouth,East Asian,Train: East Asian-only,0.712122417236686,360,18859,19219,0.6808796778066087,0.7414678247600003
PPM036642,PGS018460,PSS012358,Cancer of tongue,East Asian,Train: East Asian-only,0.686156681463566,201,18859,19060,0.6437254924477164,0.725687873458037
PPM036643,PGS018461,PSS012357,Cancer of tongue,East Asian,Train: East Asian-only,0.685989955836175,201,18859,19060,0.643557310733026,0.7255256094571811
PPM036644,PGS018462,PSS012359,Cancer of tongue,East Asian,Train: East Asian-only,0.686037177176844,201,18859,19060,0.6436049437349135,0.7255715679504985
PPM036645,PGS018463,PSS012360,Cancer of tongue,East Asian,Train: East Asian-only,0.68621841215472,201,18859,19060,0.6437877641175597,0.7257479501944726
PPM036646,PGS018464,PSS012361,Cancer of tongue,East Asian,Train: East Asian-only,0.685629860137775,201,18859,19060,0.6431940951395361,0.7251751228194125
PPM036647,PGS018465,PSS012373,Cancer of larynx pharynx nasal cavities,East Asian,Train: East Asian-only,0.72272710365137,335,18859,19194,0.6904817702355062,0.7528157328922821
PPM036648,PGS018466,PSS012372,Cancer of larynx pharynx nasal cavities,East Asian,Train: East Asian-only,0.721281972343068,335,18859,19194,0.6890127381531048,0.751410889655409
PPM036649,PGS018467,PSS012374,Cancer of larynx pharynx nasal cavities,East Asian,Train: East Asian-only,0.720099750465552,335,18859,19194,0.6878113213443209,0.7502612484758563
PPM036650,PGS018468,PSS012375,Cancer of larynx pharynx nasal cavities,East Asian,Train: East Asian-only,0.719453635898138,335,18859,19194,0.6871548517911379,0.7496327968518938
PPM036651,PGS018469,PSS012376,Cancer of larynx pharynx nasal cavities,East Asian,Train: East Asian-only,0.718380946426466,335,18859,19194,0.6860651816963038,0.7485892087400284
PPM036652,PGS018470,PSS012368,Cancer of nasopharynx,East Asian,Train: East Asian-only,0.707296024953452,211,18859,19070,0.6661508071822297,0.7453090869612287
PPM036653,PGS018471,PSS012367,Cancer of nasopharynx,East Asian,Train: East Asian-only,0.711860454070605,211,18859,19070,0.6707838425753906,0.7497241468540433
PPM036654,PGS018472,PSS012369,Cancer of nasopharynx,East Asian,Train: East Asian-only,0.695271394175132,211,18859,19070,0.6539725202699354,0.7336487142623397
PPM036655,PGS018473,PSS012370,Cancer of nasopharynx,East Asian,Train: East Asian-only,0.709547203504983,211,18859,19070,0.6684351053588249,0.7474873695729731
PPM036656,PGS018474,PSS012371,Cancer of nasopharynx,East Asian,Train: East Asian-only,0.698657208935656,211,18859,19070,0.6573976803715609,0.73693620300789
PPM036657,PGS018475,PSS012378,Cancer of esophagus,East Asian,Train: East Asian-only,0.674043484369921,157,15322,15479,0.625767986450985,0.7188890433629324
PPM036658,PGS018476,PSS012377,Cancer of esophagus,East Asian,Train: East Asian-only,0.674028103297619,157,15322,15479,0.6257525297261262,0.7188740867942903
PPM036659,PGS018477,PSS012379,Cancer of esophagus,East Asian,Train: East Asian-only,0.678081639406141,157,15322,15479,0.6298283503876559,0.7228131510120633
PPM036660,PGS018478,PSS012380,Cancer of esophagus,East Asian,Train: East Asian-only,0.677628937034878,157,15322,15479,0.6293729248225767,0.7223734923353019
PPM036661,PGS018479,PSS012381,Cancer of esophagus,East Asian,Train: East Asian-only,0.673265285252378,157,15322,15479,0.624986044498506,0.7181322279363123
PPM036662,PGS018480,PSS012383,Cancer of stomach,East Asian,Train: East Asian-only,0.616140190575643,230,15322,15552,0.5764494310537781,0.6543418232881344
PPM036663,PGS018481,PSS012382,Cancer of stomach,East Asian,Train: East Asian-only,0.615591107983406,230,15322,15552,0.5759042558836709,0.653796664124864
PPM036664,PGS018482,PSS012384,Cancer of stomach,East Asian,Train: East Asian-only,0.615641050379392,230,15322,15552,0.5759538402275974,0.6538462525972457
PPM036665,PGS018483,PSS012385,Cancer of stomach,East Asian,Train: East Asian-only,0.615648428233345,230,15322,15552,0.5759611652324106,0.6538535781172317
PPM036666,PGS018484,PSS012386,Cancer of stomach,East Asian,Train: East Asian-only,0.617214803380192,230,15322,15552,0.5775165821581301,0.6554085518634865
PPM036667,PGS018485,PSS012398,Colorectal cancer,East Asian,Train: East Asian-only,0.64113209608989,638,16581,17219,0.617242173771669,0.6643417853804979
PPM036668,PGS018486,PSS012397,Colorectal cancer,East Asian,Train: East Asian-only,0.646823449962273,638,16581,17219,0.6229437796435222,0.66999194928701
PPM036669,PGS018487,PSS012399,Colorectal cancer,East Asian,Train: East Asian-only,0.644242598177201,638,16581,17219,0.6203577210952907,0.6674303640480791
PPM036670,PGS018488,PSS012400,Colorectal cancer,East Asian,Train: East Asian-only,0.642781262460205,638,16581,17219,0.6188938480894967,0.6659795042543615
PPM036671,PGS018489,PSS012401,Colorectal cancer,East Asian,Train: East Asian-only,0.640008042592846,638,16581,17219,0.6161166262895769,0.6632253071016971
PPM036672,PGS018490,PSS012388,Colon cancer,East Asian,Train: East Asian-only,0.628220273927444,442,16581,17023,0.599563101944222,0.6560032648909279
PPM036673,PGS018491,PSS012387,Colon cancer,East Asian,Train: East Asian-only,0.639747260193412,442,16581,17023,0.6110846607802951,0.6674470302815623
PPM036674,PGS018492,PSS012389,Colon cancer,East Asian,Train: East Asian-only,0.624612863057291,442,16581,17023,0.5959617889172458,0.6524171860520104
PPM036675,PGS018493,PSS012390,Colon cancer,East Asian,Train: East Asian-only,0.630488993972003,442,16581,17023,0.6018290549822805,0.6582574242688065
PPM036676,PGS018494,PSS012391,Colon cancer,East Asian,Train: East Asian-only,0.628203217933845,442,16581,17023,0.5995460698827823,0.6559863150084669
PPM036677,PGS018495,PSS012393,Malignant neoplasm of rectum rectosigmoid junction and anus,East Asian,Train: East Asian-only,0.648450006326286,337,16581,16918,0.6156293565890565,0.6799252217238917
PPM036678,PGS018496,PSS012392,Malignant neoplasm of rectum rectosigmoid junction and anus,East Asian,Train: East Asian-only,0.649983884525512,337,16581,16918,0.6171654657006713,0.6814411033515672
PPM036679,PGS018497,PSS012394,Malignant neoplasm of rectum rectosigmoid junction and anus,East Asian,Train: East Asian-only,0.648102284317057,337,16581,16918,0.6152811909232254,0.6795815125593601
PPM036680,PGS018498,PSS012395,Malignant neoplasm of rectum rectosigmoid junction and anus,East Asian,Train: East Asian-only,0.64899208042096,337,16581,16918,0.6161721680463546,0.6804609908005007
PPM036681,PGS018499,PSS012396,Malignant neoplasm of rectum rectosigmoid junction and anus,East Asian,Train: East Asian-only,0.648107295236387,337,16581,16918,0.6152862080732335,0.6795864658261158
PPM036682,PGS018500,PSS012408,Cancer of liver and intrahepatic bile duct,East Asian,Train: East Asian-only,0.650335390218044,417,15322,15739,0.6208210353557357,0.6787412263643001
PPM036683,PGS018501,PSS012407,Cancer of liver and intrahepatic bile duct,East Asian,Train: East Asian-only,0.651304514409618,417,15322,15739,0.6217923525666204,0.6797000630547011
PPM036684,PGS018502,PSS012409,Cancer of liver and intrahepatic bile duct,East Asian,Train: East Asian-only,0.642956930630929,417,15322,15739,0.6134311610676724,0.6714354478979668
PPM036685,PGS018503,PSS012410,Cancer of liver and intrahepatic bile duct,East Asian,Train: East Asian-only,0.650492372059799,417,15322,15739,0.6209783614387517,0.678896553538635
PPM036686,PGS018504,PSS012411,Cancer of liver and intrahepatic bile duct,East Asian,Train: East Asian-only,0.641578213737586,417,15322,15739,0.6120513397038759,0.670069212279304
PPM036687,PGS018505,PSS012403,Malignant neoplasm of liver primary,East Asian,Train: East Asian-only,0.652260701053287,390,15322,15712,0.6217463821699796,0.681574103617911
PPM036688,PGS018506,PSS012402,Malignant neoplasm of liver primary,East Asian,Train: East Asian-only,0.65257983325468,390,15322,15712,0.6220662870845767,0.681889609085666
PPM036689,PGS018507,PSS012404,Malignant neoplasm of liver primary,East Asian,Train: East Asian-only,0.641627925657426,390,15322,15712,0.6110981814920121,0.6710511114440151
PPM036690,PGS018508,PSS012405,Malignant neoplasm of liver primary,East Asian,Train: East Asian-only,0.647497314068258,390,15322,15712,0.6169736159544483,0.6768625436124308
PPM036691,PGS018509,PSS012406,Malignant neoplasm of liver primary,East Asian,Train: East Asian-only,0.641581570324554,390,15322,15712,0.6110518024460638,0.6710051880604504
PPM036692,PGS018510,PSS012413,Neoplasm of unspecified nature of digestive system,East Asian,Train: East Asian-only,0.589270758996415,274,15322,15596,0.5531399766322835,0.624463548007307
PPM036693,PGS018511,PSS012412,Neoplasm of unspecified nature of digestive system,East Asian,Train: East Asian-only,0.589734764286266,274,15322,15596,0.5535989139100238,0.6249272967666766
PPM036694,PGS018512,PSS012414,Neoplasm of unspecified nature of digestive system,East Asian,Train: East Asian-only,0.590413145736725,274,15322,15596,0.5542699586731396,0.6256052224910212
PPM036695,PGS018513,PSS012415,Neoplasm of unspecified nature of digestive system,East Asian,Train: East Asian-only,0.589055906444338,274,15322,15596,0.5529274844612119,0.6242487990633336
PPM036696,PGS018514,PSS012416,Neoplasm of unspecified nature of digestive system,East Asian,Train: East Asian-only,0.588908939676454,274,15322,15596,0.5527821372680317,0.6241018976361697
PPM036697,PGS018515,PSS012423,Cancer within the respiratory system,East Asian,Train: East Asian-only,0.604024490708683,515,19363,19878,0.5775706963589996,0.6298832555952659
PPM036698,PGS018516,PSS012422,Cancer within the respiratory system,East Asian,Train: East Asian-only,0.619993692303758,515,19363,19878,0.5934853810898149,0.645805050887866
PPM036699,PGS018517,PSS012424,Cancer within the respiratory system,East Asian,Train: East Asian-only,0.588395944823201,515,19363,19878,0.5620308238264737,0.6142632215645089
PPM036700,PGS018518,PSS012425,Cancer within the respiratory system,East Asian,Train: East Asian-only,0.603262352530023,515,19363,19878,0.5768120792883551,0.62912239510313706
PPM036701,PGS018519,PSS012426,Cancer within the respiratory system,East Asian,Train: East Asian-only,0.613340927973429,515,19363,19878,0.5868508352810992,0.6391768456118662
PPM036702,PGS018520,PSS012418,Cancer of bronchus lung,East Asian,Train: East Asian-only,0.60747412510329,512,19363,19875,0.5809287522239692,0.6333991353832121
PPM036703,PGS018521,PSS012417,Cancer of bronchus lung,East Asian,Train: East Asian-only,0.621433173933533,512,19363,19875,0.5948447802957612,0.6473112470047381
