performance_id,pgs_id,sampleset_id,reported_trait,auc_parsed_single,auc_parsed_ci_lower,auc_parsed_ci_upper,auc_native,ci_native_lower,ci_native_upper,auc_native_evaldf,ci_native_lower_evaldf,ci_native_upper_evaldf,auc_native_any,ci_native_lower_any,ci_native_upper_any,auc_single,reported_ci_lower,reported_ci_upper,auc,estimate_ci_lower,estimate_ci_upper,ancestry_eval,train_bucket,ci_lo_logit,ci_hi_logit,ci_lower_inferred,ci_upper_inferred,ci_lower_final,ci_upper_final,has_ci_final,ci_source_final
PPM017904,PGS003556,PSS010502,Whole body water mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017905,PGS003557,PSS010503,Lymphocyte percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017906,PGS003558,PSS010504,Hair/balding pattern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017907,PGS003559,PSS010506,Testosterone (male only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017908,PGS003560,PSS010507,Mean corpuscular haemoglobin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017909,PGS003561,PSS010508,Mean corpuscular volume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017910,PGS003562,PSS010509,Monocyte percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017911,PGS003563,PSS010510,Morning/evening person (chronotype),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017912,PGS003564,PSS010511,Myopia diagnosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017913,PGS003565,PSS010512,Neuroticism score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017914,PGS003566,PSS010513,Neutrophil percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017915,PGS003567,PSS010514,Mean reticulocyte volume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017916,PGS003568,PSS010515,Sensitive stomach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017917,PGS003569,PSS010517,Sitting height,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017918,PGS003570,PSS010518,Mean sphered cell volume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017919,PGS003571,PSS010519,"Systolic blood pressure, automated reading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017920,PGS003572,PSS010520,Urate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017921,PGS003573,PSS010521,Qualifications (years of education),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017922,PGS003490,PSS010355,Ankle spacing width,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017923,PGS003491,PSS010366,Apolipoprotein A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017924,PGS003492,PSS010377,Apolipoprotein B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017925,PGS003493,PSS010388,avMSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017926,PGS003494,PSS010399,Birth weight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017927,PGS003495,PSS010410,Cholesterol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017928,PGS003496,PSS010421,"Hair colour (natural, before greying)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017929,PGS003497,PSS010432,Ever depressed for a whole week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017930,PGS003498,PSS010438,"Diastolic blood pressure, automated reading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017931,PGS003499,PSS010356,PQ interval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017932,PGS003500,PSS010357,QT interval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017933,PGS003501,PSS010358,QTC interval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017934,PGS003502,PSS010359,Red blood cell (erythrocyte) count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017935,PGS003503,PSS010360,Red blood cell (erythrocyte) distribution width,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017936,PGS003504,PSS010361,Ever taken cannabis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017937,PGS003505,PSS010362,Age at first live birth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017938,PGS003506,PSS010363,Length of menstrual cycle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017939,PGS003507,PSS010364,Testosterone (female only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017940,PGS003508,PSS010365,Age when periods started (menarche),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017941,PGS003509,PSS010367,Body fat percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017942,PGS003510,PSS010368,Fluid intelligence score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017943,PGS003511,PSS010369,Haematocrit percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017944,PGS003512,PSS010370,Haemoglobin concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017945,PGS003513,PSS010371,Hand grip strength (mean of both),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017946,PGS003514,PSS010372,Standing height,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017947,PGS003515,PSS010373,Immature reticulocyte fraction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017948,PGS003516,PSS010374,Average total household income before tax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017949,PGS003517,PSS010375,LDL direct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017950,PGS003518,PSS010376,General happiness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017951,PGS003519,PSS010378,General happiness with own health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017952,PGS003520,PSS010379,Age first had sexual intercourse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017953,PGS003521,PSS010380,Alkaline phosphatase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017954,PGS003522,PSS010381,Alanine aminotransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017955,PGS003523,PSS010382,Aspartate aminotransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017956,PGS003524,PSS010383,Total bilirubin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017957,PGS003525,PSS010384,Body mass index (BMI),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017958,PGS003526,PSS010385,Creatinine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017959,PGS003527,PSS010386,C-reactive protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017960,PGS003528,PSS010387,Cystatin C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017961,PGS003529,PSS010389,QRS duration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017962,PGS003530,PSS010390,Eosinophil percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017963,PGS003531,PSS010391,Whole body fat-free mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017964,PGS003532,PSS010392,Whole body fat mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017965,PGS003533,PSS010393,Glycated haemoglobin (HbA1c),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017966,PGS003534,PSS010394,HDL cholesterol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017967,PGS003535,PSS010395,Heel bone mineral density (BMD),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017968,PGS003536,PSS010396,"Heel Broadband ultrasound attenuation, direct entry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017969,PGS003537,PSS010397,Speed of sound through heel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017970,PGS003538,PSS010398,Hip circumference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017971,PGS003539,PSS010400,IGF-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017972,PGS003540,PSS010401,Impedance of whole body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017973,PGS003541,PSS010402,White blood cell (leukocyte) count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017974,PGS003542,PSS010403,Lipoprotein A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017975,PGS003543,PSS010404,Gamma glutamyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017976,PGS003544,PSS010405,Monocyte count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017977,PGS003545,PSS010406,Neutrophil count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017978,PGS003546,PSS010407,Platelet count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017979,PGS003547,PSS010408,Platelet crit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017980,PGS003548,PSS010409,Mean platelet (thrombocyte) volume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017981,PGS003549,PSS010411,Platelet distribution width,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017982,PGS003550,PSS010412,"Pulse rate, automated reading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017983,PGS003551,PSS010413,Reticulocyte count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017984,PGS003552,PSS010414,Sex hormone binding globulin (SHBG),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017985,PGS003553,PSS010415,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017986,PGS003554,PSS010416,Vitamin D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017987,PGS003555,PSS010417,Waist circumference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017988,PGS003556,PSS010418,Whole body water mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017989,PGS003557,PSS010419,Lymphocyte percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017990,PGS003558,PSS010420,Hair/balding pattern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017991,PGS003559,PSS010422,Testosterone (male only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017992,PGS003560,PSS010423,Mean corpuscular haemoglobin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017993,PGS003561,PSS010424,Mean corpuscular volume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017994,PGS003562,PSS010425,Monocyte percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017995,PGS003563,PSS010426,Morning/evening person (chronotype),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017996,PGS003564,PSS010427,Myopia diagnosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017997,PGS003565,PSS010428,Neuroticism score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017998,PGS003566,PSS010429,Neutrophil percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM017999,PGS003567,PSS010430,Mean reticulocyte volume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018000,PGS003568,PSS010431,Sensitive stomach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018001,PGS003569,PSS010433,Sitting height,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018002,PGS003570,PSS010434,Mean sphered cell volume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018003,PGS003571,PSS010435,"Systolic blood pressure, automated reading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018004,PGS003572,PSS010436,Urate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018005,PGS003573,PSS010437,Qualifications (years of education),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018006,PGS003490,PSS010271,Ankle spacing width,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018007,PGS003491,PSS010282,Apolipoprotein A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018008,PGS003492,PSS010293,Apolipoprotein B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018009,PGS003493,PSS010304,avMSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018010,PGS003494,PSS010315,Birth weight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018011,PGS003495,PSS010326,Cholesterol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018012,PGS003496,PSS010337,"Hair colour (natural, before greying)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018013,PGS003497,PSS010348,Ever depressed for a whole week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018014,PGS003498,PSS010354,"Diastolic blood pressure, automated reading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018015,PGS003499,PSS010272,PQ interval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018016,PGS003500,PSS010273,QT interval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018017,PGS003501,PSS010274,QTC interval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM018018,PGS003502,PSS010275,Red blood cell (erythrocyte) count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
