pgs_id,ancestry_display,train_bucket,n_eval,cases_total,ctrls_total,auc_mean_w,auc_mean_unw,n_records,n_label
PGS001059,East Asian,Train: European-only,988,218,770,0.64303,0.64303,1,988
PGS001059,South Asian,Train: European-only,5759,1476,4283,0.59996,0.59996,1,6K
PGS001063,European,Train: European-only,92139,10141,81998,0.5779022599326887,0.57926,2,92K
PGS001063,East Asian,Train: European-only,1645,150,1495,0.63276,0.63276,1,2K
PGS001063,South Asian,Train: European-only,7568,1617,5951,0.59898,0.59898,1,8K
PGS001064,European,Train: European-only,92248,19081,73167,0.5754699765727028,0.5734,2,92K
PGS001064,East Asian,Train: European-only,1665,173,1492,0.58283,0.58283,1,2K
PGS001064,South Asian,Train: European-only,7664,950,6714,0.56624,0.56624,1,8K
PGS001065,European,Train: European-only,92071,2820,89251,0.5951130022201666,0.603235,2,92K
PGS001065,East Asian,Train: European-only,1653,55,1598,0.64888,0.64888,1,2K
PGS001065,South Asian,Train: European-only,7539,287,7252,0.59764,0.59764,1,8K
PGS001071,European,Train: European-only,85305,21411,63894,0.5926711352545667,0.5978950000000001,2,85K
PGS001071,East Asian,Train: European-only,1592,238,1354,0.63785,0.63785,1,2K
PGS001071,South Asian,Train: European-only,7175,1618,5557,0.60693,0.60693,1,7K
PGS001072,European,Train: European-only,85305,1835,83470,0.7417273349988512,0.74532,2,85K
PGS001072,East Asian,Train: European-only,1592,40,1552,0.80121,0.80121,1,2K
PGS001072,South Asian,Train: European-only,7175,379,6796,0.67677,0.67677,1,7K
PGS001074,European,Train: European-only,52146,46448,5698,0.604936612173958,0.610995,2,52K
PGS001074,East Asian,Train: European-only,925,728,197,0.53885,0.53885,1,925
PGS001074,South Asian,Train: European-only,3751,2623,1128,0.56075,0.56075,1,4K
PGS001085,European,Train: European-only,85400,14700,70700,0.5769629101408938,0.57629,2,85K
PGS001085,East Asian,Train: European-only,1152,227,925,0.59668,0.59668,1,1K
PGS001085,South Asian,Train: European-only,3896,605,3291,0.62832,0.62832,1,4K
PGS001086,European,Train: European-only,40519,25800,14719,0.5713125435667857,0.572755,2,41K
PGS001086,East Asian,Train: European-only,613,205,408,0.59978,0.59978,1,613
PGS001086,South Asian,Train: European-only,2331,698,1633,0.63584,0.63584,1,2K
PGS001090,European,Train: European-only,22645,15609,7036,0.552123885286281,0.553975,2,23K
PGS001090,East Asian,Train: European-only,264,122,142,0.65378,0.65378,1,264
PGS001090,South Asian,Train: European-only,790,526,264,0.56556,0.56556,1,790
PGS001091,European,Train: European-only,90808,17589,73219,0.5745621118191261,0.573305,2,91K
PGS001091,East Asian,Train: European-only,1578,273,1305,0.55678,0.55678,1,2K
PGS001091,South Asian,Train: European-only,7252,1963,5289,0.58383,0.58383,1,7K
PGS001092,European,Train: European-only,92151,4828,87323,0.8768926573663126,0.875175,2,92K
PGS001092,East Asian,Train: European-only,1668,1360,308,0.64698,0.64698,1,2K
PGS001092,South Asian,Train: European-only,7652,5499,2153,0.73447,0.73447,1,8K
PGS001094,European,Train: European-only,92151,71660,20491,0.6812887194076032,0.66902,2,92K
PGS001094,East Asian,Train: European-only,1668,307,1361,0.65007,0.65007,1,2K
PGS001094,South Asian,Train: European-only,7652,2087,5565,0.71561,0.71561,1,8K
PGS001095,European,Train: European-only,92151,35274,56877,0.7640841245428664,0.75468,2,92K
PGS001095,East Asian,Train: European-only,1668,295,1373,0.61634,0.61634,1,2K
PGS001095,South Asian,Train: European-only,7652,1887,5765,0.6651,0.6651,1,8K
PGS001096,European,Train: European-only,92151,36865,55286,0.6385821315588849,0.64026,2,92K
PGS001096,East Asian,Train: European-only,1668,12,1656,0.7191,0.7191,1,2K
PGS001096,South Asian,Train: European-only,7652,201,7451,0.6965,0.6965,1,8K
PGS001097,European,Train: European-only,92151,1170,90981,0.6600094815937466,0.65994,2,92K
PGS001097,East Asian,Train: European-only,1668,8,1660,0.85339,0.85339,1,2K
PGS001097,South Asian,Train: European-only,7652,76,7576,0.77253,0.77253,1,8K
PGS001107,European,Train: European-only,89702,3984,85718,0.6023438271658799,0.6043799999999999,2,90K
PGS001107,East Asian,Train: European-only,1644,108,1536,0.6001,0.6001,1,2K
PGS001107,South Asian,Train: European-only,7468,706,6762,0.59327,0.59327,1,7K
PGS001109,European,Train: European-only,92330,8694,83636,0.5989789398775317,0.59942,2,92K
PGS001109,East Asian,Train: European-only,1704,330,1374,0.54528,0.54528,1,2K
PGS001109,South Asian,Train: European-only,7831,893,6938,0.55379,0.55379,1,8K
PGS001111,European,Train: European-only,92330,964,91366,0.8599516582998697,0.86866,2,92K
PGS001111,East Asian,Train: European-only,1704,4,1700,0.87441,0.87441,1,2K
PGS001111,South Asian,Train: European-only,7831,32,7799,0.85217,0.85217,1,8K
PGS001112,European,Train: European-only,91466,13279,78187,0.6976261956219003,0.69318,2,91K
PGS001112,East Asian,Train: European-only,1584,120,1464,0.70571,0.70571,1,2K
PGS001112,South Asian,Train: European-only,7364,1478,5886,0.73243,0.73243,1,7K
PGS001113,European,Train: European-only,64894,13279,51615,0.6874119548149271,0.68483,2,65K
PGS001113,East Asian,Train: European-only,1243,120,1123,0.72184,0.72184,1,1K
PGS001113,South Asian,Train: European-only,5363,1478,3885,0.73075,0.73075,1,5K
PGS001114,European,Train: European-only,65883,14573,51310,0.5985132753876693,0.5986750000000001,2,66K
PGS001114,East Asian,Train: European-only,1283,166,1117,0.63391,0.63391,1,1K
PGS001114,South Asian,Train: European-only,4705,811,3894,0.61281,0.61281,1,5K
PGS001115,European,Train: European-only,72033,20921,51112,0.5973181224303692,0.594205,2,72K
PGS001115,East Asian,Train: European-only,1387,278,1109,0.6602300000000001,0.66023,1,1K
PGS001115,South Asian,Train: European-only,5818,1958,3860,0.62877,0.62877,1,6K
PGS001116,European,Train: European-only,91466,14573,76893,0.6188909623712705,0.6191949999999999,2,91K
PGS001116,East Asian,Train: European-only,1584,166,1418,0.61277,0.61277,1,2K
PGS001116,South Asian,Train: European-only,7364,811,6553,0.62217,0.62217,1,7K
PGS001117,European,Train: European-only,4332,540,3792,0.7567165319093966,0.7712950000000001,2,4K
PGS001117,East Asian,Train: European-only,86,9,77,0.71573,0.71573,1,86
PGS001117,South Asian,Train: European-only,1358,120,1238,0.62878,0.62878,1,1K
PGS001118,European,Train: European-only,92044,44602,47442,0.6261373525578035,0.631605,2,92K
PGS001118,East Asian,Train: European-only,1626,544,1082,0.63204,0.63204,1,2K
PGS001118,South Asian,Train: European-only,7473,3703,3770,0.65224,0.65224,1,7K
PGS001123,European,Train: European-only,40519,31373,9146,0.5849794750045259,0.589585,2,41K
PGS001123,East Asian,Train: European-only,613,370,243,0.60702,0.60702,1,613
PGS001123,South Asian,Train: European-only,2331,1099,1232,0.61704,0.61704,1,2K
PGS001124,European,Train: European-only,73037,20738,52299,0.6022567230323101,0.6119,2,73K
PGS001124,East Asian,Train: European-only,1059,275,784,0.62271,0.62271,1,1K
PGS001124,South Asian,Train: European-only,3748,606,3142,0.57148,0.57148,1,4K
PGS001125,European,Train: European-only,73037,39438,33599,0.5763166927874861,0.5903849999999999,2,73K
PGS001125,East Asian,Train: European-only,1059,619,440,0.58603,0.58603,1,1K
PGS001125,South Asian,Train: European-only,3748,2481,1267,0.56461,0.56461,1,4K
PGS001127,European,Train: European-only,92028,48857,43171,0.6171623227706475,0.613435,2,92K
PGS001127,East Asian,Train: European-only,1661,1302,359,0.71794,0.71794,1,2K
PGS001127,South Asian,Train: European-only,7615,6019,1596,0.7532,0.7532,1,8K
PGS001128,European,Train: European-only,92028,33890,58138,0.6063487153163207,0.60199,2,92K
PGS001128,East Asian,Train: European-only,1661,237,1424,0.70433,0.70433,1,2K
PGS001128,South Asian,Train: European-only,7615,962,6653,0.73887,0.73887,1,8K
PGS001129,European,Train: European-only,23079,9606,13473,0.5965127389157696,0.594635,2,23K
PGS001129,East Asian,Train: European-only,243,48,195,0.72543,0.72543,1,243
PGS001129,South Asian,Train: European-only,699,169,530,0.69293,0.69293,1,699
PGS001131,European,Train: European-only,92330,2912,89418,0.6104026888751154,0.6114299999999999,2,92K
PGS001131,East Asian,Train: European-only,1704,38,1666,0.6496,0.6496,1,2K
PGS001131,South Asian,Train: European-only,7831,148,7683,0.64482,0.64482,1,8K
PGS001132,European,Train: European-only,92330,21324,71006,0.5846466253230298,0.585885,2,92K
PGS001132,East Asian,Train: European-only,1704,200,1504,0.59763,0.59763,1,2K
PGS001132,South Asian,Train: European-only,7831,1151,6680,0.54947,0.54947,1,8K
PGS001135,European,Train: European-only,92330,5332,86998,0.6554063439049443,0.661925,2,92K
PGS001135,East Asian,Train: European-only,1704,36,1668,0.78855,0.78855,1,2K
PGS001135,South Asian,Train: European-only,7831,538,7293,0.71014,0.71014,1,8K
PGS001137,European,Train: European-only,92330,1017,91313,0.6420012086128549,0.64579,2,92K
PGS001137,East Asian,Train: European-only,1704,11,1693,0.7872,0.7872,1,2K
PGS001137,South Asian,Train: European-only,7831,64,7767,0.73537,0.73537,1,8K
PGS001138,European,Train: European-only,88028,4432,83596,0.6045499924393244,0.608695,2,88K
PGS001138,East Asian,Train: European-only,1618,79,1539,0.62134,0.62134,1,2K
PGS001138,South Asian,Train: European-only,7429,395,7034,0.59949,0.59949,1,7K
PGS001139,European,Train: European-only,25817,12247,13570,0.5758659499233985,0.5733900000000001,2,26K
PGS001139,East Asian,Train: European-only,340,124,216,0.72018,0.72018,1,340
PGS001139,South Asian,Train: European-only,1269,567,702,0.63663,0.63663,1,1K
PGS001140,European,Train: European-only,92330,5561,86769,0.628532128376471,0.629865,2,92K
PGS001140,East Asian,Train: European-only,1704,37,1667,0.74674,0.74674,1,2K
PGS001140,South Asian,Train: European-only,7831,113,7718,0.65125,0.65125,1,8K
PGS001141,European,Train: European-only,85305,63793,21512,0.6133147036870843,0.618355,2,85K
PGS001141,East Asian,Train: European-only,1592,1331,261,0.6721200000000002,0.67212,1,2K
PGS001141,South Asian,Train: European-only,7175,5252,1923,0.62356,0.62356,1,7K
PGS001153,European,Train: European-only,91973,2407,89566,0.5880466275929508,0.59133,2,92K
PGS001153,East Asian,Train: European-only,1640,34,1606,0.63752,0.63752,1,2K
PGS001153,South Asian,Train: European-only,7500,311,7189,0.6488,0.6488,1,8K
PGS001174,European,Train: European-only,92330,4928,87402,0.6724935636098944,0.670635,2,92K
PGS001174,East Asian,Train: European-only,1704,65,1639,0.69749,0.69749,1,2K
PGS001174,South Asian,Train: European-only,7831,312,7519,0.68516,0.68516,1,8K
PGS001181,European,Train: European-only,92330,6261,86069,0.7659603498628641,0.765145,2,92K
PGS001181,East Asian,Train: European-only,1704,61,1643,0.71469,0.71469,1,2K
PGS001181,South Asian,Train: European-only,7831,653,7178,0.74011,0.74011,1,8K
PGS001182,European,Train: European-only,82109,11356,70753,0.8549125987789011,0.856935,2,82K
PGS001182,East Asian,Train: European-only,1519,309,1210,0.87744,0.87744,1,2K
PGS001182,South Asian,Train: European-only,6943,1023,5920,0.84655,0.84655,1,7K
PGS001192,European,Train: European-only,92330,6194,86136,0.6483623261123765,0.65264,2,92K
PGS001192,East Asian,Train: European-only,1704,56,1648,0.6973,0.6973,1,2K
PGS001192,South Asian,Train: European-only,7831,684,7147,0.72749,0.72749,1,8K
PGS001244,European,Train: European-only,90608,20024,70584,0.6389926542466577,0.6408750000000001,2,91K
PGS001244,East Asian,Train: European-only,1541,251,1290,0.54571,0.54571,1,2K
PGS001244,South Asian,Train: European-only,6616,1622,4994,0.5248,0.5248,1,7K
PGS001245,European,Train: European-only,90608,36450,54158,0.59502556093042,0.599205,2,91K
PGS001245,East Asian,Train: European-only,1541,580,961,0.56854,0.56854,1,2K
PGS001245,South Asian,Train: European-only,6616,2395,4221,0.53215,0.53215,1,7K
PGS001246,European,Train: European-only,90608,19250,71358,0.7392203136488077,0.742005,2,91K
PGS001246,East Asian,Train: European-only,1541,605,936,0.57445,0.57445,1,2K
PGS001246,South Asian,Train: European-only,6616,2117,4499,0.53071,0.53071,1,7K
PGS001247,European,Train: European-only,90608,16655,73953,0.7514096837520029,0.758115,2,91K
PGS001247,East Asian,Train: European-only,1541,128,1413,0.60911,0.60911,1,2K
PGS001247,South Asian,Train: European-only,6616,552,6064,0.54182,0.54182,1,7K
PGS001248,European,Train: European-only,92330,1970,90360,0.8207796600874719,0.825955,2,92K
PGS001248,East Asian,Train: European-only,1704,38,1666,0.84973,0.84973,1,2K
PGS001248,South Asian,Train: European-only,7831,175,7656,0.77913,0.77913,1,8K
PGS001249,European,Train: European-only,92330,3140,89190,0.7986022415925975,0.80515,2,92K
PGS001249,East Asian,Train: European-only,1704,46,1658,0.8502999999999998,0.8503,1,2K
PGS001249,South Asian,Train: European-only,7831,286,7545,0.76492,0.76492,1,8K
PGS001250,European,Train: European-only,92330,1373,90957,0.6630902852998624,0.661655,2,92K
PGS001250,East Asian,Train: European-only,1704,25,1679,0.6699200000000001,0.66992,1,2K
PGS001250,South Asian,Train: European-only,7831,146,7685,0.66463,0.66463,1,8K
PGS001251,European,Train: European-only,92330,419,91911,0.7565873806518423,0.76138,2,92K
PGS001251,East Asian,Train: European-only,1704,4,1700,0.64809,0.64809,1,2K
PGS001251,South Asian,Train: European-only,7831,45,7786,0.7658299999999999,0.76583,1,8K
PGS001252,European,Train: European-only,88762,24445,64317,0.6247136373095593,0.624,2,89K
PGS001252,East Asian,Train: European-only,1568,214,1354,0.62777,0.62777,1,2K
PGS001252,South Asian,Train: European-only,7266,1425,5841,0.61586,0.61586,1,7K
PGS001253,European,Train: European-only,88743,24425,64318,0.6248057468944147,0.6241399999999999,2,89K
PGS001253,East Asian,Train: European-only,1568,214,1354,0.62831,0.62831,1,2K
PGS001253,South Asian,Train: European-only,7257,1416,5841,0.61668,0.61668,1,7K
PGS001256,European,Train: European-only,92330,4399,87931,0.6712617316427133,0.67018,2,92K
PGS001256,East Asian,Train: European-only,1704,55,1649,0.6779300000000001,0.67793,1,2K
PGS001256,South Asian,Train: European-only,7831,278,7553,0.68743,0.68743,1,8K
PGS001258,European,Train: European-only,92330,1397,90933,0.6485774523903196,0.64842,2,92K
PGS001258,East Asian,Train: European-only,1704,10,1694,0.76104,0.76104,1,2K
PGS001258,South Asian,Train: European-only,7831,61,7770,0.66735,0.66735,1,8K
PGS001259,European,Train: European-only,92330,5836,86494,0.6021755998255784,0.603595,2,92K
PGS001259,East Asian,Train: European-only,1704,215,1489,0.56313,0.56313,1,2K
PGS001259,South Asian,Train: European-only,7831,435,7396,0.60093,0.60093,1,8K
PGS001260,European,Train: European-only,92330,5268,87062,0.7420046275752379,0.742325,2,92K
PGS001260,East Asian,Train: European-only,1704,41,1663,0.79053,0.79053,1,2K
PGS001260,South Asian,Train: European-only,7831,876,6955,0.74658,0.74658,1,8K
PGS001261,European,Train: European-only,92330,5333,86997,0.7436406864321294,0.74526,2,92K
PGS001261,East Asian,Train: European-only,1704,45,1659,0.7964900000000001,0.79649,1,2K
PGS001261,South Asian,Train: European-only,7831,878,6953,0.74714,0.74714,1,8K
PGS001262,European,Train: European-only,68340,2882,65458,0.7999784316778675,0.79386,2,68K
PGS001262,East Asian,Train: European-only,1317,21,1296,0.81573,0.81573,1,1K
PGS001262,South Asian,Train: European-only,5473,430,5043,0.8083,0.8083,1,5K
PGS001263,European,Train: European-only,92330,4097,88233,0.7680483728766273,0.772735,2,92K
PGS001263,East Asian,Train: European-only,1704,24,1680,0.82631,0.82631,1,2K
PGS001263,South Asian,Train: European-only,7831,186,7645,0.73743,0.73743,1,8K
PGS001264,European,Train: European-only,92330,1913,90417,0.6432274993505029,0.649335,2,92K
PGS001264,East Asian,Train: European-only,1704,7,1697,0.61394,0.61394,1,2K
PGS001264,South Asian,Train: European-only,7831,94,7737,0.64561,0.64561,1,8K
PGS001265,European,Train: European-only,92187,1984,90203,0.6423746681418497,0.6470750000000001,2,92K
PGS001265,East Asian,Train: European-only,1640,9,1631,0.63771,0.63771,1,2K
PGS001265,South Asian,Train: European-only,7556,106,7450,0.62462,0.62462,1,8K
PGS001266,European,Train: European-only,65213,1984,63229,0.635594273568797,0.640015,2,65K
PGS001266,East Asian,Train: European-only,949,9,940,0.63783,0.63783,1,949
PGS001266,South Asian,Train: European-only,5450,106,5344,0.62654,0.62654,1,5K
PGS001267,European,Train: European-only,92330,347,91983,0.741708129001371,0.73983,2,92K
PGS001267,East Asian,Train: European-only,1704,2,1702,0.98913,0.98913,1,2K
PGS001267,South Asian,Train: European-only,7831,14,7817,0.73535,0.73535,1,8K
PGS001268,European,Train: European-only,92330,358,91972,0.7453317429877929,0.74107,2,92K
PGS001268,East Asian,Train: European-only,1704,2,1702,0.99148,0.99148,1,2K
PGS001268,South Asian,Train: European-only,7831,15,7816,0.73282,0.73282,1,8K
PGS001272,European,Train: European-only,92330,2983,89347,0.7094743717167904,0.71724,2,92K
PGS001272,East Asian,Train: European-only,1704,26,1678,0.76389,0.76389,1,2K
PGS001272,South Asian,Train: European-only,7831,416,7415,0.7322600000000001,0.73226,1,8K
PGS001273,European,Train: European-only,92330,3083,89247,0.7719539170938913,0.77701,2,92K
PGS001273,East Asian,Train: European-only,1704,24,1680,0.85769,0.85769,1,2K
PGS001273,South Asian,Train: European-only,7831,195,7636,0.82202,0.82202,1,8K
PGS001274,European,Train: European-only,92330,3346,88984,0.7814738992856527,0.78572,2,92K
PGS001274,East Asian,Train: European-only,1704,30,1674,0.81083,0.81083,1,2K
PGS001274,South Asian,Train: European-only,7831,205,7626,0.81463,0.81463,1,8K
PGS001275,European,Train: European-only,92330,2039,90291,0.6787929433790255,0.6820649999999999,2,92K
PGS001275,East Asian,Train: European-only,1704,43,1661,0.7640800000000001,0.76408,1,2K
PGS001275,South Asian,Train: European-only,7831,284,7547,0.73994,0.73994,1,8K
PGS001276,European,Train: European-only,92330,484,91846,0.681965657535952,0.689935,2,92K
PGS001276,East Asian,Train: European-only,1704,9,1695,0.78112,0.78112,1,2K
PGS001276,South Asian,Train: European-only,7831,204,7627,0.73414,0.73414,1,8K
PGS001277,European,Train: European-only,92330,1488,90842,0.6534305527233936,0.6607799999999999,2,92K
PGS001277,East Asian,Train: European-only,1704,8,1696,0.8083,0.8083,1,2K
PGS001277,South Asian,Train: European-only,7831,53,7778,0.69135,0.69135,1,8K
PGS001278,European,Train: European-only,92187,2499,89688,0.6399406878861738,0.644395,2,92K
PGS001278,East Asian,Train: European-only,1640,12,1628,0.66743,0.66743,1,2K
PGS001278,South Asian,Train: European-only,7556,136,7420,0.63523,0.63523,1,8K
PGS001279,European,Train: European-only,92187,795,91392,0.6256942631839524,0.6270500000000001,2,92K
PGS001279,East Asian,Train: European-only,1640,5,1635,0.82557,0.82557,1,2K
PGS001279,South Asian,Train: European-only,7556,36,7520,0.71053,0.71053,1,8K
PGS001280,European,Train: European-only,92330,1518,90812,0.6570460172899555,0.663595,2,92K
PGS001280,East Asian,Train: European-only,1704,8,1696,0.80741,0.80741,1,2K
PGS001280,South Asian,Train: European-only,7831,53,7778,0.6837099999999999,0.68371,1,8K
PGS001281,European,Train: European-only,92330,3463,88867,0.6511403112034746,0.650855,2,92K
PGS001281,East Asian,Train: European-only,1704,27,1677,0.70929,0.70929,1,2K
PGS001281,South Asian,Train: European-only,7831,217,7614,0.71746,0.71746,1,8K
PGS001282,European,Train: European-only,92330,4477,87853,0.6461081365530004,0.64347,2,92K
PGS001282,East Asian,Train: European-only,1704,34,1670,0.71233,0.71233,1,2K
PGS001282,South Asian,Train: European-only,7831,265,7566,0.71231,0.71231,1,8K
PGS001284,European,Train: European-only,92187,21902,70285,0.6364003608700547,0.6355850000000001,2,92K
PGS001284,East Asian,Train: European-only,1640,656,984,0.6017,0.6017,1,2K
PGS001284,South Asian,Train: European-only,7556,1629,5927,0.60105,0.60105,1,8K
PGS001285,European,Train: European-only,84230,21902,62328,0.6431109183007756,0.642245,2,84K
PGS001285,East Asian,Train: European-only,1575,656,919,0.60016,0.60016,1,2K
PGS001285,South Asian,Train: European-only,6933,1629,5304,0.61,0.61,1,7K
PGS001286,European,Train: European-only,23203,5278,17925,0.5884076172016722,0.5848450000000001,2,23K
PGS001286,East Asian,Train: European-only,245,106,139,0.64171,0.64171,1,245
PGS001286,South Asian,Train: European-only,707,187,520,0.62831,0.62831,1,707
PGS001287,European,Train: European-only,92330,312,92018,0.6611086095836809,0.68287,2,92K
PGS001287,East Asian,Train: European-only,1704,2,1702,0.99354,0.99354,1,2K
PGS001287,South Asian,Train: European-only,7831,21,7810,0.71827,0.71827,1,8K
PGS001288,European,Train: European-only,92330,1176,91154,0.604324529809478,0.614695,2,92K
PGS001288,East Asian,Train: European-only,1704,5,1699,0.8942899999999999,0.89429,1,2K
PGS001288,South Asian,Train: European-only,7831,125,7706,0.66934,0.66934,1,8K
PGS001289,European,Train: European-only,92330,161,92169,0.6647620167422359,0.676045,2,92K
PGS001289,East Asian,Train: European-only,1704,8,1696,0.83233,0.83233,1,2K
PGS001289,South Asian,Train: European-only,7831,13,7818,0.71171,0.71171,1,8K
PGS001290,European,Train: European-only,92330,7785,84545,0.6804341810991765,0.688315,2,92K
PGS001290,East Asian,Train: European-only,1704,56,1648,0.74181,0.74181,1,2K
PGS001290,South Asian,Train: European-only,7831,425,7406,0.72534,0.72534,1,8K
PGS001291,European,Train: European-only,92330,2004,90326,0.8940204574997205,0.9001049999999999,2,92K
PGS001291,East Asian,Train: European-only,1704,9,1695,0.9701100000000001,0.97011,1,2K
PGS001291,South Asian,Train: European-only,7831,80,7751,0.9025999999999998,0.9026,1,8K
PGS001292,European,Train: European-only,92330,9460,82870,0.5795006507464369,0.57518,2,92K
PGS001292,East Asian,Train: European-only,1704,79,1625,0.62093,0.62093,1,2K
PGS001292,South Asian,Train: European-only,7831,413,7418,0.6064,0.6064,1,8K
PGS001293,European,Train: European-only,92330,1618,90712,0.599256620918765,0.61107,2,92K
PGS001293,East Asian,Train: European-only,1704,37,1667,0.69904,0.69904,1,2K
PGS001293,South Asian,Train: European-only,7831,193,7638,0.60451,0.60451,1,8K
PGS001294,European,Train: European-only,92330,5425,86905,0.7150194599920393,0.71963,2,92K
PGS001294,East Asian,Train: European-only,1704,106,1598,0.75536,0.75536,1,2K
PGS001294,South Asian,Train: European-only,7831,1637,6194,0.68707,0.68707,1,8K
PGS001294,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6637987518583894,0.7055,2,7K
PGS001295,European,Train: European-only,92330,761,91569,0.6850059555925594,0.687825,2,92K
PGS001295,East Asian,Train: European-only,1704,16,1688,0.83509,0.83509,1,2K
PGS001295,South Asian,Train: European-only,7831,171,7660,0.65806,0.65806,1,8K
PGS001296,European,Train: European-only,92330,754,91576,0.6710922862051202,0.6826099999999999,2,92K
PGS001296,East Asian,Train: European-only,1704,5,1699,0.89264,0.89264,1,2K
PGS001296,South Asian,Train: European-only,7831,153,7678,0.67679,0.67679,1,8K
PGS001298,European,Train: European-only,92330,5832,86498,0.5962515232755515,0.597045,2,92K
PGS001298,East Asian,Train: European-only,1704,27,1677,0.6532799999999999,0.65328,1,2K
PGS001298,South Asian,Train: European-only,7831,564,7267,0.61415,0.61415,1,8K
PGS001299,European,Train: European-only,92330,792,91538,0.7696576584106621,0.769055,2,92K
PGS001299,East Asian,Train: European-only,1704,6,1698,0.91431,0.91431,1,2K
PGS001299,South Asian,Train: European-only,7831,13,7818,0.8394499999999999,0.83945,1,8K
PGS001302,European,Train: European-only,92330,6891,85439,0.7439082959756875,0.7507,2,92K
PGS001302,East Asian,Train: European-only,1704,140,1564,0.81531,0.81531,1,2K
PGS001302,South Asian,Train: European-only,7831,1165,6666,0.81674,0.81674,1,8K
PGS001303,European,Train: European-only,92330,5637,86693,0.7312939021260395,0.738275,2,92K
PGS001303,East Asian,Train: European-only,1704,115,1589,0.81597,0.81597,1,2K
PGS001303,South Asian,Train: European-only,7831,986,6845,0.79821,0.79821,1,8K
PGS001304,European,Train: European-only,92330,1260,91070,0.613341461748098,0.621275,2,92K
PGS001304,East Asian,Train: European-only,1704,4,1700,0.93529,0.93529,1,2K
PGS001304,South Asian,Train: European-only,7831,3,7828,0.81762,0.81762,1,8K
PGS001306,European,Train: European-only,92330,959,91371,0.6271534825021557,0.63866,2,92K
PGS001306,East Asian,Train: European-only,1704,5,1699,0.8942899999999999,0.89429,1,2K
PGS001306,South Asian,Train: European-only,7831,103,7728,0.67522,0.67522,1,8K
PGS001307,European,Train: European-only,92330,1048,91282,0.6436555140520541,0.647715,2,92K
PGS001307,East Asian,Train: European-only,1704,5,1699,0.8958199999999998,0.89582,1,2K
PGS001307,South Asian,Train: European-only,7831,113,7718,0.66008,0.66008,1,8K
PGS001308,European,Train: European-only,92330,193,92137,0.744730348683767,0.752435,2,92K
PGS001308,East Asian,Train: European-only,1704,4,1700,0.75824,0.75824,1,2K
PGS001308,South Asian,Train: European-only,7831,29,7802,0.8014000000000001,0.8014,1,8K
PGS001309,European,Train: European-only,92330,1752,90578,0.6704877409049713,0.6762900000000001,2,92K
PGS001309,East Asian,Train: European-only,1704,19,1685,0.67331,0.67331,1,2K
PGS001309,South Asian,Train: European-only,7831,197,7634,0.70239,0.70239,1,8K
PGS001310,European,Train: European-only,92330,1700,90630,0.6706073184897002,0.676825,2,92K
PGS001310,East Asian,Train: European-only,1704,18,1686,0.66116,0.66116,1,2K
PGS001310,South Asian,Train: European-only,7831,194,7637,0.70402,0.70402,1,8K
PGS001312,European,Train: European-only,92330,1562,90768,0.6939970994749859,0.69089,2,92K
PGS001312,East Asian,Train: European-only,1704,10,1694,0.88867,0.88867,1,2K
PGS001312,South Asian,Train: European-only,7831,108,7723,0.6849,0.6849,1,8K
PGS001313,European,Train: European-only,92330,2679,89651,0.6727366704602571,0.6704399999999999,2,92K
PGS001313,East Asian,Train: European-only,1704,22,1682,0.72306,0.72306,1,2K
PGS001313,South Asian,Train: European-only,7831,186,7645,0.63418,0.63418,1,8K
PGS001314,European,Train: European-only,92330,3297,89033,0.7648793612819279,0.76911,2,92K
PGS001314,East Asian,Train: European-only,1704,21,1683,0.75783,0.75783,1,2K
PGS001314,South Asian,Train: European-only,7831,492,7339,0.77134,0.77134,1,8K
PGS001315,European,Train: European-only,92330,3693,88637,0.7633725130726944,0.7688349999999999,2,92K
PGS001315,East Asian,Train: European-only,1704,25,1679,0.77737,0.77737,1,2K
PGS001315,South Asian,Train: European-only,7831,568,7263,0.76924,0.76924,1,8K
PGS001316,European,Train: European-only,92330,3662,88668,0.7645026399275581,0.76981,2,92K
PGS001316,East Asian,Train: European-only,1704,25,1679,0.77563,0.77563,1,2K
PGS001316,South Asian,Train: European-only,7831,567,7264,0.76882,0.76882,1,8K
PGS001317,European,Train: European-only,67545,2076,65469,0.8225591300642738,0.82335,2,68K
PGS001317,East Asian,Train: European-only,1308,11,1297,0.7888799999999999,0.78888,1,1K
PGS001317,South Asian,Train: European-only,5342,299,5043,0.82696,0.82696,1,5K
PGS001318,European,Train: European-only,92330,18418,73912,0.7369079228298628,0.739175,2,92K
PGS001318,East Asian,Train: European-only,1704,243,1461,0.72108,0.72108,1,2K
PGS001318,South Asian,Train: European-only,7831,2630,5201,0.7175000000000001,0.7175,1,8K
PGS001320,European,Train: European-only,92330,30530,61800,0.7220408165561073,0.72495,2,92K
PGS001320,East Asian,Train: European-only,1704,446,1258,0.75955,0.75955,1,2K
PGS001320,South Asian,Train: European-only,7831,3161,4670,0.7344399999999999,0.73444,1,8K
PGS001321,European,Train: European-only,32511,1427,31084,0.7320853514467002,0.739055,2,33K
PGS001321,East Asian,Train: European-only,715,23,692,0.71808,0.71808,1,715
PGS001321,South Asian,Train: European-only,3441,178,3263,0.7617,0.7617,1,3K
PGS001322,European,Train: European-only,92330,1804,90526,0.7123043537476347,0.718985,2,92K
