pgs_id,n_eval_rows,n_ancestries_display,n_ancestries_raw,efo_any,efo_label_any,train_bucket
PGS004859,14,6,6,MONDO_0005148,type 2 diabetes mellitus,Train: Multi incl. EUR
PGS000036,12,6,6,MONDO_0005148,type 2 diabetes mellitus,Train: Multi incl. EUR
PGS000013,27,5,5,MONDO_0005010,coronary artery disorder,Train: Multi incl. EUR
PGS001781,15,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS005091,14,5,5,MONDO_0005010,coronary artery disorder,Train: Multi incl. EUR
PGS005092,14,5,5,MONDO_0005010,coronary artery disorder,Train: Multi incl. EUR
PGS002308,12,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: Multi incl. EUR
PGS012555,11,5,5,MONDO_0005147,type 1 diabetes mellitus,Train: Multi incl. EUR
PGS000014,10,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS001357,10,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS003103,10,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS000713,9,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS000805,9,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS002243,9,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS002780,9,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS003443,9,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: Multi incl. EUR
PGS000868,8,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS001818,8,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS002026,8,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS002671,8,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS002771,8,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS003444,8,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: Multi excl. EUR
PGS000330,7,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS003867,7,5,5,MONDO_0005148,type 2 diabetes mellitus,Train: Multi incl. EUR
PGS000004,27,4,5,MONDO_0004989,breast carcinoma,Train: European-only
PGS000018,18,4,4,MONDO_0005010,coronary artery disorder,Train: Multi incl. EUR
PGS000662,7,4,4,MONDO_0005159,prostate carcinoma,Train: Multi incl. EUR
PGS003445,7,4,4,MONDO_0005148,type 2 diabetes mellitus,Train: Multi excl. EUR
PGS003851,7,4,4,MONDO_0005575,colorectal cancer,Train: European-only
PGS004923,7,4,4,MONDO_0005148,type 2 diabetes mellitus,Train: Multi incl. EUR
PGS000729,6,4,4,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS000804,6,4,4,MONDO_0005148,type 2 diabetes mellitus,Train: Multi incl. EUR
PGS000864,6,4,4,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS001294,6,4,4,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS001339,6,4,4,MONDO_0004981|MONDO_0005310,atrial fibrillation|atrial flutter,Train: European-only
PGS001340,6,4,4,MONDO_0004981,atrial fibrillation,Train: European-only
PGS002265,6,4,4,MONDO_0005575,colorectal cancer,Train: European-only
PGS002727,4,4,4,MONDO_0004979,asthma,Train: Multi incl. EUR
PGS004696,4,4,4,MONDO_0005010,coronary artery disorder,Train: Multi incl. EUR
PGS004697,4,4,4,MONDO_0005010,coronary artery disorder,Train: Multi incl. EUR
PGS004698,4,4,4,MONDO_0005010,coronary artery disorder,Train: Multi incl. EUR
PGS000024,13,3,3,MONDO_0005147,type 1 diabetes mellitus,Train: European-only
PGS003982,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS003998,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS004014,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS004024,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS004039,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS004052,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS004068,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS004082,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS004106,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS004122,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS004136,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS004152,8,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS000023,7,3,3,MONDO_0005147,type 1 diabetes mellitus,Train: African-only
PGS005331,7,3,3,EFO_0004340,body mass index,Train: Multi incl. EUR
PGS005335,7,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: Multi incl. EUR
PGS000011,6,3,3,MONDO_0005010,coronary artery disorder,Train: Multi incl. EUR
PGS000933,6,3,3,HP_0100582,Nasal polyposis,Train: European-only
PGS000934,6,3,3,HP_0100582,Nasal polyposis,Train: European-only
PGS000337,5,3,3,MONDO_0005010,coronary artery disorder,Train: Multi incl. EUR
PGS003860,5,3,3,EFO_0007814,refractive error measurement,Train: European-only
PGS004863,5,3,3,MONDO_0004975,Alzheimer disease,Train: Multi incl. EUR
PGS005237,5,3,3,MONDO_0005159,prostate carcinoma,Train: Multi incl. EUR
PGS005238,5,3,3,MONDO_0005159,prostate carcinoma,Train: Multi incl. EUR
PGS005239,5,3,3,MONDO_0005159,prostate carcinoma,Train: Multi incl. EUR
PGS005240,5,3,3,MONDO_0005159,prostate carcinoma,Train: Multi incl. EUR
PGS005241,5,3,3,MONDO_0005159,prostate carcinoma,Train: Multi incl. EUR
PGS005345,5,3,3,MONDO_0004989,breast carcinoma,Train: European-only
PGS005346,5,3,3,MONDO_0004989,breast carcinoma,Train: European-only
PGS005347,5,3,3,MONDO_0004989,breast carcinoma,Train: European-only
PGS005348,5,3,3,MONDO_0004989,breast carcinoma,Train: European-only
PGS005349,5,3,3,MONDO_0004989,breast carcinoma,Train: European-only
PGS000039,4,3,3,HP_0002140|MONDO_0005098,Ischemic stroke|stroke disorder,Train: Multi incl. EUR
PGS000925,4,3,3,MONDO_0024355,respiratory tract infectious disorder,Train: European-only
PGS000927,4,3,3,MONDO_0002406,dermatitis,Train: European-only
PGS000928,4,3,3,MONDO_0001658,nontoxic goiter,Train: European-only
PGS000929,4,3,3,MONDO_0001627,dementia,Train: European-only
PGS000930,4,3,3,MONDO_0000831,thrombotic disease,Train: European-only
PGS000931,4,3,3,EFO_0003907|MONDO_0000831,deep vein thrombosis|thrombotic disease,Train: European-only
PGS000932,4,3,3,MONDO_0000812,vertebral column disorder,Train: European-only
PGS000936,4,3,3,HP_0003124,Hypercholesterolemia,Train: European-only
PGS000937,4,3,3,HP_0002619,Varicose veins,Train: European-only
PGS000938,4,3,3,HP_0002619,Varicose veins,Train: European-only
PGS000939,4,3,3,HP_0002036,Hiatus hernia,Train: European-only
PGS000941,4,3,3,HP_0001094,Iridocyclitis,Train: European-only
PGS000942,4,3,3,HP_0001082,Cholecystitis,Train: European-only
PGS000943,4,3,3,HP_0001082,Cholecystitis,Train: European-only
PGS000944,4,3,3,HP_0000964|MONDO_0002406,Eczematoid dermatitis|dermatitis,Train: European-only
PGS000947,4,3,3,HP_0000155,Oral ulcer,Train: European-only
PGS000948,4,3,3,HP_0000023,Inguinal hernia,Train: European-only
PGS000949,4,3,3,HP_0000023,Inguinal hernia,Train: European-only
PGS000950,4,3,3,GO_0009314,response to radiation,Train: European-only
PGS000957,4,3,3,MONDO_0001134,essential hypertension,Train: European-only
PGS000958,4,3,3,MONDO_0001134,essential hypertension,Train: European-only
PGS000959,4,3,3,MONDO_0003900,connective tissue disorder,Train: European-only
PGS000960,4,3,3,MONDO_0003900,connective tissue disorder,Train: European-only
PGS000961,4,3,3,HP_0004418|MONDO_0004625,Thrombophlebitis|phlebitis,Train: European-only
PGS000962,4,3,3,MONDO_0024644,myocardial ischemia,Train: European-only
PGS000963,4,3,3,EFO_1001329,Follicular Cyst,Train: European-only
PGS000964,4,3,3,EFO_1001317,"Epiphyses, Slipped",Train: European-only
PGS000965,4,3,3,MONDO_0005420|MONDO_0009718,hypothyroidism|myxedema,Train: European-only
PGS000967,4,3,3,MONDO_0006629,"osteoarthritis, hip",Train: European-only
PGS000972,4,3,3,EFO_0010967,urinary microalbumin measurement,Train: European-only
PGS000976,4,3,3,EFO_0010907,polyomavirus 2 seropositivity,Train: European-only
PGS000977,4,3,3,EFO_0010906,merkel cell virus seropositivity,Train: European-only
PGS000980,4,3,3,EFO_0010729,sun exposure measurement,Train: European-only
PGS000982,4,3,3,EFO_0010729,sun exposure measurement,Train: European-only
PGS000990,4,3,3,EFO_0010698|MONDO_0008375,retinal break|retinal detachment,Train: European-only
PGS000991,4,3,3,EFO_0010158,sugar consumption measurement,Train: European-only
PGS000995,4,3,3,EFO_0010078,dentures,Train: European-only
PGS000996,4,3,3,EFO_0009959|MONDO_0004235,diverticular disease|diverticulitis,Train: European-only
PGS000997,4,3,3,EFO_0009959,diverticular disease,Train: European-only
PGS001006,4,3,3,EFO_0004338|EFO_0009799,body weight|self-reported trait,Train: European-only
PGS001011,4,3,3,MONDO_0001209,common wart,Train: European-only
PGS001013,4,3,3,MONDO_0003004,macular degeneration,Train: European-only
PGS001014,4,3,3,MONDO_0002356,pancreas disorder,Train: European-only
PGS001015,4,3,3,MONDO_0003105,prostate disorder,Train: European-only
PGS001016,4,3,3,EFO_0009599,feeling emotionally hurt measurement,Train: European-only
PGS001017,4,3,3,EFO_0009597,feeling nervous measurement,Train: European-only
PGS001018,4,3,3,EFO_0009592,social interaction measurement,Train: European-only
PGS001019,4,3,3,EFO_0009592,social interaction measurement,Train: European-only
PGS001020,4,3,3,EFO_0009592,social interaction measurement,Train: European-only
PGS001021,4,3,3,EFO_0009589|EFO_0009863,worry measurement|anxiety measurement,Train: European-only
PGS001022,4,3,3,EFO_0009589,worry measurement,Train: European-only
PGS001023,4,3,3,MONDO_0000226,mineral metabolism disease,Train: European-only
PGS001024,4,3,3,MONDO_0004872,hemorrhoid,Train: European-only
PGS001025,4,3,3,MONDO_0003803,aortic valve disorder,Train: European-only
PGS001026,4,3,3,EFO_0009514,upper extremity fracture,Train: European-only
PGS001027,4,3,3,EFO_0009507,knee injury,Train: European-only
PGS001028,4,3,3,EFO_0009486,diabetic eye disease,Train: European-only
PGS001029,4,3,3,MONDO_0000942,corneal disorder,Train: European-only
PGS001030,4,3,3,MONDO_0002771,pulmonary fibrosis,Train: European-only
PGS001031,4,3,3,EFO_0009432,fibroblastic disorder,Train: European-only
PGS001032,4,3,3,MONDO_0007886,uterine corpus leiomyoma,Train: European-only
PGS001033,4,3,3,MONDO_0001531,blood coagulation disease,Train: European-only
PGS001040,4,3,3,EFO_0009260,non-melanoma skin carcinoma,Train: European-only
PGS001041,4,3,3,MONDO_0002656,skin carcinoma,Train: European-only
PGS001042,4,3,3,MONDO_0010138,thyrotoxicosis,Train: European-only
PGS001043,4,3,3,MONDO_0004425|MONDO_0010138,hyperthyroidism|thyrotoxicosis,Train: European-only
PGS001044,4,3,3,EFO_0009116,vitamin supplement exposure measurement,Train: European-only
PGS001045,4,3,3,EFO_0009116,vitamin supplement exposure measurement,Train: European-only
PGS001046,4,3,3,EFO_0009115,tobacco smoke exposure measurement,Train: European-only
PGS001047,4,3,3,EFO_0009115,tobacco smoke exposure measurement,Train: European-only
PGS001048,4,3,3,EFO_0008586,Non-ST Elevation Myocardial Infarction,Train: European-only
PGS001049,4,3,3,EFO_0008579,risk-taking behaviour,Train: European-only
PGS001050,4,3,3,EFO_0008561,diaphragmatic hernia,Train: European-only
PGS001051,4,3,3,MONDO_0019735,polymyalgia rheumatica,Train: European-only
PGS001054,4,3,3,EFO_0008341,snoring measurement,Train: European-only
PGS001058,4,3,3,EFO_0008111,diet measurement,Train: European-only
PGS001059,4,3,3,EFO_0008111,diet measurement,Train: European-only
PGS001063,4,3,3,EFO_0008111,diet measurement,Train: European-only
PGS001064,4,3,3,EFO_0008111,diet measurement,Train: European-only
PGS001065,4,3,3,EFO_0008111,diet measurement,Train: European-only
PGS001071,4,3,3,OBA_0005494,aging rate,Train: European-only
PGS001072,4,3,3,OBA_0005494,aging rate,Train: European-only
PGS001074,4,3,3,EFO_0008002,physical activity measurement,Train: European-only
PGS001085,4,3,3,EFO_0007645|OBA_1000840,longitudinal alcohol consumption measurement|alcohol consumption quality,Train: European-only
PGS001086,4,3,3,OBA_1000840,alcohol consumption quality,Train: European-only
PGS001090,4,3,3,EFO_0007869,wellbeing measurement,Train: European-only
PGS001091,4,3,3,EFO_0007865,loneliness measurement,Train: European-only
PGS001092,4,3,3,OBA_0002313,strand of hair color,Train: European-only
PGS001094,4,3,3,OBA_0002313,strand of hair color,Train: European-only
PGS001095,4,3,3,OBA_0002313,strand of hair color,Train: European-only
PGS001096,4,3,3,OBA_0002313,strand of hair color,Train: European-only
PGS001097,4,3,3,OBA_0002313,strand of hair color,Train: European-only
PGS001107,4,3,3,EFO_0007778,urinary albumin to creatinine ratio,Train: European-only
PGS001109,4,3,3,MONDO_0006004|MONDO_0011786,vasomotor rhinitis|allergic rhinitis,Train: European-only
PGS001111,4,3,3,MONDO_0005836,male reproductive organ cancer,Train: European-only
PGS001112,4,3,3,EFO_0007013,aspirin use measurement,Train: European-only
PGS001113,4,3,3,EFO_0007013,aspirin use measurement,Train: European-only
PGS001114,4,3,3,EFO_0007012|EFO_0009799,NSAID use measurement|self-reported trait,Train: European-only
PGS001115,4,3,3,EFO_0007012|EFO_0009799,NSAID use measurement|self-reported trait,Train: European-only
PGS001116,4,3,3,EFO_0007012,NSAID use measurement,Train: European-only
PGS001117,4,3,3,EFO_0600082,insulin use measurement,Train: European-only
PGS001118,4,3,3,EFO_0007010,drug use measurement,Train: European-only
PGS001123,4,3,3,EFO_0006781,coffee consumption measurement,Train: European-only
PGS001124,4,3,3,EFO_0006781,coffee consumption measurement,Train: European-only
PGS001125,4,3,3,EFO_0006781,coffee consumption measurement,Train: European-only
PGS001127,4,3,3,EFO_0006527,smoking status measurement,Train: European-only
PGS001128,4,3,3,EFO_0006527,smoking status measurement,Train: European-only
PGS001129,4,3,3,EFO_0006527,smoking status measurement,Train: European-only
PGS001131,4,3,3,MONDO_0005609,herpes zoster,Train: European-only
PGS001132,4,3,3,EFO_0000493,family history,Train: European-only
PGS001135,4,3,3,MONDO_0005578,arthritic joint disease,Train: European-only
PGS001137,4,3,3,MONDO_0008375,retinal detachment,Train: European-only
PGS001138,4,3,3,EFO_0005767,rheumatoid factor measurement,Train: European-only
PGS001139,4,3,3,OBA_2050116,smoking behavior trait,Train: European-only
PGS001140,4,3,3,MONDO_0008420,seborrheic keratosis,Train: European-only
PGS001141,4,3,3,EFO_0005422,skin aging,Train: European-only
PGS001153,4,3,3,OBA_1001015,folic acid level,Train: European-only
PGS001174,4,3,3,MONDO_0012672,cholelithiasis,Train: European-only
PGS001181,4,3,3,MONDO_0005420,hypothyroidism,Train: European-only
PGS001182,4,3,3,EFO_0004697,estradiol measurement,Train: European-only
PGS001192,4,3,3,MONDO_0005416,"osteoarthritis, knee",Train: European-only
PGS001244,4,3,3,EFO_0004279,suntan,Train: European-only
PGS001245,4,3,3,EFO_0004279,suntan,Train: European-only
PGS001246,4,3,3,EFO_0004279,suntan,Train: European-only
PGS001247,4,3,3,EFO_0004279,suntan,Train: European-only
PGS001248,4,3,3,MONDO_0005393,gout,Train: European-only
PGS001249,4,3,3,MONDO_0005393,gout,Train: European-only
PGS001250,4,3,3,MONDO_0007009|MONDO_0008171,ureterolithiasis|nephrolithiasis,Train: European-only
PGS001251,4,3,3,MONDO_0015925,interstitial lung disease,Train: European-only
PGS001252,4,3,3,EFO_0001063|MONDO_0005365,deafness|hearing loss disorder,Train: European-only
PGS001253,4,3,3,MONDO_0005365,hearing loss disorder,Train: European-only
PGS001256,4,3,3,MONDO_0005346,gallstones,Train: European-only
PGS001258,4,3,3,MONDO_0005325,radius fracture,Train: European-only
PGS001259,4,3,3,MONDO_0005324,seasonal allergic rhinitis,Train: European-only
PGS001260,4,3,3,EFO_0003913,angina pectoris,Train: European-only
PGS001261,4,3,3,EFO_0003913,angina pectoris,Train: European-only
PGS001262,4,3,3,EFO_0003913,angina pectoris,Train: European-only
PGS001263,4,3,3,MONDO_0005310,atrial flutter,Train: European-only
PGS001264,4,3,3,EFO_0003907,deep vein thrombosis,Train: European-only
PGS001265,4,3,3,EFO_0003907,deep vein thrombosis,Train: European-only
PGS001266,4,3,3,EFO_0003907,deep vein thrombosis,Train: European-only
PGS001267,4,3,3,MONDO_0005306,ankylosing spondylitis,Train: European-only
PGS001268,4,3,3,MONDO_0005306,ankylosing spondylitis,Train: European-only
PGS001272,4,3,3,MONDO_0005300,chronic kidney disease,Train: European-only
PGS001273,4,3,3,MONDO_0005298,osteoporosis,Train: European-only
PGS001274,4,3,3,MONDO_0005298,osteoporosis,Train: European-only
PGS001275,4,3,3,MONDO_0005283,retinal disorder,Train: European-only
PGS001276,4,3,3,MONDO_0005283,retinal disorder,Train: European-only
PGS001277,4,3,3,EFO_0003907|MONDO_0005279,deep vein thrombosis|pulmonary embolism,Train: European-only
PGS001278,4,3,3,EFO_0003907|MONDO_0005279,deep vein thrombosis|pulmonary embolism,Train: European-only
PGS001279,4,3,3,EFO_0003907|MONDO_0005279,deep vein thrombosis|pulmonary embolism,Train: European-only
PGS001280,4,3,3,MONDO_0005279,pulmonary embolism,Train: European-only
PGS001281,4,3,3,MONDO_0005277,migraine disorder,Train: European-only
PGS001282,4,3,3,MONDO_0005277,migraine disorder,Train: European-only
PGS001284,4,3,3,MONDO_0005271,allergic disease,Train: European-only
PGS001285,4,3,3,MONDO_0005271,allergic disease,Train: European-only
PGS001286,4,3,3,MONDO_0005271,allergic disease,Train: European-only
PGS001287,4,3,3,MONDO_0011849,psoriatic arthritis,Train: European-only
PGS001288,4,3,3,MONDO_0005265,inflammatory bowel disease,Train: European-only
PGS001289,4,3,3,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS001290,4,3,3,MONDO_0005178,osteoarthritis,Train: European-only
PGS001291,4,3,3,MONDO_0005159,prostate carcinoma,Train: European-only
PGS001292,4,3,3,EFO_0600083,family history of prostate cancer,Train: European-only
PGS001293,4,3,3,MONDO_0005154,liver disorder,Train: European-only
PGS001295,4,3,3,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS001296,4,3,3,MONDO_0005147,type 1 diabetes mellitus,Train: European-only
PGS001298,4,3,3,MONDO_0011122,obesity disorder,Train: European-only
PGS001299,4,3,3,MONDO_0005131,cervical carcinoma,Train: European-only
PGS001302,4,3,3,MONDO_0005129,cataract,Train: European-only
PGS001303,4,3,3,MONDO_0005129,cataract,Train: European-only
PGS001304,4,3,3,MONDO_0005105,melanoma,Train: European-only
PGS001306,4,3,3,MONDO_0005101,ulcerative colitis,Train: European-only
PGS001307,4,3,3,MONDO_0005101,ulcerative colitis,Train: European-only
PGS001308,4,3,3,MONDO_0010030,Sjogren syndrome,Train: European-only
PGS001309,4,3,3,MONDO_0008383,rheumatoid arthritis,Train: European-only
PGS001310,4,3,3,MONDO_0008383,rheumatoid arthritis,Train: European-only
PGS001312,4,3,3,MONDO_0005083,psoriasis,Train: European-only
PGS001313,4,3,3,MONDO_0005083,psoriasis,Train: European-only
PGS001314,4,3,3,MONDO_0005068,myocardial infarction,Train: European-only
PGS001315,4,3,3,MONDO_0005068,myocardial infarction,Train: European-only
PGS001316,4,3,3,MONDO_0005068,myocardial infarction,Train: European-only
PGS001317,4,3,3,MONDO_0005068,myocardial infarction,Train: European-only
PGS001318,4,3,3,MONDO_0005066,metabolic disease,Train: European-only
PGS001320,4,3,3,MONDO_0005044,hypertensive disorder,Train: European-only
PGS001321,4,3,3,MONDO_0005041,glaucoma,Train: European-only
PGS001322,4,3,3,MONDO_0005041,glaucoma,Train: European-only
PGS001323,4,3,3,MONDO_0005041,glaucoma,Train: European-only
PGS001324,4,3,3,EFO_0000493,family history,Train: European-only
PGS001326,4,3,3,MONDO_0004849,pulmonary emphysema,Train: European-only
PGS001327,4,3,3,MONDO_0005015,diabetes mellitus,Train: European-only
PGS001328,4,3,3,EFO_0000493,family history,Train: European-only
PGS001329,4,3,3,MONDO_0005015,diabetes mellitus,Train: European-only
PGS001330,4,3,3,MONDO_0005011,Crohn disease,Train: European-only
PGS001332,4,3,3,MONDO_0005002,chronic obstructive pulmonary disease,Train: European-only
PGS001333,4,3,3,MONDO_0005002,chronic obstructive pulmonary disease,Train: European-only
PGS001334,4,3,3,MONDO_0005002,chronic obstructive pulmonary disease,Train: European-only
PGS001335,4,3,3,MONDO_0004995,cardiovascular disorder,Train: European-only
PGS001336,4,3,3,MONDO_0004989,breast carcinoma,Train: European-only
PGS001337,4,3,3,EFO_0005606,family history of breast cancer,Train: European-only
PGS001338,4,3,3,MONDO_0010811,benign prostatic hyperplasia,Train: European-only
PGS001341,4,3,3,MONDO_0004979,asthma,Train: European-only
PGS001343,4,3,3,MONDO_0004979,asthma,Train: European-only
PGS001344,4,3,3,MONDO_0004979,asthma,Train: European-only
PGS001345,4,3,3,MONDO_0004979,asthma,Train: European-only
PGS001346,4,3,3,MONDO_0004979,asthma,Train: European-only
PGS001347,4,3,3,EFO_0009268,family history of Alzheimer’s disease,Train: European-only
PGS001369,4,3,3,MONDO_0005649,appendicitis,Train: European-only
PGS001390,4,3,3,MONDO_0005412,duodenal ulcer,Train: European-only
PGS001392,4,3,3,EFO_0006953,family history of lung cancer,Train: European-only
PGS001516,4,3,3,MONDO_0005020,intestinal disorder,Train: European-only
PGS001522,4,3,3,HP_0003040,Arthropathy,Train: European-only
PGS001535,4,3,3,EFO_0010729,sun exposure measurement,Train: European-only
PGS001536,4,3,3,MONDO_0008661,vitiligo,Train: European-only
PGS000022,3,3,3,MONDO_0005147,type 1 diabetes mellitus,NA
PGS000200,3,3,3,MONDO_0005010,coronary artery disorder,Train: Multi incl. EUR
PGS001787,3,3,3,MONDO_0004979,asthma,Train: Multi incl. EUR
PGS003850,3,3,3,MONDO_0005575,colorectal cancer,Train: Multi incl. EUR
PGS003852,3,3,3,MONDO_0005575,colorectal cancer,Train: Multi incl. EUR
PGS004233,3,3,3,EFO_0006336,diastolic blood pressure,Train: Multi incl. EUR
PGS004234,3,3,3,MONDO_0005044,hypertensive disorder,Train: Multi incl. EUR
PGS004235,3,3,3,EFO_0006335,systolic blood pressure,Train: Multi incl. EUR
PGS004236,3,3,3,MONDO_0005044,hypertensive disorder,Train: Multi incl. EUR
PGS000005,11,2,3,MONDO_0006512,estrogen-receptor positive breast cancer,Train: European-only
PGS001780,9,2,2,MONDO_0005010,coronary artery disorder,Train: Multi incl. EUR
PGS003981,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS003983,6,2,2,MONDO_0004989,breast carcinoma,Train: European-only
PGS003984,6,2,2,MONDO_0005098,stroke disorder,Train: Multi incl. EUR
PGS003985,6,2,2,MONDO_0005159,prostate carcinoma,Train: European-only
PGS003988,6,2,2,MONDO_0005300,chronic kidney disease,Train: European-only
PGS003990,6,2,2,MONDO_0005393,gout,Train: European-only
PGS003997,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS003999,6,2,2,MONDO_0004989,breast carcinoma,Train: European-only
PGS004000,6,2,2,MONDO_0005098,stroke disorder,Train: Multi incl. EUR
PGS004001,6,2,2,MONDO_0005159,prostate carcinoma,Train: European-only
PGS004004,6,2,2,MONDO_0005300,chronic kidney disease,Train: European-only
PGS004006,6,2,2,MONDO_0005393,gout,Train: European-only
PGS004013,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS004015,6,2,2,MONDO_0005098,stroke disorder,Train: Multi incl. EUR
PGS004016,6,2,2,MONDO_0005300,chronic kidney disease,Train: European-only
PGS004018,6,2,2,MONDO_0005393,gout,Train: European-only
PGS004023,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS004025,6,2,2,MONDO_0004989,breast carcinoma,Train: European-only
PGS004026,6,2,2,MONDO_0005098,stroke disorder,Train: Multi incl. EUR
PGS004027,6,2,2,MONDO_0005159,prostate carcinoma,Train: European-only
PGS004030,6,2,2,MONDO_0005300,chronic kidney disease,Train: European-only
PGS004032,6,2,2,MONDO_0005393,gout,Train: European-only
PGS004038,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS004040,6,2,2,MONDO_0004989,breast carcinoma,Train: European-only
PGS004041,6,2,2,MONDO_0005098,stroke disorder,Train: Multi incl. EUR
PGS004042,6,2,2,MONDO_0005159,prostate carcinoma,Train: European-only
PGS004045,6,2,2,MONDO_0005300,chronic kidney disease,Train: European-only
PGS004047,6,2,2,MONDO_0005393,gout,Train: European-only
PGS004051,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS004053,6,2,2,MONDO_0004989,breast carcinoma,Train: European-only
PGS004054,6,2,2,MONDO_0005098,stroke disorder,Train: Multi incl. EUR
PGS004055,6,2,2,MONDO_0005159,prostate carcinoma,Train: European-only
PGS004058,6,2,2,MONDO_0005300,chronic kidney disease,Train: European-only
PGS004060,6,2,2,MONDO_0005393,gout,Train: European-only
PGS004067,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS004069,6,2,2,MONDO_0004989,breast carcinoma,Train: European-only
PGS004070,6,2,2,MONDO_0005098,stroke disorder,Train: Multi incl. EUR
PGS004071,6,2,2,MONDO_0005159,prostate carcinoma,Train: European-only
PGS004074,6,2,2,MONDO_0005300,chronic kidney disease,Train: European-only
PGS004076,6,2,2,MONDO_0005393,gout,Train: European-only
PGS004081,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS004083,6,2,2,MONDO_0004989,breast carcinoma,Train: European-only
PGS004084,6,2,2,MONDO_0005098,stroke disorder,Train: Multi incl. EUR
PGS004085,6,2,2,MONDO_0005159,prostate carcinoma,Train: European-only
PGS004088,6,2,2,MONDO_0005300,chronic kidney disease,Train: European-only
PGS004090,6,2,2,MONDO_0005393,gout,Train: European-only
PGS004097,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS004098,6,2,2,MONDO_0005098,stroke disorder,Train: Multi incl. EUR
PGS004099,6,2,2,MONDO_0005159,prostate carcinoma,Train: European-only
PGS004101,6,2,2,MONDO_0005300,chronic kidney disease,Train: European-only
PGS004105,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS004107,6,2,2,MONDO_0004989,breast carcinoma,Train: European-only
PGS004108,6,2,2,MONDO_0005098,stroke disorder,Train: Multi incl. EUR
PGS004109,6,2,2,MONDO_0005159,prostate carcinoma,Train: European-only
PGS004112,6,2,2,MONDO_0005300,chronic kidney disease,Train: European-only
PGS004114,6,2,2,MONDO_0005393,gout,Train: European-only
PGS004121,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS004123,6,2,2,MONDO_0004989,breast carcinoma,Train: European-only
PGS004124,6,2,2,MONDO_0005098,stroke disorder,Train: Multi incl. EUR
PGS004125,6,2,2,MONDO_0005159,prostate carcinoma,Train: European-only
PGS004128,6,2,2,MONDO_0005300,chronic kidney disease,Train: European-only
PGS004130,6,2,2,MONDO_0005393,gout,Train: European-only
PGS004135,6,2,2,MONDO_0005265,inflammatory bowel disease,Train: Multi incl. EUR
PGS004137,6,2,2,MONDO_0004989,breast carcinoma,Train: European-only
