pgs_id,n_eval_rows,n_ancestries_display,n_ancestries_raw,efo_any,efo_label_any,train_bucket
PGS000215,1,1,1,MONDO_0006244,HER2 positive breast carcinoma,Train: European-only
PGS000216,1,1,1,MONDO_0005494,triple-negative breast carcinoma,Train: European-only
PGS000316,1,1,1,MONDO_0005130,celiac disease,Train: European-only
PGS000333,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000338,1,1,1,MONDO_0004981,atrial fibrillation,Train: Multi incl. EUR
PGS000341,1,1,1,MONDO_0005100,systemic sclerosis,Train: European-only
PGS000348,1,1,1,MONDO_0005159,prostate carcinoma,Train: Multi incl. EUR
PGS000353,1,1,1,MONDO_0004992,cancer,Train: European-only
PGS000354,1,1,1,MONDO_0004992,cancer,Train: European-only
PGS000355,1,1,1,MONDO_0004992,cancer,Train: European-only
PGS000356,1,1,1,MONDO_0004992,cancer,Train: European-only
PGS000357,1,1,1,MONDO_0005515,oral cavity cancer,Train: European-only
PGS000358,1,1,1,MONDO_0005515,oral cavity cancer,Train: European-only
PGS000359,1,1,1,MONDO_0021240,tongue neoplasm,Train: European-only
PGS000360,1,1,1,MONDO_0002352,larynx cancer,Train: European-only
PGS000361,1,1,1,MONDO_0002352,larynx cancer,Train: European-only
PGS000362,1,1,1,MONDO_0002352,larynx cancer,Train: European-only
PGS000363,1,1,1,MONDO_0007576,esophageal cancer,Train: European-only
PGS000364,1,1,1,MONDO_0007576,esophageal cancer,Train: European-only
PGS000365,1,1,1,MONDO_0007576,esophageal cancer,Train: European-only
PGS000366,1,1,1,MONDO_0007576,esophageal cancer,Train: European-only
PGS000367,1,1,1,MONDO_0005575,colorectal cancer,Train: European-only
PGS000368,1,1,1,MONDO_0005575,colorectal cancer,Train: European-only
PGS000369,1,1,1,MONDO_0005575,colorectal cancer,Train: European-only
PGS000370,1,1,1,MONDO_0005575,colorectal cancer,Train: European-only
PGS000371,1,1,1,MONDO_0005575,colorectal cancer,Train: European-only
PGS000372,1,1,1,MONDO_0005575,colorectal cancer,Train: European-only
PGS000373,1,1,1,MONDO_0005575,colorectal cancer,Train: European-only
PGS000374,1,1,1,MONDO_0005575,colorectal cancer,Train: European-only
PGS000375,1,1,1,MONDO_0005575,colorectal cancer,Train: European-only
PGS000376,1,1,1,MONDO_0002032,colon carcinoma,Train: European-only
PGS000377,1,1,1,MONDO_0002032,colon carcinoma,Train: European-only
PGS000378,1,1,1,MONDO_0002032,colon carcinoma,Train: European-only
PGS000379,1,1,1,MONDO_0002032,colon carcinoma,Train: European-only
PGS000380,1,1,1,MONDO_0002032,colon carcinoma,Train: European-only
PGS000381,1,1,1,MONDO_0002032,colon carcinoma,Train: European-only
PGS000382,1,1,1,MONDO_0002032,colon carcinoma,Train: European-only
PGS000383,1,1,1,MONDO_0002423|MONDO_0006519,rectosigmoid junction neoplasm|rectal cancer,Train: European-only
PGS000384,1,1,1,MONDO_0002423|MONDO_0006519,rectosigmoid junction neoplasm|rectal cancer,Train: European-only
PGS000385,1,1,1,MONDO_0005192,exocrine pancreatic carcinoma,Train: European-only
PGS000386,1,1,1,MONDO_0005192,exocrine pancreatic carcinoma,Train: European-only
PGS000387,1,1,1,MONDO_0000376,respiratory system cancer,Train: European-only
PGS000388,1,1,1,MONDO_0001407|MONDO_0001672|MONDO_0008903,tracheal cancer|bronchus cancer|lung cancer,Train: European-only
PGS000389,1,1,1,MONDO_0001407|MONDO_0001672|MONDO_0008903,tracheal cancer|bronchus cancer|lung cancer,Train: European-only
PGS000390,1,1,1,MONDO_0001407|MONDO_0001672|MONDO_0008903,tracheal cancer|bronchus cancer|lung cancer,Train: European-only
PGS000393,1,1,1,MONDO_0001407|MONDO_0001672|MONDO_0008903,tracheal cancer|bronchus cancer|lung cancer,Train: European-only
PGS000394,1,1,1,MONDO_0001407|MONDO_0001672|MONDO_0008903,tracheal cancer|bronchus cancer|lung cancer,Train: European-only
PGS000395,1,1,1,MONDO_0001407|MONDO_0001672|MONDO_0008903,tracheal cancer|bronchus cancer|lung cancer,Train: European-only
PGS000396,1,1,1,MONDO_0001407|MONDO_0001672|MONDO_0008903,tracheal cancer|bronchus cancer|lung cancer,Train: European-only
PGS000397,1,1,1,MONDO_0001407|MONDO_0001672|MONDO_0008903,tracheal cancer|bronchus cancer|lung cancer,Train: European-only
PGS000398,1,1,1,MONDO_0002656,skin carcinoma,Train: European-only
PGS000399,1,1,1,MONDO_0002656,skin carcinoma,Train: European-only
PGS000400,1,1,1,MONDO_0002656,skin carcinoma,Train: European-only
PGS000401,1,1,1,MONDO_0002656,skin carcinoma,Train: European-only
PGS000402,1,1,1,MONDO_0002656,skin carcinoma,Train: European-only
PGS000403,1,1,1,MONDO_0002656,skin carcinoma,Train: European-only
PGS000404,1,1,1,MONDO_0002656,skin carcinoma,Train: European-only
PGS000405,1,1,1,MONDO_0002656,skin carcinoma,Train: European-only
PGS000406,1,1,1,MONDO_0002656,skin carcinoma,Train: European-only
PGS000407,1,1,1,MONDO_0002656,skin carcinoma,Train: European-only
PGS000408,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000409,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000410,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000411,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000412,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000413,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000414,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000415,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000416,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000417,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000418,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000419,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000420,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000421,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000422,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000423,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000424,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000425,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000426,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000427,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000428,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000429,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000430,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000431,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000432,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000433,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000434,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000435,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000436,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000437,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000438,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000439,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000440,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000441,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000442,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000443,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000444,1,1,1,MONDO_0002898,skin cancer,Train: European-only
PGS000445,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000446,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000447,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000448,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000449,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000450,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000451,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000452,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000453,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000454,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000455,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000456,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000457,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000458,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000459,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000460,1,1,1,MONDO_0005096,squamous cell carcinoma,Train: European-only
PGS000461,1,1,1,MONDO_0005096,squamous cell carcinoma,Train: European-only
PGS000462,1,1,1,MONDO_0005096,squamous cell carcinoma,Train: European-only
PGS000463,1,1,1,MONDO_0005096,squamous cell carcinoma,Train: European-only
PGS000464,1,1,1,MONDO_0005096,squamous cell carcinoma,Train: European-only
PGS000465,1,1,1,MONDO_0005096,squamous cell carcinoma,Train: European-only
PGS000466,1,1,1,MONDO_0005096,squamous cell carcinoma,Train: European-only
PGS000467,1,1,1,MONDO_0005096,squamous cell carcinoma,Train: European-only
PGS000468,1,1,1,MONDO_0005096,squamous cell carcinoma,Train: European-only
PGS000469,1,1,1,MONDO_0004641,skin carcinoma in situ,Train: European-only
PGS000470,1,1,1,MONDO_0004641,skin carcinoma in situ,Train: European-only
PGS000471,1,1,1,MONDO_0004641,skin carcinoma in situ,Train: European-only
PGS000472,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000473,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000474,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000475,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000476,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000477,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000478,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000479,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000480,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000481,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000482,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000483,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000484,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000485,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000486,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000487,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000488,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000489,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000490,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000491,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000492,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000493,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000494,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000495,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000496,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000497,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000498,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000499,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000500,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000501,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000502,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000503,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000504,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000505,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000506,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000507,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000508,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000509,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000510,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000511,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000512,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000513,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000514,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000515,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000516,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000517,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000518,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000519,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000520,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000521,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000522,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000523,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000524,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000525,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000526,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000527,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000528,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000529,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000530,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000531,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000532,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000533,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000534,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000535,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000536,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000537,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000538,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000539,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000540,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000541,1,1,1,MONDO_0002715,uterine cancer,Train: European-only
PGS000542,1,1,1,MONDO_0002715,uterine cancer,Train: European-only
PGS000543,1,1,1,MONDO_0021148,female reproductive system neoplasm,Train: European-only
PGS000544,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000545,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000546,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000547,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000548,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000549,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000550,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000551,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000552,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000553,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000554,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000555,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000556,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000557,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000558,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000559,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000560,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000561,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000562,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000563,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000564,1,1,1,MONDO_0021068,ovarian neoplasm,Train: European-only
PGS000565,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000566,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000567,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000568,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000569,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000570,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000571,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000572,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000573,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000574,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000575,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000576,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000577,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000578,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000579,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000580,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000581,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000582,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000583,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000584,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000585,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000586,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000587,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000588,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000589,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000590,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000591,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000592,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000593,1,1,1,MONDO_0005836,male reproductive organ cancer,Train: European-only
PGS000594,1,1,1,MONDO_0005836,male reproductive organ cancer,Train: European-only
PGS000595,1,1,1,MONDO_0005447,testicular cancer,Train: European-only
PGS000596,1,1,1,MONDO_0005447,testicular cancer,Train: European-only
PGS000597,1,1,1,MONDO_0005447,testicular cancer,Train: European-only
PGS000598,1,1,1,MONDO_0005447,testicular cancer,Train: European-only
PGS000599,1,1,1,MONDO_0005447,testicular cancer,Train: European-only
PGS000600,1,1,1,MONDO_0005447,testicular cancer,Train: European-only
PGS000601,1,1,1,MONDO_0005447,testicular cancer,Train: European-only
PGS000602,1,1,1,MONDO_0005447,testicular cancer,Train: European-only
PGS000603,1,1,1,MONDO_0005447,testicular cancer,Train: European-only
PGS000604,1,1,1,MONDO_0005447,testicular cancer,Train: European-only
PGS000605,1,1,1,MONDO_0002367,kidney cancer,Train: European-only
PGS000606,1,1,1,MONDO_0002367,kidney cancer,Train: European-only
PGS000607,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000608,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000609,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000610,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000611,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000612,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000613,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000614,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000615,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000616,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000617,1,1,1,MONDO_0002236,ocular cancer,Train: European-only
PGS000618,1,1,1,MONDO_0002714,central nervous system cancer,Train: European-only
PGS000619,1,1,1,MONDO_0002714,central nervous system cancer,Train: European-only
PGS000620,1,1,1,MONDO_0001657,brain cancer,Train: European-only
PGS000621,1,1,1,MONDO_0001657,brain cancer,Train: European-only
PGS000622,1,1,1,MONDO_0001657,brain cancer,Train: European-only
PGS000623,1,1,1,MONDO_0001657,brain cancer,Train: European-only
PGS000624,1,1,1,MONDO_0001657,brain cancer,Train: European-only
PGS000625,1,1,1,MONDO_0001657,brain cancer,Train: European-only
PGS000626,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000627,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000628,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000629,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000630,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000631,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000632,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000633,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000634,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000635,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000636,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000637,1,1,1,MONDO_0004952,Hodgkins lymphoma,Train: European-only
PGS000638,1,1,1,MONDO_0004952,Hodgkins lymphoma,Train: European-only
PGS000639,1,1,1,MONDO_0004952,Hodgkins lymphoma,Train: European-only
PGS000640,1,1,1,MONDO_0004952,Hodgkins lymphoma,Train: European-only
PGS000641,1,1,1,MONDO_0018908,non-Hodgkin lymphoma,Train: European-only
PGS000642,1,1,1,MONDO_0018908,non-Hodgkin lymphoma,Train: European-only
PGS000643,1,1,1,MONDO_0018906,follicular lymphoma,Train: European-only
PGS000644,1,1,1,MONDO_0018906,follicular lymphoma,Train: European-only
PGS000645,1,1,1,MONDO_0005402,lymphoid leukemia,Train: European-only
PGS000646,1,1,1,MONDO_0004948,B-cell chronic lymphocytic leukemia,Train: European-only
PGS000647,1,1,1,MONDO_0004948,B-cell chronic lymphocytic leukemia,Train: European-only
PGS000648,1,1,1,MONDO_0004948,B-cell chronic lymphocytic leukemia,Train: European-only
PGS000649,1,1,1,MONDO_0004948,B-cell chronic lymphocytic leukemia,Train: European-only
PGS000650,1,1,1,MONDO_0004948,B-cell chronic lymphocytic leukemia,Train: European-only
PGS000651,1,1,1,MONDO_0004948,B-cell chronic lymphocytic leukemia,Train: European-only
PGS000652,1,1,1,MONDO_0009693,plasma cell myeloma,Train: European-only
PGS000653,1,1,1,MONDO_0009693,plasma cell myeloma,Train: European-only
PGS000654,1,1,1,MONDO_0009693,plasma cell myeloma,Train: European-only
PGS000656,1,1,1,EFO_0008421,non-alcoholic fatty liver disease severity measurement,Train: European-only
PGS000702,1,1,1,OBA_1000968,vitamin D level,Train: European-only
PGS000703,1,1,1,EFO_0003913,angina pectoris,Train: European-only
PGS000704,1,1,1,MONDO_0006644,alcoholic liver cirrhosis,Train: European-only
PGS000705,1,1,1,MONDO_0005346,gallstones,Train: European-only
PGS000706,1,1,1,MONDO_0005044,hypertensive disorder,Train: European-only
PGS000707,1,1,1,HP_0001082,Cholecystitis,Train: European-only
PGS000708,1,1,1,MONDO_0001106,kidney failure,Train: European-only
PGS000709,1,1,1,MONDO_0005252,heart failure,Train: European-only
PGS000710,1,1,1,MONDO_0005068,myocardial infarction,Train: European-only
PGS000711,1,1,1,MONDO_0005393,gout,Train: European-only
PGS000719,1,1,1,MONDO_0005159,prostate carcinoma,Train: European-only
PGS000720,1,1,1,MONDO_0005575,colorectal cancer,Train: Multi incl. EUR
PGS000722,1,1,1,MONDO_0005206,renal carcinoma,Train: European-only
PGS000723,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000724,1,1,1,MONDO_0005140,ovarian carcinoma,Train: European-only
PGS000725,1,1,1,MONDO_0005192,exocrine pancreatic carcinoma,Train: European-only
PGS000730,1,1,1,MONDO_0020804,basal cell carcinoma,Train: European-only
PGS000731,1,1,1,MONDO_0005096,squamous cell carcinoma,Train: European-only
PGS000732,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000734,1,1,1,MONDO_0005575,colorectal cancer,Train: Multi incl. EUR
PGS000739,1,1,1,MONDO_0005045,hypertrophic cardiomyopathy,Train: Multi incl. EUR
PGS000756,1,1,1,MONDO_0016158,narcolepsy-cataplexy syndrome,Train: Multi incl. EUR
PGS000757,1,1,1,MONDO_0016158,narcolepsy-cataplexy syndrome,Train: East Asian-only
PGS000758,1,1,1,OBA_VT0001253,body height,Train: European-only
PGS000765,1,1,1,MONDO_0005575,colorectal cancer,Train: Multi incl. EUR
PGS000771,1,1,1,MONDO_0007915,systemic lupus erythematosus,Train: Multi incl. EUR
PGS000782,1,1,1,MONDO_0004986,urinary bladder carcinoma,Train: European-only
PGS000783,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000784,1,1,1,MONDO_0005131,cervical carcinoma,Train: European-only
PGS000785,1,1,1,MONDO_0005575,colorectal cancer,Train: Multi incl. EUR
PGS000786,1,1,1,MONDO_0002447,endometrial carcinoma,Train: Multi incl. EUR
PGS000787,1,1,1,MONDO_0005086,renal cell carcinoma,Train: European-only
PGS000788,1,1,1,MONDO_0005402,lymphoid leukemia,Train: Multi incl. EUR
PGS000789,1,1,1,MONDO_0005138,lung carcinoma,Train: European-only
PGS000790,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000791,1,1,1,MONDO_0018908,non-Hodgkin lymphoma,Train: Multi incl. EUR
PGS000792,1,1,1,MONDO_0005515|MONDO_0005517,oral cavity cancer|pharynx cancer,Train: Multi incl. EUR
PGS000793,1,1,1,MONDO_0005140,ovarian carcinoma,Train: European-only
PGS000794,1,1,1,MONDO_0005192,exocrine pancreatic carcinoma,Train: Multi incl. EUR
PGS000795,1,1,1,MONDO_0005159,prostate carcinoma,Train: Multi incl. EUR
PGS000796,1,1,1,MONDO_0005447|MONDO_0010108,testicular cancer|testicular germ cell tumor,Train: European-only
PGS000797,1,1,1,MONDO_0015075,thyroid gland carcinoma,Train: European-only
PGS000807,1,1,1,MONDO_0005148,type 2 diabetes mellitus,Train: Multi excl. EUR
PGS000813,1,1,1,MONDO_0005105,melanoma,Train: European-only
PGS000820,1,1,1,MONDO_0005420,hypothyroidism,Train: European-only
PGS000821,1,1,1,EFO_0009933,Thyroid preparation use measurement,Train: European-only
PGS000852,1,1,1,MONDO_0005148,type 2 diabetes mellitus,Train: European-only
PGS000873,1,1,1,MONDO_0004989,breast carcinoma,Train: European-only
PGS000875,1,1,1,EFO_0004611,low density lipoprotein cholesterol measurement,Train: European-only
PGS000878,1,1,1,MONDO_0005159,prostate carcinoma,Train: East Asian-only
PGS000903,1,1,1,MONDO_0005180,Parkinson disease,Train: Multi excl. EUR
PGS000914,1,1,1,HP_0003115,Abnormal EKG,Train: East Asian-only
PGS001355,1,1,1,MONDO_0005010,coronary artery disorder,Train: European-only
PGS001356,1,1,1,MONDO_0004981,atrial fibrillation,Train: European-only
PGS001774,1,1,1,MONDO_0005180,Parkinson disease,Train: European-only
PGS001776,1,1,1,MONDO_0005575,colorectal cancer,Train: Multi incl. EUR
PGS001778,1,1,1,MONDO_0004989,breast carcinoma,Train: Multi incl. EUR
PGS001782,1,1,1,MONDO_0004979,asthma,Train: Multi incl. EUR
