pgs_id,performance_id,sampleset_id,cohort,cohort_note,cohort_name,n_individuals,n_cases,auc,ci_lower,ci_upper,eta,eta_ci_lower,eta_ci_upper,se,weight,weight_share,distance_from_pooled,weight_times_distance,Q_contribution
PGS000004,PPM005168,PSS003599,eMERGE,NA,eMERGE,33954,3960,0.6,0.59,0.61,0.4054651081081642,0.3639653772014115,0.44731221804366483,0.021261949194452387,2212.04444084212,0.5664295066810081,-0.19156564437011098,-423.7517186852425,81.17627104288049
PGS000004,PPM038141,PSS013835,UCLA,NA,UCLA,11873,1466,0.7,0.69,0.71,0.8472978603872034,0.8001193001121129,0.8953840470548413,0.024302231362940935,1693.1978086367026,0.4335704933189919,0.25026710790892825,423.7517186852425,106.0511171067934
