pgs_id,trait,ancestry,k,eta_hat,se_hat,auc_pooled,auc_lo,auc_hi,Q,df,expected_Q_if_only_chance,Q_minus_df,raw_fraction,I2,heterogeneity_p
PGS000004,Breast cancer,European,2,0.5970307524782752,0.016002064272488122,0.6449766957616456,0.6377626902615964,0.6521253985793563,187.22738814967389,1,1,186.22738814967389,0.9946589010834217,99.46589010834217,1.2810178512108652e-42
